now,event,power,voltage,current,resistance,temperature,steady-state-count,filtered-delta
0.000,preprocess,5.83,2.90,2.01,1.443,26.0,0,0.000000
0.000,timerEvent,122.52,13.16,9.31,1.414,20.7,0,0.000000
1.355,timerEvent,116.70,13.01,8.97,1.450,27.4,0,0.000000
2.713,timerEvent,117.96,13.18,8.95,1.473,31.4,0,0.000000
4.069,timerEvent,118.41,13.29,8.91,1.492,34.8,0,0.000000
6.000,timerEvent,117.97,13.36,8.83,1.513,38.7,0,0.000000
8.001,timerEvent,118.40,13.47,8.79,1.532,42.2,0,0.000000
10.001,timerEvent,118.16,13.55,8.72,1.554,46.1,0,0.000000
