now,event,power,voltage,current,resistance,temperature,steady-state-count
407.502,timerEvent,9.95,3.98,2.50,1.592,54.3,0
410.002,timerEvent,9.93,3.97,2.50,1.588,53.6,0
412.502,timerEvent,9.95,3.98,2.50,1.592,54.3,0
415.002,timerEvent,9.91,3.98,2.49,1.598,55.4,0
417.501,timerEvent,9.91,3.98,2.49,1.598,55.4,0
420.002,timerEvent,9.91,3.98,2.49,1.598,55.4,0
422.502,timerEvent,9.91,3.98,2.49,1.598,55.4,0
425.002,timerEvent,9.91,3.98,2.49,1.598,55.4,0
427.502,timerEvent,9.91,3.98,2.49,1.598,55.4,0
430.001,timerEvent,9.91,3.98,2.49,1.598,55.4,0
432.502,timerEvent,9.91,3.98,2.49,1.598,55.4,0
435.002,timerEvent,9.91,3.98,2.49,1.598,55.4,0
437.502,timerEvent,9.91,3.98,2.49,1.598,55.4,0
440.002,timerEvent,9.91,3.98,2.49,1.598,55.4,0
442.502,timerEvent,9.91,3.98,2.49,1.598,55.4,0
445.002,timerEvent,9.87,3.98,2.48,1.605,56.5,0
447.502,timerEvent,9.94,3.99,2.49,1.602,56.0,0
450.002,timerEvent,9.94,3.99,2.49,1.602,56.0,0
452.502,timerEvent,9.94,3.99,2.49,1.602,56.0,0
455.002,timerEvent,9.94,3.99,2.49,1.602,56.0,0
457.501,timerEvent,9.94,3.99,2.49,1.602,56.0,0
460.002,timerEvent,9.94,3.99,2.49,1.602,56.0,0
462.501,timerEvent,9.94,3.99,2.49,1.602,56.0,0
465.002,timerEvent,9.94,3.99,2.49,1.602,56.0,0
467.502,timerEvent,9.94,3.99,2.49,1.602,56.0,0
470.001,timerEvent,9.94,3.99,2.49,1.602,56.0,0
472.502,timerEvent,9.94,3.99,2.49,1.602,56.0,0
475.002,timerEvent,9.94,3.99,2.49,1.602,56.0,0
477.502,timerEvent,9.94,3.99,2.49,1.602,56.0,0
480.001,timerEvent,9.90,3.99,2.48,1.609,57.1,0
482.501,timerEvent,9.96,4.00,2.49,1.606,56.7,0
485.002,timerEvent,9.90,3.99,2.48,1.609,57.1,0
487.502,timerEvent,9.96,4.00,2.49,1.606,56.7,0
490.001,timerEvent,9.90,3.99,2.48,1.609,57.1,0
492.502,timerEvent,9.96,4.00,2.49,1.606,56.7,0
495.002,timerEvent,9.90,3.99,2.48,1.609,57.1,0
497.502,timerEvent,9.96,4.00,2.49,1.606,56.7,0
500.002,timerEvent,9.90,3.99,2.48,1.609,57.1,0
502.502,timerEvent,9.96,4.00,2.49,1.606,56.7,0
505.002,timerEvent,9.90,3.99,2.48,1.609,57.1,0
507.503,timerEvent,9.92,4.00,2.48,1.613,57.8,0
510.001,timerEvent,9.92,4.00,2.48,1.613,57.8,0
512.502,timerEvent,9.92,4.00,2.48,1.613,57.8,0
515.002,timerEvent,9.92,4.00,2.48,1.613,57.8,0
517.501,timerEvent,9.92,4.00,2.48,1.613,57.8,0
520.001,timerEvent,9.92,4.00,2.48,1.613,57.8,0
522.502,timerEvent,9.92,4.00,2.48,1.613,57.8,0
525.001,timerEvent,9.92,4.00,2.48,1.613,57.8,0
527.502,timerEvent,9.92,4.00,2.48,1.613,57.8,0
530.001,timerEvent,9.92,4.00,2.48,1.613,57.8,0
532.502,timerEvent,9.92,4.00,2.48,1.613,57.8,0
535.002,timerEvent,9.92,4.00,2.48,1.613,57.8,0
537.502,timerEvent,9.88,4.00,2.47,1.619,58.9,0
540.003,timerEvent,9.94,4.01,2.48,1.617,58.5,0
542.502,timerEvent,9.97,4.02,2.48,1.621,59.2,0
545.002,timerEvent,9.97,4.02,2.48,1.621,59.2,0
547.502,timerEvent,9.97,4.02,2.48,1.621,59.2,0
550.002,timerEvent,9.97,4.02,2.48,1.621,59.2,0
552.502,timerEvent,9.97,4.02,2.48,1.621,59.2,0
555.002,timerEvent,9.97,4.02,2.48,1.621,59.2,0
557.501,timerEvent,9.94,4.01,2.48,1.617,58.5,0
560.001,timerEvent,9.97,4.02,2.48,1.621,59.2,0
562.502,timerEvent,9.97,4.02,2.48,1.621,59.2,0
565.002,timerEvent,9.97,4.02,2.48,1.621,59.2,0
567.501,timerEvent,9.97,4.02,2.48,1.621,59.2,0
570.002,timerEvent,9.97,4.02,2.48,1.621,59.2,0
572.502,timerEvent,9.90,4.01,2.47,1.623,59.6,0
575.002,timerEvent,9.93,4.02,2.47,1.628,60.3,0
577.502,timerEvent,9.90,4.01,2.47,1.623,59.6,0
580.003,timerEvent,9.93,4.02,2.47,1.628,60.3,0
582.501,timerEvent,9.90,4.01,2.47,1.623,59.6,0
585.002,timerEvent,9.93,4.02,2.47,1.628,60.3,0
587.501,timerEvent,9.93,4.02,2.47,1.628,60.3,0
590.002,timerEvent,9.90,4.01,2.47,1.623,59.6,0
592.501,timerEvent,9.90,4.01,2.47,1.623,59.6,0
595.002,timerEvent,9.93,4.02,2.47,1.628,60.3,0
597.502,timerEvent,9.93,4.02,2.47,1.628,60.3,0
600.001,timerEvent,9.93,4.02,2.47,1.628,60.3,0
602.502,timerEvent,9.93,4.02,2.47,1.628,60.3,0
605.002,timerEvent,9.90,4.01,2.47,1.623,59.6,0
607.501,timerEvent,9.93,4.02,2.47,1.628,60.3,0
610.002,timerEvent,9.93,4.02,2.47,1.628,60.3,0
612.502,timerEvent,9.90,4.01,2.47,1.623,59.6,0
615.001,timerEvent,9.93,4.02,2.47,1.628,60.3,0
617.501,timerEvent,9.93,4.02,2.47,1.628,60.3,0
620.001,timerEvent,9.89,4.02,2.46,1.634,61.4,0
622.501,timerEvent,9.95,4.03,2.47,1.632,61.0,0
625.001,timerEvent,9.89,4.02,2.46,1.634,61.4,0
627.501,timerEvent,9.95,4.03,2.47,1.632,61.0,0
630.002,timerEvent,9.86,4.01,2.46,1.630,60.7,0
632.502,timerEvent,9.89,4.02,2.46,1.634,61.4,0
635.002,timerEvent,9.95,4.03,2.47,1.632,61.0,0
637.501,timerEvent,9.89,4.02,2.46,1.634,61.4,0
640.002,timerEvent,9.95,4.03,2.47,1.632,61.0,0
642.500,timerEvent,9.89,4.02,2.46,1.634,61.4,0
645.002,timerEvent,9.95,4.03,2.47,1.632,61.0,0
647.502,timerEvent,9.86,4.01,2.46,1.630,60.7,0
650.002,timerEvent,9.89,4.02,2.46,1.634,61.4,0
652.502,timerEvent,9.95,4.03,2.47,1.632,61.0,0
655.002,timerEvent,9.89,4.02,2.46,1.634,61.4,0
657.502,timerEvent,9.95,4.03,2.47,1.632,61.0,0
660.002,timerEvent,9.89,4.02,2.46,1.634,61.4,0
662.501,timerEvent,9.95,4.03,2.47,1.632,61.0,0
665.001,timerEvent,9.89,4.02,2.46,1.634,61.4,0
667.502,timerEvent,9.95,4.03,2.47,1.632,61.0,0
670.001,timerEvent,9.89,4.02,2.46,1.634,61.4,0
672.502,timerEvent,9.91,4.03,2.46,1.638,62.1,0
675.001,timerEvent,9.91,4.03,2.46,1.638,62.1,0
677.502,timerEvent,9.91,4.03,2.46,1.638,62.1,0
680.002,timerEvent,9.91,4.03,2.46,1.638,62.1,0
682.502,timerEvent,9.91,4.03,2.46,1.638,62.1,0
685.002,timerEvent,9.91,4.03,2.46,1.638,62.1,0
687.501,timerEvent,9.91,4.03,2.46,1.638,62.1,0
690.002,timerEvent,9.91,4.03,2.46,1.638,62.1,0
692.502,timerEvent,9.91,4.03,2.46,1.638,62.1,0
695.002,timerEvent,9.91,4.03,2.46,1.638,62.1,0
697.502,timerEvent,9.91,4.03,2.46,1.638,62.1,0
700.001,timerEvent,9.91,4.03,2.46,1.638,62.1,0
702.501,timerEvent,9.91,4.03,2.46,1.638,62.1,0
705.002,timerEvent,9.91,4.03,2.46,1.638,62.1,0
707.502,timerEvent,9.91,4.03,2.46,1.638,62.1,0
710.002,timerEvent,9.87,4.03,2.45,1.645,63.2,0
712.501,timerEvent,9.94,4.04,2.46,1.642,62.8,0
715.002,timerEvent,9.94,4.04,2.46,1.642,62.8,0
717.502,timerEvent,9.94,4.04,2.46,1.642,62.8,0
720.002,timerEvent,9.94,4.04,2.46,1.642,62.8,0
722.501,timerEvent,9.94,4.04,2.46,1.642,62.8,0
725.001,timerEvent,9.94,4.04,2.46,1.642,62.8,0
727.502,timerEvent,9.94,4.04,2.46,1.642,62.8,0
730.002,timerEvent,9.94,4.04,2.46,1.642,62.8,0
732.501,timerEvent,9.94,4.04,2.46,1.642,62.8,0
735.002,timerEvent,9.94,4.04,2.46,1.642,62.8,0
737.502,timerEvent,9.94,4.04,2.46,1.642,62.8,0
740.002,timerEvent,9.94,4.04,2.46,1.642,62.8,0
742.502,timerEvent,9.94,4.04,2.46,1.642,62.8,0
745.002,timerEvent,9.94,4.04,2.46,1.642,62.8,0
747.502,timerEvent,9.94,4.04,2.46,1.642,62.8,0
750.001,timerEvent,9.94,4.04,2.46,1.642,62.8,0
752.501,timerEvent,9.94,4.04,2.46,1.642,62.8,0
755.001,timerEvent,9.90,4.04,2.45,1.649,63.9,0
757.501,timerEvent,9.96,4.05,2.46,1.646,63.5,0
760.002,timerEvent,9.90,4.04,2.45,1.649,63.9,0
762.502,timerEvent,9.96,4.05,2.46,1.646,63.5,0
765.002,timerEvent,9.90,4.04,2.45,1.649,63.9,0
767.502,timerEvent,9.96,4.05,2.46,1.646,63.5,0
770.002,timerEvent,9.90,4.04,2.45,1.649,63.9,0
772.501,timerEvent,9.96,4.05,2.46,1.646,63.5,0
775.002,timerEvent,9.90,4.04,2.45,1.649,63.9,0
777.502,timerEvent,9.99,4.06,2.46,1.650,64.2,0
780.002,timerEvent,9.99,4.06,2.46,1.650,64.2,0
782.501,timerEvent,9.96,4.05,2.46,1.646,63.5,0
785.002,timerEvent,9.90,4.04,2.45,1.649,63.9,1
787.502,timerEvent,9.96,4.05,2.46,1.646,63.5,0
790.002,timerEvent,9.90,4.04,2.45,1.649,63.9,0
792.502,timerEvent,9.96,4.05,2.46,1.646,63.5,0
795.001,timerEvent,9.90,4.04,2.45,1.649,63.9,0
797.502,timerEvent,9.96,4.05,2.46,1.646,63.5,0
800.001,timerEvent,9.90,4.04,2.45,1.649,63.9,0
802.501,timerEvent,9.96,4.05,2.46,1.646,63.5,0
805.001,timerEvent,9.90,4.04,2.45,1.649,63.9,0
807.502,timerEvent,9.96,4.05,2.46,1.646,63.5,0
810.002,timerEvent,9.90,4.04,2.45,1.649,63.9,0
812.501,timerEvent,9.96,4.05,2.46,1.646,63.5,0
815.001,timerEvent,9.90,4.04,2.45,1.649,63.9,0
817.502,timerEvent,9.99,4.06,2.46,1.650,64.2,0
820.002,timerEvent,9.99,4.06,2.46,1.650,64.2,0
822.502,timerEvent,9.96,4.05,2.46,1.646,63.5,0
825.002,timerEvent,9.90,4.04,2.45,1.649,63.9,0
827.502,timerEvent,9.96,4.05,2.46,1.646,63.5,0
830.002,timerEvent,9.90,4.04,2.45,1.649,63.9,0
832.502,timerEvent,9.96,4.05,2.46,1.646,63.5,0
835.002,timerEvent,9.90,4.04,2.45,1.649,63.9,0
837.502,timerEvent,9.92,4.05,2.45,1.653,64.6,0
840.002,timerEvent,9.96,4.05,2.46,1.646,63.5,0
842.502,timerEvent,9.90,4.04,2.45,1.649,63.9,0
845.002,timerEvent,9.92,4.05,2.45,1.653,64.6,0
847.502,timerEvent,9.92,4.05,2.45,1.653,64.6,0
850.002,timerEvent,9.99,4.06,2.46,1.650,64.2,0
852.502,timerEvent,9.92,4.05,2.45,1.653,64.6,0
855.001,timerEvent,9.92,4.05,2.45,1.653,64.6,0
857.502,timerEvent,9.95,4.06,2.45,1.657,65.3,0
860.002,timerEvent,9.92,4.05,2.45,1.653,64.6,0
862.502,timerEvent,9.92,4.05,2.45,1.653,64.6,0
865.001,timerEvent,9.92,4.05,2.45,1.653,64.6,0
867.501,timerEvent,9.95,4.06,2.45,1.657,65.3,0
870.002,timerEvent,9.92,4.05,2.45,1.653,64.6,0
872.502,timerEvent,9.92,4.05,2.45,1.653,64.6,0
875.002,timerEvent,9.92,4.05,2.45,1.653,64.6,0
877.501,timerEvent,9.92,4.05,2.45,1.653,64.6,0
880.002,timerEvent,9.92,4.05,2.45,1.653,64.6,0
882.502,timerEvent,9.92,4.05,2.45,1.653,64.6,0
885.002,timerEvent,9.95,4.06,2.45,1.657,65.3,0
887.502,timerEvent,9.95,4.06,2.45,1.657,65.3,0
890.003,timerEvent,9.92,4.05,2.45,1.653,64.6,0
892.502,timerEvent,9.92,4.05,2.45,1.653,64.6,0
895.002,timerEvent,9.95,4.06,2.45,1.657,65.3,0
897.501,timerEvent,9.95,4.06,2.45,1.657,65.3,0
900.002,timerEvent,9.92,4.05,2.45,1.653,64.6,0
902.503,timerEvent,9.92,4.05,2.45,1.653,64.6,0
905.001,timerEvent,9.92,4.05,2.45,1.653,64.6,0
907.501,timerEvent,9.92,4.05,2.45,1.653,64.6,0
910.002,timerEvent,9.92,4.05,2.45,1.653,64.6,0
912.502,timerEvent,9.92,4.05,2.45,1.653,64.6,0
915.001,timerEvent,9.92,4.05,2.45,1.653,64.6,0
917.501,timerEvent,9.92,4.05,2.45,1.653,64.6,0
920.001,timerEvent,9.92,4.05,2.45,1.653,64.6,0
922.501,timerEvent,9.92,4.05,2.45,1.653,64.6,0
925.002,timerEvent,9.92,4.05,2.45,1.653,64.6,0
927.502,timerEvent,9.92,4.05,2.45,1.653,64.6,0
930.001,timerEvent,9.92,4.05,2.45,1.653,64.6,0
932.501,timerEvent,9.92,4.05,2.45,1.653,64.6,0
935.002,timerEvent,9.92,4.05,2.45,1.653,64.6,0
937.502,timerEvent,9.92,4.05,2.45,1.653,64.6,0
940.002,timerEvent,9.92,4.05,2.45,1.653,64.6,0
942.502,timerEvent,9.88,4.05,2.44,1.660,65.8,0
945.002,timerEvent,9.88,4.05,2.44,1.660,65.8,0
947.502,timerEvent,9.88,4.05,2.44,1.660,65.8,0
950.001,timerEvent,9.88,4.05,2.44,1.660,65.8,0
952.502,timerEvent,9.95,4.06,2.45,1.657,65.3,0
955.002,timerEvent,9.88,4.05,2.44,1.660,65.8,0
957.502,timerEvent,9.91,4.06,2.44,1.664,66.5,0
960.002,timerEvent,9.88,4.05,2.44,1.660,65.8,0
962.502,timerEvent,9.88,4.05,2.44,1.660,65.8,0
965.002,timerEvent,9.91,4.06,2.44,1.664,66.5,0
967.501,timerEvent,9.91,4.06,2.44,1.664,66.5,0
970.002,timerEvent,9.88,4.05,2.44,1.660,65.8,0
972.501,timerEvent,9.91,4.06,2.44,1.664,66.5,0
975.002,timerEvent,9.88,4.05,2.44,1.660,65.8,0
977.501,timerEvent,9.88,4.05,2.44,1.660,65.8,0
980.001,timerEvent,9.88,4.05,2.44,1.660,65.8,0
982.501,timerEvent,9.88,4.05,2.44,1.660,65.8,0
985.001,timerEvent,9.88,4.05,2.44,1.660,65.8,0
987.500,timerEvent,9.91,4.06,2.44,1.664,66.5,0
990.002,timerEvent,9.88,4.05,2.44,1.660,65.8,0
992.501,timerEvent,9.91,4.06,2.44,1.664,66.5,0
995.002,timerEvent,9.88,4.05,2.44,1.660,65.8,0
997.501,timerEvent,9.91,4.06,2.44,1.664,66.5,0
1000.001,timerEvent,9.91,4.06,2.44,1.664,66.5,0
1002.501,timerEvent,9.91,4.06,2.44,1.664,66.5,0
1005.001,timerEvent,9.91,4.06,2.44,1.664,66.5,0
1007.502,timerEvent,9.88,4.05,2.44,1.660,65.8,0
1010.002,timerEvent,9.91,4.06,2.44,1.664,66.5,0
1012.502,timerEvent,9.88,4.05,2.44,1.660,65.8,0
1015.001,timerEvent,9.88,4.05,2.44,1.660,65.8,0
1017.501,timerEvent,9.88,4.05,2.44,1.660,65.8,0
1020.002,timerEvent,9.88,4.05,2.44,1.660,65.8,0
1022.502,timerEvent,9.88,4.05,2.44,1.660,65.8,0
1025.001,timerEvent,9.88,4.05,2.44,1.660,65.8,0
1027.502,timerEvent,9.88,4.05,2.44,1.660,65.8,0
1030.002,timerEvent,9.88,4.05,2.44,1.660,65.8,0
1032.501,timerEvent,9.88,4.05,2.44,1.660,65.8,0
1035.002,timerEvent,9.88,4.05,2.44,1.660,65.8,0
1037.502,timerEvent,9.88,4.05,2.44,1.660,65.8,0
1040.001,timerEvent,9.88,4.05,2.44,1.660,65.8,0
1042.502,timerEvent,9.88,4.05,2.44,1.660,65.8,0
1045.001,timerEvent,9.88,4.05,2.44,1.660,65.8,0
1047.501,timerEvent,9.88,4.05,2.44,1.660,65.8,0
1050.001,timerEvent,9.88,4.05,2.44,1.660,65.8,0
1052.502,timerEvent,9.88,4.05,2.44,1.660,65.8,0
1055.002,timerEvent,9.88,4.05,2.44,1.660,65.8,0
1057.501,timerEvent,9.88,4.05,2.44,1.660,65.8,0
1060.002,timerEvent,9.88,4.05,2.44,1.660,65.8,0
1062.500,timerEvent,9.91,4.06,2.44,1.664,66.5,0
1065.002,timerEvent,9.88,4.05,2.44,1.660,65.8,0
1067.501,timerEvent,9.88,4.05,2.44,1.660,65.8,0
1070.001,timerEvent,9.88,4.05,2.44,1.660,65.8,0
1072.501,timerEvent,9.88,4.05,2.44,1.660,65.8,0
1075.002,timerEvent,9.88,4.05,2.44,1.660,65.8,0
1077.502,timerEvent,9.88,4.05,2.44,1.660,65.8,0
