now,event,power,voltage,current,resistance,temperature,steady-state-count
115.002,timerEvent,39.74,8.21,4.84,1.696,72.0,0
117.502,timerEvent,39.57,8.21,4.82,1.703,73.2,0
120.002,timerEvent,39.72,8.24,4.82,1.710,74.2,0
122.502,timerEvent,39.77,8.25,4.82,1.712,74.6,0
125.002,timerEvent,39.68,8.25,4.81,1.715,75.2,0
127.502,timerEvent,39.65,8.26,4.80,1.721,76.1,0
130.002,timerEvent,39.61,8.27,4.79,1.727,77.1,0
132.502,timerEvent,39.71,8.29,4.79,1.731,77.8,0
135.002,timerEvent,39.67,8.30,4.78,1.736,78.8,0
137.502,timerEvent,39.77,8.32,4.78,1.741,79.5,0
140.002,timerEvent,39.73,8.33,4.77,1.746,80.4,0
142.502,timerEvent,39.65,8.33,4.76,1.750,81.1,0
145.002,timerEvent,39.70,8.34,4.76,1.752,81.4,0
147.502,timerEvent,39.79,8.36,4.76,1.756,82.1,0
150.002,timerEvent,39.76,8.37,4.75,1.762,83.1,0
152.502,timerEvent,39.67,8.37,4.74,1.766,83.8,0
155.002,timerEvent,39.72,8.38,4.74,1.768,84.1,0
157.501,timerEvent,39.55,8.38,4.72,1.775,85.4,0
160.001,timerEvent,39.78,8.41,4.73,1.778,85.8,0
162.501,timerEvent,39.70,8.41,4.72,1.782,86.5,0
165.002,timerEvent,39.66,8.42,4.71,1.788,87.5,0
167.502,timerEvent,39.71,8.43,4.71,1.790,87.8,0
170.002,timerEvent,39.80,8.45,4.71,1.794,88.5,0
172.501,timerEvent,39.71,8.45,4.70,1.798,89.2,0
175.002,timerEvent,39.68,8.46,4.69,1.804,90.2,0
177.502,timerEvent,39.72,8.47,4.69,1.806,90.6,0
180.002,timerEvent,39.69,8.48,4.68,1.812,91.6,0
182.502,timerEvent,39.73,8.49,4.68,1.814,91.9,0
185.003,timerEvent,39.65,8.49,4.67,1.818,92.6,0
187.502,timerEvent,39.61,8.50,4.66,1.824,93.6,0
190.002,timerEvent,39.84,8.53,4.67,1.827,94.1,0
192.502,timerEvent,39.75,8.53,4.66,1.830,94.7,0
195.002,timerEvent,39.71,8.54,4.65,1.837,95.7,0
197.503,timerEvent,39.76,8.55,4.65,1.839,96.1,0
200.001,timerEvent,39.67,8.55,4.64,1.843,96.8,0
202.502,timerEvent,39.68,8.57,4.63,1.851,98.2,0
205.002,timerEvent,39.73,8.58,4.63,1.853,98.6,0
207.502,timerEvent,39.64,8.58,4.62,1.857,99.2,0
210.002,timerEvent,39.60,8.59,4.61,1.863,100.3,0
212.502,timerEvent,39.82,8.62,4.62,1.866,100.7,0
215.002,timerEvent,39.65,8.62,4.60,1.874,102.1,0
217.502,timerEvent,39.70,8.63,4.60,1.876,102.5,0
220.002,timerEvent,39.66,8.64,4.59,1.882,103.5,0
222.502,timerEvent,39.70,8.65,4.59,1.885,103.9,0
225.002,timerEvent,39.66,8.66,4.58,1.891,105.0,0
227.502,timerEvent,39.62,8.67,4.57,1.897,106.0,0
230.002,timerEvent,39.85,8.70,4.58,1.900,106.4,0
232.502,timerEvent,39.85,8.70,4.58,1.900,106.4,0
235.002,timerEvent,39.85,8.70,4.58,1.900,106.4,0
237.502,timerEvent,39.76,8.70,4.57,1.904,107.1,0
240.002,timerEvent,39.67,8.70,4.56,1.908,107.8,0
242.502,timerEvent,39.80,8.71,4.57,1.906,107.5,0
245.002,timerEvent,39.72,8.71,4.56,1.910,108.2,0
247.501,timerEvent,39.68,8.72,4.55,1.916,109.3,0
250.002,timerEvent,39.85,8.74,4.56,1.917,109.3,0
252.502,timerEvent,39.68,8.74,4.54,1.925,110.8,0
255.002,timerEvent,39.90,8.75,4.56,1.919,109.7,0
257.502,timerEvent,39.68,8.74,4.54,1.925,110.8,0
260.002,timerEvent,39.73,8.75,4.54,1.927,111.1,0
262.502,timerEvent,39.77,8.76,4.54,1.930,111.5,0
265.002,timerEvent,39.77,8.76,4.54,1.930,111.5,0
267.502,timerEvent,39.68,8.76,4.53,1.934,112.2,0
270.002,timerEvent,39.86,8.78,4.54,1.934,112.3,0
272.502,timerEvent,39.77,8.78,4.53,1.938,113.0,0
275.002,timerEvent,39.82,8.79,4.53,1.940,113.4,0
277.502,timerEvent,39.82,8.79,4.53,1.940,113.4,0
280.002,timerEvent,39.82,8.79,4.53,1.940,113.4,0
282.502,timerEvent,39.73,8.79,4.52,1.945,114.1,0
285.002,timerEvent,39.64,8.79,4.51,1.949,114.8,0
287.502,timerEvent,39.82,8.81,4.52,1.949,114.8,0
290.001,timerEvent,39.69,8.80,4.51,1.951,115.2,0
292.502,timerEvent,39.87,8.82,4.52,1.951,115.2,0
295.002,timerEvent,39.78,8.82,4.51,1.956,115.9,0
297.502,timerEvent,39.82,8.83,4.51,1.958,116.3,0
300.001,timerEvent,39.82,8.83,4.51,1.958,116.3,0
302.502,timerEvent,39.73,8.83,4.50,1.962,117.1,0
305.002,timerEvent,39.65,8.83,4.49,1.967,117.8,0
307.501,timerEvent,39.69,8.84,4.49,1.969,118.2,0
310.002,timerEvent,39.87,8.86,4.50,1.969,118.2,0
312.502,timerEvent,39.78,8.86,4.49,1.973,118.9,0
315.002,timerEvent,39.83,8.87,4.49,1.976,119.3,0
317.502,timerEvent,39.83,8.87,4.49,1.976,119.3,0
320.002,timerEvent,39.74,8.87,4.48,1.980,120.1,0
322.502,timerEvent,39.74,8.87,4.48,1.980,120.1,0
325.001,timerEvent,39.65,8.87,4.47,1.984,120.8,0
327.502,timerEvent,39.69,8.88,4.47,1.987,121.2,0
330.002,timerEvent,39.74,8.89,4.47,1.989,121.6,0
332.502,timerEvent,39.74,8.89,4.47,1.989,121.6,0
335.002,timerEvent,39.65,8.89,4.46,1.993,122.3,0
337.502,timerEvent,39.83,8.91,4.47,1.993,122.3,0
340.002,timerEvent,39.74,8.91,4.46,1.998,123.1,0
342.502,timerEvent,39.74,8.91,4.46,1.998,123.1,0
345.002,timerEvent,39.65,8.91,4.45,2.002,123.8,0
347.502,timerEvent,39.69,8.92,4.45,2.004,124.2,0
350.002,timerEvent,39.74,8.93,4.45,2.007,124.6,0
352.502,timerEvent,39.74,8.93,4.45,2.007,124.6,0
355.002,timerEvent,39.78,8.94,4.45,2.009,125.0,0
357.502,timerEvent,39.83,8.95,4.45,2.011,125.4,0
360.002,timerEvent,39.74,8.95,4.44,2.016,126.1,0
362.502,timerEvent,39.74,8.95,4.44,2.016,126.1,0
365.002,timerEvent,39.65,8.95,4.43,2.020,126.9,0
367.502,timerEvent,39.78,8.96,4.44,2.018,126.5,0
370.001,timerEvent,39.69,8.96,4.43,2.023,127.3,0
372.503,timerEvent,39.74,8.97,4.43,2.025,127.7,0
375.002,timerEvent,39.74,8.97,4.43,2.025,127.7,0
377.502,timerEvent,39.65,8.97,4.42,2.029,128.5,0
380.002,timerEvent,39.83,8.99,4.43,2.029,128.4,0
382.502,timerEvent,39.74,8.99,4.42,2.034,129.2,0
385.002,timerEvent,39.74,8.99,4.42,2.034,129.2,0
387.502,timerEvent,39.65,8.99,4.41,2.039,130.0,0
390.002,timerEvent,39.87,9.02,4.42,2.041,130.4,0
392.502,timerEvent,39.73,9.01,4.41,2.043,130.8,0
395.001,timerEvent,39.91,9.03,4.42,2.043,130.8,0
397.502,timerEvent,39.73,9.01,4.41,2.043,130.8,0
400.002,timerEvent,39.82,9.03,4.41,2.048,131.5,0
402.502,timerEvent,39.82,9.03,4.41,2.048,131.5,0
405.002,timerEvent,39.73,9.03,4.40,2.052,132.3,0
407.502,timerEvent,39.78,9.04,4.40,2.055,132.7,0
410.002,timerEvent,39.69,9.04,4.39,2.059,133.5,0
412.502,timerEvent,39.73,9.05,4.39,2.062,133.9,0
415.002,timerEvent,39.82,9.07,4.39,2.066,134.7,0
417.502,timerEvent,39.86,9.08,4.39,2.068,135.1,0
420.002,timerEvent,39.68,9.08,4.37,2.078,136.7,0
422.502,timerEvent,39.81,9.09,4.38,2.075,136.2,0
425.002,timerEvent,39.81,9.09,4.38,2.075,136.2,0
427.502,timerEvent,39.91,9.09,4.39,2.071,135.4,0
430.002,timerEvent,39.95,9.08,4.40,2.064,134.3,0
432.502,timerEvent,39.82,9.07,4.39,2.066,134.7,0
435.002,timerEvent,39.86,9.08,4.39,2.068,135.1,0
437.502,timerEvent,39.86,9.08,4.39,2.068,135.1,0
440.002,timerEvent,39.86,9.08,4.39,2.068,135.1,0
442.502,timerEvent,39.77,9.08,4.38,2.073,135.9,0
445.001,timerEvent,39.77,9.08,4.38,2.073,135.9,0
447.502,timerEvent,39.77,9.08,4.38,2.073,135.9,0
450.002,timerEvent,39.68,9.08,4.37,2.078,136.7,0
452.502,timerEvent,39.72,9.09,4.37,2.080,137.1,0
455.001,timerEvent,39.81,9.11,4.37,2.085,137.8,0
457.502,timerEvent,39.95,9.12,4.38,2.082,137.4,0
460.001,timerEvent,39.81,9.11,4.37,2.085,137.8,0
462.502,timerEvent,39.85,9.12,4.37,2.087,138.2,0
465.002,timerEvent,39.76,9.12,4.36,2.092,139.0,0
467.502,timerEvent,39.76,9.12,4.36,2.092,139.0,0
470.000,timerEvent,39.76,9.12,4.36,2.092,139.0,0
472.502,timerEvent,39.67,9.12,4.35,2.097,139.8,0
475.002,timerEvent,39.85,9.14,4.36,2.096,139.8,0
477.502,timerEvent,39.85,9.14,4.36,2.096,139.8,0
480.002,timerEvent,39.72,9.13,4.35,2.099,140.2,0
482.501,timerEvent,39.89,9.15,4.36,2.099,140.2,0
485.001,timerEvent,39.80,9.15,4.35,2.103,141.0,0
487.502,timerEvent,39.94,9.16,4.36,2.101,140.6,0
490.002,timerEvent,39.80,9.15,4.35,2.103,141.0,0
492.502,timerEvent,39.85,9.16,4.35,2.106,141.4,0
495.002,timerEvent,39.85,9.16,4.35,2.106,141.4,0
497.502,timerEvent,39.85,9.16,4.35,2.106,141.4,0
500.002,timerEvent,39.75,9.16,4.34,2.111,142.2,0
502.501,timerEvent,39.75,9.16,4.34,2.111,142.2,0
505.002,timerEvent,39.75,9.16,4.34,2.111,142.2,0
507.501,timerEvent,39.75,9.16,4.34,2.111,142.2,0
510.002,timerEvent,39.75,9.16,4.34,2.111,142.2,0
512.501,timerEvent,39.75,9.16,4.34,2.111,142.2,0
515.002,timerEvent,39.66,9.16,4.33,2.115,143.1,0
517.502,timerEvent,39.80,9.17,4.34,2.113,142.6,0
520.002,timerEvent,39.80,9.17,4.34,2.113,142.6,0
522.502,timerEvent,39.71,9.17,4.33,2.118,143.4,0
525.002,timerEvent,39.75,9.18,4.33,2.120,143.8,0
527.502,timerEvent,39.75,9.18,4.33,2.120,143.8,0
530.002,timerEvent,39.75,9.18,4.33,2.120,143.8,0
532.502,timerEvent,39.75,9.18,4.33,2.120,143.8,0
535.002,timerEvent,39.75,9.18,4.33,2.120,143.8,0
537.502,timerEvent,39.75,9.18,4.33,2.120,143.8,0
540.002,timerEvent,39.75,9.18,4.33,2.120,143.8,0
542.502,timerEvent,39.75,9.18,4.33,2.120,143.8,0
545.001,timerEvent,39.75,9.18,4.33,2.120,143.8,0
547.502,timerEvent,39.75,9.18,4.33,2.120,143.8,0
550.002,timerEvent,39.75,9.18,4.33,2.120,143.8,0
552.502,timerEvent,39.75,9.18,4.33,2.120,143.8,0
555.002,timerEvent,39.75,9.18,4.33,2.120,143.8,0
557.502,timerEvent,39.66,9.18,4.32,2.125,144.7,0
560.000,timerEvent,39.74,9.20,4.32,2.130,145.5,0
562.501,timerEvent,39.74,9.20,4.32,2.130,145.5,0
565.002,timerEvent,39.74,9.20,4.32,2.130,145.5,0
567.502,timerEvent,39.74,9.20,4.32,2.130,145.5,0
570.002,timerEvent,39.74,9.20,4.32,2.130,145.5,0
572.502,timerEvent,39.65,9.20,4.31,2.135,146.3,0
575.001,timerEvent,39.97,9.23,4.33,2.132,145.8,0
577.502,timerEvent,39.79,9.21,4.32,2.132,145.8,0
580.002,timerEvent,39.79,9.21,4.32,2.132,145.8,0
582.501,timerEvent,39.70,9.21,4.31,2.137,146.7,0
585.002,timerEvent,39.87,9.23,4.32,2.137,146.6,0
587.502,timerEvent,39.83,9.22,4.32,2.134,146.2,0
590.001,timerEvent,39.70,9.21,4.31,2.137,146.7,0
592.502,timerEvent,39.83,9.22,4.32,2.134,146.2,0
595.002,timerEvent,39.70,9.21,4.31,2.137,146.7,0
597.501,timerEvent,39.74,9.22,4.31,2.139,147.1,0
600.002,timerEvent,39.92,9.24,4.32,2.139,147.0,0
602.502,timerEvent,39.74,9.22,4.31,2.139,147.1,0
605.002,timerEvent,39.92,9.24,4.32,2.139,147.0,0
607.502,timerEvent,39.74,9.22,4.31,2.139,147.1,0
610.002,timerEvent,39.92,9.24,4.32,2.139,147.0,0
612.502,timerEvent,39.74,9.22,4.31,2.139,147.1,0
615.002,timerEvent,39.92,9.24,4.32,2.139,147.0,0
617.502,timerEvent,39.78,9.23,4.31,2.142,147.5,0
620.001,timerEvent,39.82,9.24,4.31,2.144,147.9,0
622.502,timerEvent,39.82,9.24,4.31,2.144,147.9,0
625.002,timerEvent,39.82,9.24,4.31,2.144,147.9,0
627.502,timerEvent,39.82,9.24,4.31,2.144,147.9,0
630.002,timerEvent,39.82,9.24,4.31,2.144,147.9,0
632.502,timerEvent,39.73,9.24,4.30,2.149,148.7,0
635.001,timerEvent,39.87,9.25,4.31,2.146,148.3,0
637.501,timerEvent,39.73,9.24,4.30,2.149,148.7,0
640.002,timerEvent,39.87,9.25,4.31,2.146,148.3,0
642.502,timerEvent,39.73,9.24,4.30,2.149,148.7,0
645.002,timerEvent,39.77,9.25,4.30,2.151,149.1,0
647.502,timerEvent,39.77,9.25,4.30,2.151,149.1,0
650.002,timerEvent,39.77,9.25,4.30,2.151,149.1,0
652.502,timerEvent,39.77,9.25,4.30,2.151,149.1,0
655.001,timerEvent,39.77,9.25,4.30,2.151,149.1,0
657.502,timerEvent,39.68,9.25,4.29,2.156,150.0,0
660.002,timerEvent,39.86,9.27,4.30,2.156,149.9,0
662.502,timerEvent,39.82,9.26,4.30,2.153,149.5,0
665.002,timerEvent,39.86,9.27,4.30,2.156,149.9,0
667.502,timerEvent,39.86,9.27,4.30,2.156,149.9,0
670.002,timerEvent,39.73,9.26,4.29,2.159,150.3,0
672.502,timerEvent,39.86,9.27,4.30,2.156,149.9,0
675.002,timerEvent,39.73,9.26,4.29,2.159,150.3,0
677.502,timerEvent,39.90,9.28,4.30,2.158,150.3,0
680.002,timerEvent,39.86,9.27,4.30,2.156,149.9,0
682.502,timerEvent,39.77,9.27,4.29,2.161,150.7,0
685.002,timerEvent,39.81,9.28,4.29,2.163,151.1,0
687.501,timerEvent,39.77,9.27,4.29,2.161,150.7,0
690.002,timerEvent,39.81,9.28,4.29,2.163,151.1,0
692.502,timerEvent,39.81,9.28,4.29,2.163,151.1,0
695.001,timerEvent,39.81,9.28,4.29,2.163,151.1,0
697.502,timerEvent,39.81,9.28,4.29,2.163,151.1,0
700.002,timerEvent,39.72,9.28,4.28,2.168,152.0,0
702.502,timerEvent,39.85,9.29,4.29,2.166,151.5,0
705.002,timerEvent,39.72,9.28,4.28,2.168,152.0,0
707.502,timerEvent,39.85,9.29,4.29,2.166,151.5,0
710.001,timerEvent,39.72,9.28,4.28,2.168,152.0,0
712.502,timerEvent,39.76,9.29,4.28,2.171,152.4,0
715.002,timerEvent,39.76,9.29,4.28,2.171,152.4,0
717.502,timerEvent,39.76,9.29,4.28,2.171,152.4,0
720.001,timerEvent,39.67,9.29,4.27,2.176,153.3,0
722.502,timerEvent,39.75,9.31,4.27,2.180,154.0,0
725.002,timerEvent,39.89,9.32,4.28,2.178,153.6,0
727.502,timerEvent,39.89,9.32,4.28,2.178,153.6,0
730.002,timerEvent,39.89,9.32,4.28,2.178,153.6,0
732.502,timerEvent,39.98,9.32,4.29,2.172,152.7,0
735.002,timerEvent,39.85,9.31,4.28,2.175,153.2,0
737.502,timerEvent,39.75,9.31,4.27,2.180,154.0,0
740.002,timerEvent,39.89,9.32,4.28,2.178,153.6,0
742.502,timerEvent,39.89,9.32,4.28,2.178,153.6,0
745.003,timerEvent,39.89,9.32,4.28,2.178,153.6,0
747.501,timerEvent,39.89,9.32,4.28,2.178,153.6,0
750.002,timerEvent,39.89,9.32,4.28,2.178,153.6,0
752.501,timerEvent,39.89,9.32,4.28,2.178,153.6,0
755.001,timerEvent,39.89,9.32,4.28,2.178,153.6,0
757.502,timerEvent,39.89,9.32,4.28,2.178,153.6,0
760.002,timerEvent,39.89,9.32,4.28,2.178,153.6,0
762.502,timerEvent,39.80,9.32,4.27,2.183,154.4,0
765.002,timerEvent,39.70,9.32,4.26,2.188,155.3,0
767.502,timerEvent,39.84,9.33,4.27,2.185,154.8,0
770.002,timerEvent,39.70,9.32,4.26,2.188,155.3,0
772.502,timerEvent,39.65,9.33,4.25,2.195,156.6,0
775.002,timerEvent,39.97,9.36,4.27,2.192,156.0,0
777.502,timerEvent,39.98,9.34,4.28,2.182,154.4,0
780.002,timerEvent,39.80,9.32,4.27,2.183,154.4,0
782.502,timerEvent,39.80,9.32,4.27,2.183,154.4,0
785.000,timerEvent,39.70,9.32,4.26,2.188,155.3,0
787.502,timerEvent,39.75,9.33,4.26,2.190,155.7,0
790.002,timerEvent,39.75,9.33,4.26,2.190,155.7,0
792.502,timerEvent,39.75,9.33,4.26,2.190,155.7,0
795.002,timerEvent,39.75,9.33,4.26,2.190,155.7,0
797.502,timerEvent,39.75,9.33,4.26,2.190,155.7,0
800.002,timerEvent,39.65,9.33,4.25,2.195,156.6,0
802.501,timerEvent,39.87,9.36,4.26,2.197,156.9,0
805.002,timerEvent,39.97,9.36,4.27,2.192,156.0,0
807.502,timerEvent,39.83,9.35,4.26,2.195,156.5,0
810.002,timerEvent,39.79,9.34,4.26,2.192,156.1,0
812.502,timerEvent,39.88,9.34,4.27,2.187,155.2,0
815.002,timerEvent,39.75,9.33,4.26,2.190,155.7,0
817.502,timerEvent,39.75,9.33,4.26,2.190,155.7,0
820.002,timerEvent,39.65,9.33,4.25,2.195,156.6,0
822.502,timerEvent,39.87,9.36,4.26,2.197,156.9,0
825.002,timerEvent,39.87,9.36,4.26,2.197,156.9,0
827.502,timerEvent,39.87,9.36,4.26,2.197,156.9,0
830.002,timerEvent,39.97,9.36,4.27,2.192,156.0,0
832.502,timerEvent,39.92,9.35,4.27,2.190,155.6,0
835.002,timerEvent,39.84,9.33,4.27,2.185,154.8,0
837.502,timerEvent,39.70,9.32,4.26,2.188,155.3,0
840.002,timerEvent,39.84,9.33,4.27,2.185,154.8,0
842.502,timerEvent,39.80,9.32,4.27,2.183,154.4,0
845.002,timerEvent,39.80,9.32,4.27,2.183,154.4,0
847.502,timerEvent,39.80,9.32,4.27,2.183,154.4,0
850.002,timerEvent,39.80,9.32,4.27,2.183,154.4,0
852.502,timerEvent,39.80,9.32,4.27,2.183,154.4,0
855.002,timerEvent,39.80,9.32,4.27,2.183,154.4,0
857.501,timerEvent,39.80,9.32,4.27,2.183,154.4,0
860.002,timerEvent,39.80,9.32,4.27,2.183,154.4,0
862.502,timerEvent,39.70,9.32,4.26,2.188,155.3,0
865.002,timerEvent,39.84,9.33,4.27,2.185,154.8,0
867.502,timerEvent,39.80,9.32,4.27,2.183,154.4,0
870.001,timerEvent,39.80,9.32,4.27,2.183,154.4,0
872.501,timerEvent,39.80,9.32,4.27,2.183,154.4,0
875.001,timerEvent,39.80,9.32,4.27,2.183,154.4,0
877.502,timerEvent,39.80,9.32,4.27,2.183,154.4,0
880.001,timerEvent,39.80,9.32,4.27,2.183,154.4,0
882.502,timerEvent,39.80,9.32,4.27,2.183,154.4,0
885.002,timerEvent,39.80,9.32,4.27,2.183,154.4,0
887.502,timerEvent,39.80,9.32,4.27,2.183,154.4,0
890.000,timerEvent,39.80,9.32,4.27,2.183,154.4,0
892.502,timerEvent,39.80,9.32,4.27,2.183,154.4,0
895.002,timerEvent,39.80,9.32,4.27,2.183,154.4,0
897.502,timerEvent,39.75,9.31,4.27,2.180,154.0,0
900.002,timerEvent,39.80,9.32,4.27,2.183,154.4,0
902.502,timerEvent,39.70,9.32,4.26,2.188,155.3,0
905.002,timerEvent,39.84,9.33,4.27,2.185,154.8,0
907.502,timerEvent,39.80,9.32,4.27,2.183,154.4,0
910.002,timerEvent,39.80,9.32,4.27,2.183,154.4,0
912.502,timerEvent,39.80,9.32,4.27,2.183,154.4,0
915.002,timerEvent,39.70,9.32,4.26,2.188,155.3,0
917.502,timerEvent,39.84,9.33,4.27,2.185,154.8,0
920.001,timerEvent,39.70,9.32,4.26,2.188,155.3,0
922.501,timerEvent,39.84,9.33,4.27,2.185,154.8,0
925.002,timerEvent,39.70,9.32,4.26,2.188,155.3,0
927.502,timerEvent,39.84,9.33,4.27,2.185,154.8,0
930.002,timerEvent,39.70,9.32,4.26,2.188,155.3,0
932.501,timerEvent,39.84,9.33,4.27,2.185,154.8,0
935.002,timerEvent,39.70,9.32,4.26,2.188,155.3,0
937.502,timerEvent,39.84,9.33,4.27,2.185,154.8,0
940.002,timerEvent,39.70,9.32,4.26,2.188,155.3,0
942.502,timerEvent,39.75,9.33,4.26,2.190,155.7,0
945.002,timerEvent,39.84,9.33,4.27,2.185,154.8,0
947.502,timerEvent,39.70,9.32,4.26,2.188,155.3,0
950.002,timerEvent,39.75,9.33,4.26,2.190,155.7,0
952.501,timerEvent,39.84,9.33,4.27,2.185,154.8,0
955.002,timerEvent,39.70,9.32,4.26,2.188,155.3,0
957.502,timerEvent,39.75,9.33,4.26,2.190,155.7,0
960.003,timerEvent,39.75,9.33,4.26,2.190,155.7,0
962.502,timerEvent,39.75,9.33,4.26,2.190,155.7,0
965.001,timerEvent,39.75,9.33,4.26,2.190,155.7,0
967.502,timerEvent,39.75,9.33,4.26,2.190,155.7,0
970.001,timerEvent,39.75,9.33,4.26,2.190,155.7,0
972.502,timerEvent,39.75,9.33,4.26,2.190,155.7,0
975.002,timerEvent,39.75,9.33,4.26,2.190,155.7,0
977.502,timerEvent,39.75,9.33,4.26,2.190,155.7,0
980.002,timerEvent,39.75,9.33,4.26,2.190,155.7,0
982.502,timerEvent,39.75,9.33,4.26,2.190,155.7,0
985.002,timerEvent,39.75,9.33,4.26,2.190,155.7,0
987.502,timerEvent,39.75,9.33,4.26,2.190,155.7,0
990.002,timerEvent,39.75,9.33,4.26,2.190,155.7,0
992.501,timerEvent,39.75,9.33,4.26,2.190,155.7,0
995.001,timerEvent,39.75,9.33,4.26,2.190,155.7,0
997.502,timerEvent,39.75,9.33,4.26,2.190,155.7,0
1000.002,timerEvent,39.75,9.33,4.26,2.190,155.7,0
1002.501,timerEvent,39.75,9.33,4.26,2.190,155.7,0
1005.002,timerEvent,39.75,9.33,4.26,2.190,155.7,0
1007.502,timerEvent,39.75,9.33,4.26,2.190,155.7,0
1010.001,timerEvent,39.75,9.33,4.26,2.190,155.7,0
1012.502,timerEvent,39.75,9.33,4.26,2.190,155.7,0
1015.003,timerEvent,39.75,9.33,4.26,2.190,155.7,0
1017.502,timerEvent,39.75,9.33,4.26,2.190,155.7,0
1020.002,timerEvent,39.75,9.33,4.26,2.190,155.7,0
1022.503,timerEvent,39.75,9.33,4.26,2.190,155.7,0
1025.001,timerEvent,39.75,9.33,4.26,2.190,155.7,0
1027.502,timerEvent,39.75,9.33,4.26,2.190,155.7,0
1030.002,timerEvent,39.75,9.33,4.26,2.190,155.7,0
1032.502,timerEvent,39.65,9.33,4.25,2.195,156.6,0
1035.002,timerEvent,39.97,9.36,4.27,2.192,156.0,0
1037.502,timerEvent,39.83,9.35,4.26,2.195,156.5,0
1040.002,timerEvent,39.79,9.34,4.26,2.192,156.1,0
1042.501,timerEvent,39.79,9.34,4.26,2.192,156.1,0
1045.002,timerEvent,39.83,9.35,4.26,2.195,156.5,0
1047.501,timerEvent,39.83,9.35,4.26,2.195,156.5,0
1050.002,timerEvent,39.79,9.34,4.26,2.192,156.1,0
1052.502,timerEvent,39.83,9.35,4.26,2.195,156.5,0
1055.002,timerEvent,39.83,9.35,4.26,2.195,156.5,0
1057.502,timerEvent,39.79,9.34,4.26,2.192,156.1,0
1060.002,timerEvent,39.83,9.35,4.26,2.195,156.5,0
1062.502,timerEvent,39.83,9.35,4.26,2.195,156.5,0
1065.002,timerEvent,39.83,9.35,4.26,2.195,156.5,0
1067.502,timerEvent,39.79,9.34,4.26,2.192,156.1,0
1070.002,timerEvent,39.83,9.35,4.26,2.195,156.5,0
1072.502,timerEvent,39.83,9.35,4.26,2.195,156.5,0
1075.002,timerEvent,39.83,9.35,4.26,2.195,156.5,0
1077.501,timerEvent,39.79,9.34,4.26,2.192,156.1,0
