now,stage,power,voltage,current,resistance,temperature,last.power,last.voltage,last.current,last.resistance,last.temperature
737.502,,29.80,7.76,3.84,2.021,75.2,29.80,7.76,3.84,2.021,75.2
740.002,,29.72,7.76,3.83,2.026,76.0,29.80,7.76,3.84,2.021,75.2
742.502,,29.84,7.77,3.84,2.023,75.6,29.72,7.76,3.83,2.026,76.0
745.002,,29.84,7.77,3.84,2.023,75.6,29.84,7.77,3.84,2.023,75.6
747.502,,29.88,7.78,3.84,2.026,76.0,29.84,7.77,3.84,2.023,75.6
750.002,,29.88,7.78,3.84,2.026,76.0,29.88,7.78,3.84,2.026,76.0
752.502,,29.88,7.78,3.84,2.026,76.0,29.88,7.78,3.84,2.026,76.0
755.002,,29.84,7.77,3.84,2.023,75.6,29.88,7.78,3.84,2.026,76.0
757.502,,29.88,7.78,3.84,2.026,76.0,29.84,7.77,3.84,2.023,75.6
760.002,,29.84,7.77,3.84,2.023,75.6,29.88,7.78,3.84,2.026,76.0
762.502,,29.88,7.78,3.84,2.026,76.0,29.84,7.77,3.84,2.023,75.6
765.002,,29.88,7.78,3.84,2.026,76.0,29.88,7.78,3.84,2.026,76.0
767.502,,29.84,7.77,3.84,2.023,75.6,29.88,7.78,3.84,2.026,76.0
770.002,,29.84,7.77,3.84,2.023,75.6,29.84,7.77,3.84,2.023,75.6
772.503,,29.80,7.78,3.83,2.031,76.8,29.84,7.77,3.84,2.023,75.6
775.002,,29.91,7.79,3.84,2.029,76.4,29.80,7.78,3.83,2.031,76.8
777.502,,29.91,7.79,3.84,2.029,76.4,29.91,7.79,3.84,2.029,76.4
780.002,,29.91,7.79,3.84,2.029,76.4,29.91,7.79,3.84,2.029,76.4
782.502,,29.91,7.79,3.84,2.029,76.4,29.91,7.79,3.84,2.029,76.4
785.001,,29.91,7.79,3.84,2.029,76.4,29.91,7.79,3.84,2.029,76.4
787.502,,29.91,7.79,3.84,2.029,76.4,29.91,7.79,3.84,2.029,76.4
790.002,,29.91,7.79,3.84,2.029,76.4,29.91,7.79,3.84,2.029,76.4
792.502,,29.91,7.79,3.84,2.029,76.4,29.91,7.79,3.84,2.029,76.4
795.002,,29.91,7.79,3.84,2.029,76.4,29.91,7.79,3.84,2.029,76.4
797.501,,29.84,7.79,3.83,2.034,77.2,29.91,7.79,3.84,2.029,76.4
800.001,,29.84,7.79,3.83,2.034,77.2,29.84,7.79,3.83,2.034,77.2
802.502,,29.84,7.79,3.83,2.034,77.2,29.84,7.79,3.83,2.034,77.2
805.001,,29.84,7.79,3.83,2.034,77.2,29.84,7.79,3.83,2.034,77.2
807.501,,29.84,7.79,3.83,2.034,77.2,29.84,7.79,3.83,2.034,77.2
810.002,,29.84,7.79,3.83,2.034,77.2,29.84,7.79,3.83,2.034,77.2
812.502,,29.84,7.79,3.83,2.034,77.2,29.84,7.79,3.83,2.034,77.2
815.002,,29.84,7.79,3.83,2.034,77.2,29.84,7.79,3.83,2.034,77.2
817.502,,29.84,7.79,3.83,2.034,77.2,29.84,7.79,3.83,2.034,77.2
820.001,,29.84,7.79,3.83,2.034,77.2,29.84,7.79,3.83,2.034,77.2
822.502,,29.84,7.79,3.83,2.034,77.2,29.84,7.79,3.83,2.034,77.2
825.002,,29.84,7.79,3.83,2.034,77.2,29.84,7.79,3.83,2.034,77.2
827.502,,29.84,7.79,3.83,2.034,77.2,29.84,7.79,3.83,2.034,77.2
830.002,,29.84,7.79,3.83,2.034,77.2,29.84,7.79,3.83,2.034,77.2
832.502,,29.84,7.79,3.83,2.034,77.2,29.84,7.79,3.83,2.034,77.2
835.002,,29.84,7.79,3.83,2.034,77.2,29.84,7.79,3.83,2.034,77.2
837.502,,29.84,7.79,3.83,2.034,77.2,29.84,7.79,3.83,2.034,77.2
840.002,,29.84,7.79,3.83,2.034,77.2,29.84,7.79,3.83,2.034,77.2
842.502,,29.84,7.79,3.83,2.034,77.2,29.84,7.79,3.83,2.034,77.2
845.002,,29.84,7.79,3.83,2.034,77.2,29.84,7.79,3.83,2.034,77.2
847.502,,29.76,7.79,3.82,2.039,78.0,29.84,7.79,3.83,2.034,77.2
850.002,,29.87,7.80,3.83,2.037,77.6,29.76,7.79,3.82,2.039,78.0
852.502,,29.76,7.79,3.82,2.039,78.0,29.87,7.80,3.83,2.037,77.6
855.002,,29.87,7.80,3.83,2.037,77.6,29.76,7.79,3.82,2.039,78.0
857.502,,29.76,7.79,3.82,2.039,78.0,29.87,7.80,3.83,2.037,77.6
860.002,,29.87,7.80,3.83,2.037,77.6,29.76,7.79,3.82,2.039,78.0
862.501,,29.76,7.79,3.82,2.039,78.0,29.87,7.80,3.83,2.037,77.6
865.002,,29.87,7.80,3.83,2.037,77.6,29.76,7.79,3.82,2.039,78.0
867.502,,29.76,7.79,3.82,2.039,78.0,29.87,7.80,3.83,2.037,77.6
870.002,,29.87,7.80,3.83,2.037,77.6,29.76,7.79,3.82,2.039,78.0
872.502,,29.76,7.79,3.82,2.039,78.0,29.87,7.80,3.83,2.037,77.6
875.002,,29.87,7.80,3.83,2.037,77.6,29.76,7.79,3.82,2.039,78.0
877.502,,29.76,7.79,3.82,2.039,78.0,29.87,7.80,3.83,2.037,77.6
880.002,,29.87,7.80,3.83,2.037,77.6,29.76,7.79,3.82,2.039,78.0
882.502,,29.76,7.79,3.82,2.039,78.0,29.87,7.80,3.83,2.037,77.6
885.002,,29.80,7.80,3.82,2.042,78.4,29.76,7.79,3.82,2.039,78.0
887.502,,29.80,7.80,3.82,2.042,78.4,29.80,7.80,3.82,2.042,78.4
890.002,,29.80,7.80,3.82,2.042,78.4,29.80,7.80,3.82,2.042,78.4
892.502,,29.80,7.80,3.82,2.042,78.4,29.80,7.80,3.82,2.042,78.4
895.002,,29.80,7.80,3.82,2.042,78.4,29.80,7.80,3.82,2.042,78.4
897.502,,29.80,7.80,3.82,2.042,78.4,29.80,7.80,3.82,2.042,78.4
900.001,,29.80,7.80,3.82,2.042,78.4,29.80,7.80,3.82,2.042,78.4
902.502,,29.80,7.80,3.82,2.042,78.4,29.80,7.80,3.82,2.042,78.4
905.002,,29.80,7.80,3.82,2.042,78.4,29.80,7.80,3.82,2.042,78.4
907.502,,29.80,7.80,3.82,2.042,78.4,29.80,7.80,3.82,2.042,78.4
910.001,,29.80,7.80,3.82,2.042,78.4,29.80,7.80,3.82,2.042,78.4
912.502,,29.80,7.80,3.82,2.042,78.4,29.80,7.80,3.82,2.042,78.4
915.002,,29.80,7.80,3.82,2.042,78.4,29.80,7.80,3.82,2.042,78.4
917.502,,29.80,7.80,3.82,2.042,78.4,29.80,7.80,3.82,2.042,78.4
920.002,,29.72,7.80,3.81,2.047,79.2,29.80,7.80,3.82,2.042,78.4
922.502,,29.83,7.81,3.82,2.045,78.8,29.72,7.80,3.81,2.047,79.2
925.002,,29.83,7.81,3.82,2.045,78.8,29.83,7.81,3.82,2.045,78.8
927.502,,29.83,7.81,3.82,2.045,78.8,29.83,7.81,3.82,2.045,78.8
930.001,,29.83,7.81,3.82,2.045,78.8,29.83,7.81,3.82,2.045,78.8
932.502,,29.83,7.81,3.82,2.045,78.8,29.83,7.81,3.82,2.045,78.8
935.002,,29.83,7.81,3.82,2.045,78.8,29.83,7.81,3.82,2.045,78.8
937.501,,29.83,7.81,3.82,2.045,78.8,29.83,7.81,3.82,2.045,78.8
940.002,,29.83,7.81,3.82,2.045,78.8,29.83,7.81,3.82,2.045,78.8
942.502,,29.83,7.81,3.82,2.045,78.8,29.83,7.81,3.82,2.045,78.8
945.002,,29.83,7.81,3.82,2.045,78.8,29.83,7.81,3.82,2.045,78.8
947.502,,29.83,7.81,3.82,2.045,78.8,29.83,7.81,3.82,2.045,78.8
950.002,,29.83,7.81,3.82,2.045,78.8,29.83,7.81,3.82,2.045,78.8
952.501,,29.83,7.81,3.82,2.045,78.8,29.83,7.81,3.82,2.045,78.8
955.002,,29.83,7.81,3.82,2.045,78.8,29.83,7.81,3.82,2.045,78.8
957.501,,29.76,7.81,3.81,2.050,79.6,29.83,7.81,3.82,2.045,78.8
960.002,,29.91,7.83,3.82,2.050,79.6,29.76,7.81,3.81,2.050,79.6
962.502,,29.91,7.83,3.82,2.050,79.6,29.91,7.83,3.82,2.050,79.6
965.002,,29.91,7.83,3.82,2.050,79.6,29.91,7.83,3.82,2.050,79.6
967.502,,29.91,7.83,3.82,2.050,79.6,29.91,7.83,3.82,2.050,79.6
970.001,,29.91,7.83,3.82,2.050,79.6,29.91,7.83,3.82,2.050,79.6
972.502,,29.91,7.83,3.82,2.050,79.6,29.91,7.83,3.82,2.050,79.6
975.002,,29.91,7.83,3.82,2.050,79.6,29.91,7.83,3.82,2.050,79.6
977.502,,29.91,7.83,3.82,2.050,79.6,29.91,7.83,3.82,2.050,79.6
980.002,,29.91,7.83,3.82,2.050,79.6,29.91,7.83,3.82,2.050,79.6
982.502,,29.91,7.83,3.82,2.050,79.6,29.91,7.83,3.82,2.050,79.6
985.002,,29.91,7.83,3.82,2.050,79.6,29.91,7.83,3.82,2.050,79.6
987.501,,29.91,7.83,3.82,2.050,79.6,29.91,7.83,3.82,2.050,79.6
990.002,,29.91,7.83,3.82,2.050,79.6,29.91,7.83,3.82,2.050,79.6
992.502,,29.91,7.83,3.82,2.050,79.6,29.91,7.83,3.82,2.050,79.6
995.001,,29.91,7.83,3.82,2.050,79.6,29.91,7.83,3.82,2.050,79.6
997.501,,29.91,7.83,3.82,2.050,79.6,29.91,7.83,3.82,2.050,79.6
1000.002,,29.91,7.83,3.82,2.050,79.6,29.91,7.83,3.82,2.050,79.6
1002.502,,29.91,7.83,3.82,2.050,79.6,29.91,7.83,3.82,2.050,79.6
1005.002,,29.91,7.83,3.82,2.050,79.6,29.91,7.83,3.82,2.050,79.6
1007.502,,29.91,7.83,3.82,2.050,79.6,29.91,7.83,3.82,2.050,79.6
1010.002,,29.91,7.83,3.82,2.050,79.6,29.91,7.83,3.82,2.050,79.6
1012.503,,29.91,7.83,3.82,2.050,79.6,29.91,7.83,3.82,2.050,79.6
1015.002,,29.83,7.83,3.81,2.055,80.4,29.91,7.83,3.82,2.050,79.6
1017.502,,29.79,7.82,3.81,2.052,80.0,29.83,7.83,3.81,2.055,80.4
1020.002,,29.83,7.83,3.81,2.055,80.4,29.79,7.82,3.81,2.052,80.0
1022.502,,29.83,7.83,3.81,2.055,80.4,29.83,7.83,3.81,2.055,80.4
1025.002,,29.83,7.83,3.81,2.055,80.4,29.83,7.83,3.81,2.055,80.4
1027.502,,29.83,7.83,3.81,2.055,80.4,29.83,7.83,3.81,2.055,80.4
1030.002,,29.83,7.83,3.81,2.055,80.4,29.83,7.83,3.81,2.055,80.4
1032.502,,29.83,7.83,3.81,2.055,80.4,29.83,7.83,3.81,2.055,80.4
1035.001,,29.83,7.83,3.81,2.055,80.4,29.83,7.83,3.81,2.055,80.4
1037.502,,29.83,7.83,3.81,2.055,80.4,29.83,7.83,3.81,2.055,80.4
1040.001,,29.83,7.83,3.81,2.055,80.4,29.83,7.83,3.81,2.055,80.4
1042.501,,29.83,7.83,3.81,2.055,80.4,29.83,7.83,3.81,2.055,80.4
1045.002,,29.83,7.83,3.81,2.055,80.4,29.83,7.83,3.81,2.055,80.4
1047.502,,29.79,7.82,3.81,2.052,80.0,29.83,7.83,3.81,2.055,80.4
1050.002,,29.83,7.83,3.81,2.055,80.4,29.79,7.82,3.81,2.052,80.0
1052.502,,29.83,7.83,3.81,2.055,80.4,29.83,7.83,3.81,2.055,80.4
1055.002,,29.83,7.83,3.81,2.055,80.4,29.83,7.83,3.81,2.055,80.4
1057.502,,29.83,7.83,3.81,2.055,80.4,29.83,7.83,3.81,2.055,80.4
1060.002,,29.83,7.83,3.81,2.055,80.4,29.83,7.83,3.81,2.055,80.4
1062.502,,29.83,7.83,3.81,2.055,80.4,29.83,7.83,3.81,2.055,80.4
1065.002,,29.83,7.83,3.81,2.055,80.4,29.83,7.83,3.81,2.055,80.4
1067.501,,29.83,7.83,3.81,2.055,80.4,29.83,7.83,3.81,2.055,80.4
1070.002,,29.83,7.83,3.81,2.055,80.4,29.83,7.83,3.81,2.055,80.4
1072.501,,29.83,7.83,3.81,2.055,80.4,29.83,7.83,3.81,2.055,80.4
1075.001,,29.83,7.83,3.81,2.055,80.4,29.83,7.83,3.81,2.055,80.4
1077.502,,29.83,7.83,3.81,2.055,80.4,29.83,7.83,3.81,2.055,80.4
1080.002,,29.79,7.82,3.81,2.052,80.0,29.83,7.83,3.81,2.055,80.4
1082.502,,29.83,7.83,3.81,2.055,80.4,29.79,7.82,3.81,2.052,80.0
1085.002,,29.83,7.83,3.81,2.055,80.4,29.83,7.83,3.81,2.055,80.4
1087.502,,29.83,7.83,3.81,2.055,80.4,29.83,7.83,3.81,2.055,80.4
1090.002,,29.83,7.83,3.81,2.055,80.4,29.83,7.83,3.81,2.055,80.4
1092.502,,29.75,7.83,3.80,2.061,81.2,29.83,7.83,3.81,2.055,80.4
1095.002,,29.87,7.84,3.81,2.058,80.8,29.75,7.83,3.80,2.061,81.2
1097.502,,29.83,7.83,3.81,2.055,80.4,29.87,7.84,3.81,2.058,80.8
1100.002,,29.83,7.83,3.81,2.055,80.4,29.83,7.83,3.81,2.055,80.4
1102.502,,29.83,7.83,3.81,2.055,80.4,29.83,7.83,3.81,2.055,80.4
1105.002,,29.83,7.83,3.81,2.055,80.4,29.83,7.83,3.81,2.055,80.4
1107.501,,29.75,7.83,3.80,2.061,81.2,29.83,7.83,3.81,2.055,80.4
1110.002,,29.87,7.84,3.81,2.058,80.8,29.75,7.83,3.80,2.061,81.2
1112.501,,29.75,7.83,3.80,2.061,81.2,29.87,7.84,3.81,2.058,80.8
1115.001,,29.87,7.84,3.81,2.058,80.8,29.75,7.83,3.80,2.061,81.2
1117.502,,29.75,7.83,3.80,2.061,81.2,29.87,7.84,3.81,2.058,80.8
1120.002,,29.87,7.84,3.81,2.058,80.8,29.75,7.83,3.80,2.061,81.2
1122.502,,29.72,7.82,3.80,2.058,80.8,29.87,7.84,3.81,2.058,80.8
1125.002,,29.75,7.83,3.80,2.061,81.2,29.72,7.82,3.80,2.058,80.8
1127.502,,29.87,7.84,3.81,2.058,80.8,29.75,7.83,3.80,2.061,81.2
1130.002,,29.75,7.83,3.80,2.061,81.2,29.87,7.84,3.81,2.058,80.8
1132.502,,29.87,7.84,3.81,2.058,80.8,29.75,7.83,3.80,2.061,81.2
1135.002,,29.75,7.83,3.80,2.061,81.2,29.87,7.84,3.81,2.058,80.8
1137.502,,29.87,7.84,3.81,2.058,80.8,29.75,7.83,3.80,2.061,81.2
1140.002,,29.75,7.83,3.80,2.061,81.2,29.87,7.84,3.81,2.058,80.8
1142.502,,29.87,7.84,3.81,2.058,80.8,29.75,7.83,3.80,2.061,81.2
1145.002,,29.75,7.83,3.80,2.061,81.2,29.87,7.84,3.81,2.058,80.8
1147.502,,29.87,7.84,3.81,2.058,80.8,29.75,7.83,3.80,2.061,81.2
1150.003,,29.75,7.83,3.80,2.061,81.2,29.87,7.84,3.81,2.058,80.8
1152.502,,29.87,7.84,3.81,2.058,80.8,29.75,7.83,3.80,2.061,81.2
1155.002,,29.75,7.83,3.80,2.061,81.2,29.87,7.84,3.81,2.058,80.8
1157.501,,29.87,7.84,3.81,2.058,80.8,29.75,7.83,3.80,2.061,81.2
1160.001,,29.75,7.83,3.80,2.061,81.2,29.87,7.84,3.81,2.058,80.8
1162.502,,29.87,7.84,3.81,2.058,80.8,29.75,7.83,3.80,2.061,81.2
1165.002,,29.75,7.83,3.80,2.061,81.2,29.87,7.84,3.81,2.058,80.8
1167.502,,29.87,7.84,3.81,2.058,80.8,29.75,7.83,3.80,2.061,81.2
1170.002,,29.75,7.83,3.80,2.061,81.2,29.87,7.84,3.81,2.058,80.8
1172.502,,29.87,7.84,3.81,2.058,80.8,29.75,7.83,3.80,2.061,81.2
1175.001,,29.75,7.83,3.80,2.061,81.2,29.87,7.84,3.81,2.058,80.8
1177.502,,29.87,7.84,3.81,2.058,80.8,29.75,7.83,3.80,2.061,81.2
1180.002,,29.75,7.83,3.80,2.061,81.2,29.87,7.84,3.81,2.058,80.8
1182.502,,29.87,7.84,3.81,2.058,80.8,29.75,7.83,3.80,2.061,81.2
1185.002,,29.75,7.83,3.80,2.061,81.2,29.87,7.84,3.81,2.058,80.8
1187.502,,29.87,7.84,3.81,2.058,80.8,29.75,7.83,3.80,2.061,81.2
1190.002,,29.75,7.83,3.80,2.061,81.2,29.87,7.84,3.81,2.058,80.8
1192.502,,29.79,7.84,3.80,2.063,81.6,29.75,7.83,3.80,2.061,81.2
1195.002,,29.87,7.84,3.81,2.058,80.8,29.79,7.84,3.80,2.063,81.6
1197.502,,29.75,7.83,3.80,2.061,81.2,29.87,7.84,3.81,2.058,80.8
1200.001,,29.87,7.84,3.81,2.058,80.8,29.75,7.83,3.80,2.061,81.2
1202.502,,29.75,7.83,3.80,2.061,81.2,29.87,7.84,3.81,2.058,80.8
1205.002,,29.79,7.84,3.80,2.063,81.6,29.75,7.83,3.80,2.061,81.2
1207.502,,29.79,7.84,3.80,2.063,81.6,29.79,7.84,3.80,2.063,81.6
1210.002,,29.79,7.84,3.80,2.063,81.6,29.79,7.84,3.80,2.063,81.6
1212.501,,29.79,7.84,3.80,2.063,81.6,29.79,7.84,3.80,2.063,81.6
1215.001,,29.79,7.84,3.80,2.063,81.6,29.79,7.84,3.80,2.063,81.6
1217.502,,29.79,7.84,3.80,2.063,81.6,29.79,7.84,3.80,2.063,81.6
1220.002,,29.79,7.84,3.80,2.063,81.6,29.79,7.84,3.80,2.063,81.6
1222.502,,29.79,7.84,3.80,2.063,81.6,29.79,7.84,3.80,2.063,81.6
1225.001,,29.79,7.84,3.80,2.063,81.6,29.79,7.84,3.80,2.063,81.6
1227.502,,29.79,7.84,3.80,2.063,81.6,29.79,7.84,3.80,2.063,81.6
1230.001,,29.79,7.84,3.80,2.063,81.6,29.79,7.84,3.80,2.063,81.6
1232.502,,29.79,7.84,3.80,2.063,81.6,29.79,7.84,3.80,2.063,81.6
1235.002,,29.79,7.84,3.80,2.063,81.6,29.79,7.84,3.80,2.063,81.6
1237.502,,29.79,7.84,3.80,2.063,81.6,29.79,7.84,3.80,2.063,81.6
1240.002,,29.79,7.84,3.80,2.063,81.6,29.79,7.84,3.80,2.063,81.6
1242.502,,29.79,7.84,3.80,2.063,81.6,29.79,7.84,3.80,2.063,81.6
1245.001,,29.79,7.84,3.80,2.063,81.6,29.79,7.84,3.80,2.063,81.6
1247.502,,29.79,7.84,3.80,2.063,81.6,29.79,7.84,3.80,2.063,81.6
1250.002,,29.79,7.84,3.80,2.063,81.6,29.79,7.84,3.80,2.063,81.6
1252.502,,29.79,7.84,3.80,2.063,81.6,29.79,7.84,3.80,2.063,81.6
1255.002,,29.79,7.84,3.80,2.063,81.6,29.79,7.84,3.80,2.063,81.6
1257.502,,29.79,7.84,3.80,2.063,81.6,29.79,7.84,3.80,2.063,81.6
1260.002,,29.79,7.84,3.80,2.063,81.6,29.79,7.84,3.80,2.063,81.6
1262.502,,29.79,7.84,3.80,2.063,81.6,29.79,7.84,3.80,2.063,81.6
1265.002,,29.79,7.84,3.80,2.063,81.6,29.79,7.84,3.80,2.063,81.6
1267.503,,29.79,7.84,3.80,2.063,81.6,29.79,7.84,3.80,2.063,81.6
1270.002,,29.79,7.84,3.80,2.063,81.6,29.79,7.84,3.80,2.063,81.6
1272.502,,29.79,7.84,3.80,2.063,81.6,29.79,7.84,3.80,2.063,81.6
1275.001,,29.79,7.84,3.80,2.063,81.6,29.79,7.84,3.80,2.063,81.6
1277.502,,29.79,7.84,3.80,2.063,81.6,29.79,7.84,3.80,2.063,81.6
1280.002,,29.79,7.84,3.80,2.063,81.6,29.79,7.84,3.80,2.063,81.6
1282.502,,29.79,7.84,3.80,2.063,81.6,29.79,7.84,3.80,2.063,81.6
1285.002,,29.79,7.84,3.80,2.063,81.6,29.79,7.84,3.80,2.063,81.6
1287.502,,29.79,7.84,3.80,2.063,81.6,29.79,7.84,3.80,2.063,81.6
1290.002,,29.79,7.84,3.80,2.063,81.6,29.79,7.84,3.80,2.063,81.6
1292.502,,29.79,7.84,3.80,2.063,81.6,29.79,7.84,3.80,2.063,81.6
1295.001,,29.79,7.84,3.80,2.063,81.6,29.79,7.84,3.80,2.063,81.6
1297.502,,29.79,7.84,3.80,2.063,81.6,29.79,7.84,3.80,2.063,81.6
1300.002,,29.79,7.84,3.80,2.063,81.6,29.79,7.84,3.80,2.063,81.6
1302.502,,29.79,7.84,3.80,2.063,81.6,29.79,7.84,3.80,2.063,81.6
1305.002,,29.79,7.84,3.80,2.063,81.6,29.79,7.84,3.80,2.063,81.6
1307.502,,29.79,7.84,3.80,2.063,81.6,29.79,7.84,3.80,2.063,81.6
1310.002,,29.71,7.84,3.79,2.069,82.5,29.79,7.84,3.80,2.063,81.6
1312.502,,29.83,7.85,3.80,2.066,82.0,29.71,7.84,3.79,2.069,82.5
1315.001,,29.87,7.86,3.80,2.068,82.4,29.83,7.85,3.80,2.066,82.0
1317.502,,29.87,7.86,3.80,2.068,82.4,29.87,7.86,3.80,2.068,82.4
1320.002,,29.87,7.86,3.80,2.068,82.4,29.87,7.86,3.80,2.068,82.4
1322.502,,29.83,7.85,3.80,2.066,82.0,29.87,7.86,3.80,2.068,82.4
1325.002,,29.83,7.85,3.80,2.066,82.0,29.83,7.85,3.80,2.066,82.0
1327.502,,29.87,7.86,3.80,2.068,82.4,29.83,7.85,3.80,2.066,82.0
1330.002,,29.87,7.86,3.80,2.068,82.4,29.87,7.86,3.80,2.068,82.4
1332.502,,29.83,7.85,3.80,2.066,82.0,29.87,7.86,3.80,2.068,82.4
1335.002,,29.87,7.86,3.80,2.068,82.4,29.83,7.85,3.80,2.066,82.0
1337.502,,29.83,7.85,3.80,2.066,82.0,29.87,7.86,3.80,2.068,82.4
1340.002,,29.87,7.86,3.80,2.068,82.4,29.83,7.85,3.80,2.066,82.0
1342.501,,29.83,7.85,3.80,2.066,82.0,29.87,7.86,3.80,2.068,82.4
1345.002,,29.83,7.85,3.80,2.066,82.0,29.83,7.85,3.80,2.066,82.0
1347.502,,29.83,7.85,3.80,2.066,82.0,29.83,7.85,3.80,2.066,82.0
1350.002,,29.83,7.85,3.80,2.066,82.0,29.83,7.85,3.80,2.066,82.0
1352.502,,29.83,7.85,3.80,2.066,82.0,29.83,7.85,3.80,2.066,82.0
1355.002,,29.87,7.86,3.80,2.068,82.4,29.83,7.85,3.80,2.066,82.0
1357.502,,29.87,7.86,3.80,2.068,82.4,29.87,7.86,3.80,2.068,82.4
1360.002,,29.87,7.86,3.80,2.068,82.4,29.87,7.86,3.80,2.068,82.4
1362.502,,29.87,7.86,3.80,2.068,82.4,29.87,7.86,3.80,2.068,82.4
1365.002,,29.87,7.86,3.80,2.068,82.4,29.87,7.86,3.80,2.068,82.4
1367.502,,29.83,7.85,3.80,2.066,82.0,29.87,7.86,3.80,2.068,82.4
1370.002,,29.83,7.85,3.80,2.066,82.0,29.83,7.85,3.80,2.066,82.0
1372.502,,29.87,7.86,3.80,2.068,82.4,29.83,7.85,3.80,2.066,82.0
1375.002,,29.83,7.85,3.80,2.066,82.0,29.87,7.86,3.80,2.068,82.4
1377.502,,29.87,7.86,3.80,2.068,82.4,29.83,7.85,3.80,2.066,82.0
1380.002,,29.83,7.85,3.80,2.066,82.0,29.87,7.86,3.80,2.068,82.4
1382.502,,29.83,7.85,3.80,2.066,82.0,29.83,7.85,3.80,2.066,82.0
1385.002,,29.87,7.86,3.80,2.068,82.4,29.83,7.85,3.80,2.066,82.0
1387.502,,29.83,7.85,3.80,2.066,82.0,29.87,7.86,3.80,2.068,82.4
1390.002,,29.87,7.86,3.80,2.068,82.4,29.83,7.85,3.80,2.066,82.0
1392.502,,29.87,7.86,3.80,2.068,82.4,29.87,7.86,3.80,2.068,82.4
1395.001,,29.83,7.85,3.80,2.066,82.0,29.87,7.86,3.80,2.068,82.4
1397.502,,29.75,7.85,3.79,2.071,82.9,29.83,7.85,3.80,2.066,82.0
1400.002,,29.91,7.87,3.80,2.071,82.8,29.75,7.85,3.79,2.071,82.9
1402.502,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1405.002,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1407.502,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1410.002,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1412.502,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1415.002,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1417.502,,29.87,7.86,3.80,2.068,82.4,29.91,7.87,3.80,2.071,82.8
1420.002,,29.75,7.85,3.79,2.071,82.9,29.87,7.86,3.80,2.068,82.4
1422.502,,29.91,7.87,3.80,2.071,82.8,29.75,7.85,3.79,2.071,82.9
1425.002,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1427.502,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1430.002,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1432.502,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1435.002,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1437.502,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1440.002,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1442.502,,29.87,7.86,3.80,2.068,82.4,29.91,7.87,3.80,2.071,82.8
1445.002,,29.75,7.85,3.79,2.071,82.9,29.87,7.86,3.80,2.068,82.4
1447.502,,29.91,7.87,3.80,2.071,82.8,29.75,7.85,3.79,2.071,82.9
1450.002,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1452.501,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1455.001,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1457.502,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1460.002,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1462.502,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1465.002,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1467.502,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1470.002,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1472.502,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1475.002,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1477.502,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1480.002,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1482.502,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1485.001,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1487.502,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1490.002,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1492.502,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1495.002,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1497.502,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
