now,event,power,voltage,current,resistance,temperature,stage,raw-voltage,raw-current,steady-state-count,filtered-delta
40.002,timerEvent,109.729,13.718,7.999,1.71498,93.7,bangBang,13.77,8.00,0,0.000000
42.001,timerEvent,109.572,13.768,7.959,1.72987,96.5,bangBang,13.82,7.96,0,0.000000
44.001,timerEvent,109.846,13.837,7.939,1.74298,99.0,bangBang,13.89,7.94,0,0.000000
46.002,timerEvent,109.960,13.886,7.919,1.75366,101.1,bangBang,13.94,7.92,0,0.000000
48.001,timerEvent,5.293,3.017,1.754,1.71974,94.6,bangBang,3.02,1.76,0,0.000000
50.002,timerEvent,108.231,13.738,7.878,1.74375,99.2,bangBang,13.79,7.88,0,0.000000
52.002,timerEvent,108.844,13.886,7.838,1.77165,104.5,bangBang,13.94,7.84,0,0.000000
54.001,timerEvent,5.232,3.017,1.734,1.73964,98.4,bangBang,3.02,1.74,0,0.000000
56.001,timerEvent,107.884,13.817,7.808,1.76961,104.1,bangBang,13.87,7.81,0,0.000000
58.001,timerEvent,5.202,3.017,1.724,1.74976,100.3,bangBang,3.02,1.73,0,0.000000
60.001,timerEvent,5.215,3.007,1.734,1.73388,97.3,bangBang,3.01,1.74,0,0.000000
62.001,timerEvent,107.390,13.807,7.778,1.77520,105.2,bangBang,13.86,7.78,0,0.000000
64.002,timerEvent,5.202,3.017,1.724,1.74976,100.3,bangBang,3.02,1.73,0,0.000000
66.002,timerEvent,5.232,3.017,1.734,1.73964,98.4,bangBang,3.02,1.74,0,0.000000
68.001,timerEvent,107.467,13.817,7.778,1.77647,105.4,bangBang,13.87,7.78,0,0.000000
70.001,timerEvent,5.172,3.017,1.714,1.76001,102.3,bangBang,3.02,1.72,0,0.000000
72.002,timerEvent,5.185,3.007,1.724,1.74397,99.2,bangBang,3.01,1.73,0,0.000000
74.001,timerEvent,107.142,13.847,7.738,1.78954,107.9,bangBang,13.90,7.74,0,0.000000
76.001,timerEvent,5.141,3.017,1.704,1.77037,104.3,bangBang,3.02,1.71,0,0.000000
78.002,timerEvent,5.155,3.007,1.714,1.75418,101.2,bangBang,3.01,1.72,0,0.000000
80.001,timerEvent,5.202,3.017,1.724,1.74976,100.3,bangBang,3.02,1.73,0,0.000000
82.001,timerEvent,5.202,3.017,1.724,1.74976,100.3,bangBang,3.02,1.73,0,0.000000
84.002,timerEvent,5.185,3.007,1.724,1.74397,99.2,bangBang,3.01,1.73,0,0.000000
86.001,timerEvent,107.420,13.847,7.758,1.78490,107.0,bangBang,13.90,7.76,0,0.000000
88.001,timerEvent,5.141,3.017,1.704,1.77037,104.3,bangBang,3.02,1.71,0,0.000000
90.001,timerEvent,5.155,3.007,1.714,1.75418,101.2,bangBang,3.01,1.72,0,0.000000
92.002,timerEvent,5.185,3.007,1.724,1.74397,99.2,bangBang,3.01,1.73,0,0.000000
94.001,timerEvent,106.724,13.847,7.707,1.79654,109.3,bangBang,13.90,7.71,0,0.000000
96.001,timerEvent,5.111,3.017,1.694,1.78086,106.3,bangBang,3.02,1.70,0,0.000000
98.002,timerEvent,5.155,3.007,1.714,1.75418,101.2,bangBang,3.01,1.72,0,0.000000
100.001,timerEvent,5.172,3.017,1.714,1.76001,102.3,bangBang,3.02,1.72,0,0.000000
102.001,timerEvent,5.155,3.007,1.714,1.75418,101.2,bangBang,3.01,1.72,0,0.000000
104.001,timerEvent,5.155,3.007,1.714,1.75418,101.2,bangBang,3.01,1.72,0,0.000000
106.002,timerEvent,5.155,3.007,1.714,1.75418,101.2,bangBang,3.01,1.72,0,0.000000
108.002,timerEvent,5.185,3.007,1.724,1.74397,99.2,bangBang,3.01,1.73,0,0.000000
110.002,timerEvent,107.142,13.847,7.738,1.78954,107.9,bangBang,13.90,7.74,0,0.000000
112.002,timerEvent,5.141,3.017,1.704,1.77037,104.3,bangBang,3.02,1.71,0,0.000000
114.001,timerEvent,5.124,3.007,1.704,1.76451,103.1,bangBang,3.01,1.71,0,0.000000
116.001,timerEvent,5.155,3.007,1.714,1.75418,101.2,bangBang,3.01,1.72,0,0.000000
118.002,timerEvent,5.172,3.017,1.714,1.76001,102.3,bangBang,3.02,1.72,0,0.000000
120.001,timerEvent,5.172,3.017,1.714,1.76001,102.3,bangBang,3.02,1.72,0,0.000000
122.001,timerEvent,5.185,3.007,1.724,1.74397,99.2,bangBang,3.01,1.73,0,0.000000
124.001,timerEvent,106.926,13.837,7.728,1.79059,108.1,bangBang,13.89,7.73,0,0.000000
126.001,timerEvent,5.111,3.017,1.694,1.78086,106.3,bangBang,3.02,1.70,0,0.000000
128.001,timerEvent,5.124,3.007,1.704,1.76451,103.1,bangBang,3.01,1.71,0,0.000000
130.001,timerEvent,5.155,3.007,1.714,1.75418,101.2,bangBang,3.01,1.72,0,0.000000
132.002,timerEvent,5.172,3.017,1.714,1.76001,102.3,bangBang,3.02,1.72,0,0.000000
134.001,timerEvent,5.172,3.017,1.714,1.76001,102.3,bangBang,3.02,1.72,0,0.000000
136.001,timerEvent,5.172,3.017,1.714,1.76001,102.3,bangBang,3.02,1.72,0,0.000000
138.002,timerEvent,5.202,3.017,1.724,1.74976,100.3,bangBang,3.02,1.73,0,0.000000
140.001,timerEvent,5.185,3.007,1.724,1.74397,99.2,bangBang,3.01,1.73,0,0.000000
142.001,timerEvent,107.142,13.847,7.738,1.78954,107.9,bangBang,13.90,7.74,0,0.000000
144.002,timerEvent,5.141,3.017,1.704,1.77037,104.3,bangBang,3.02,1.71,0,0.000000
146.001,timerEvent,5.141,3.017,1.704,1.77037,104.3,bangBang,3.02,1.71,0,0.000000
148.001,timerEvent,5.172,3.017,1.714,1.76001,102.3,bangBang,3.02,1.72,0,0.000000
150.002,timerEvent,5.172,3.017,1.714,1.76001,102.3,bangBang,3.02,1.72,0,0.000000
152.001,timerEvent,5.172,3.017,1.714,1.76001,102.3,bangBang,3.02,1.72,0,0.000000
154.001,timerEvent,5.155,3.007,1.714,1.75418,101.2,bangBang,3.01,1.72,0,0.000000
156.001,timerEvent,5.202,3.017,1.724,1.74976,100.3,bangBang,3.02,1.73,0,0.000000
158.001,timerEvent,5.202,3.017,1.724,1.74976,100.3,bangBang,3.02,1.73,0,0.000000
160.001,timerEvent,5.185,3.007,1.724,1.74397,99.2,bangBang,3.01,1.73,0,0.000000
162.001,timerEvent,107.621,13.837,7.778,1.77902,105.9,bangBang,13.89,7.78,0,0.000000
164.002,timerEvent,5.141,3.017,1.704,1.77037,104.3,bangBang,3.02,1.71,0,0.000000
166.002,timerEvent,5.172,3.017,1.714,1.76001,102.3,bangBang,3.02,1.72,0,0.000000
168.001,timerEvent,5.155,3.007,1.714,1.75418,101.2,bangBang,3.01,1.72,0,0.000000
170.002,timerEvent,5.172,3.017,1.714,1.76001,102.3,bangBang,3.02,1.72,0,0.000000
172.001,timerEvent,5.202,3.017,1.724,1.74976,100.3,bangBang,3.02,1.73,0,0.000000
174.001,timerEvent,5.185,3.007,1.724,1.74397,99.2,bangBang,3.01,1.73,0,0.000000
176.002,timerEvent,107.002,13.847,7.728,1.79187,108.4,bangBang,13.90,7.73,0,0.000000
178.001,timerEvent,5.141,3.017,1.704,1.77037,104.3,bangBang,3.02,1.71,0,0.000000
180.001,timerEvent,5.172,3.017,1.714,1.76001,102.3,bangBang,3.02,1.72,0,0.000000
182.001,timerEvent,5.172,3.017,1.714,1.76001,102.3,bangBang,3.02,1.72,0,0.000000
184.002,timerEvent,5.155,3.007,1.714,1.75418,101.2,bangBang,3.01,1.72,0,0.000000
186.001,timerEvent,5.172,3.017,1.714,1.76001,102.3,bangBang,3.02,1.72,0,0.000000
188.001,timerEvent,5.202,3.017,1.724,1.74976,100.3,bangBang,3.02,1.73,0,0.000000
190.001,timerEvent,5.185,3.007,1.724,1.74397,99.2,bangBang,3.01,1.73,0,0.000000
192.002,timerEvent,107.142,13.847,7.738,1.78954,107.9,bangBang,13.90,7.74,0,0.000000
194.001,timerEvent,5.111,3.017,1.694,1.78086,106.3,bangBang,3.02,1.70,0,0.000000
196.002,timerEvent,5.172,3.017,1.714,1.76001,102.3,bangBang,3.02,1.72,0,0.000000
198.002,timerEvent,5.155,3.007,1.714,1.75418,101.2,bangBang,3.01,1.72,0,0.000000
200.001,timerEvent,5.155,3.007,1.714,1.75418,101.2,bangBang,3.01,1.72,0,0.000000
202.001,timerEvent,5.155,3.007,1.714,1.75418,101.2,bangBang,3.01,1.72,0,0.000000
204.002,timerEvent,5.185,3.007,1.724,1.74397,99.2,bangBang,3.01,1.73,0,0.000000
206.001,timerEvent,107.002,13.847,7.728,1.79187,108.4,bangBang,13.90,7.73,0,0.000000
208.001,timerEvent,5.111,3.017,1.694,1.78086,106.3,bangBang,3.02,1.70,0,0.000000
210.002,timerEvent,5.124,3.007,1.704,1.76451,103.1,bangBang,3.01,1.71,0,0.000000
212.001,timerEvent,5.155,3.007,1.714,1.75418,101.2,bangBang,3.01,1.72,0,0.000000
214.001,timerEvent,5.155,3.007,1.714,1.75418,101.2,bangBang,3.01,1.72,0,0.000000
216.002,timerEvent,5.155,3.007,1.714,1.75418,101.2,bangBang,3.01,1.72,0,0.000000
218.002,timerEvent,5.155,3.007,1.714,1.75418,101.2,bangBang,3.01,1.72,0,0.000000
220.001,timerEvent,5.155,3.007,1.714,1.75418,101.2,bangBang,3.01,1.72,0,0.000000
222.001,timerEvent,5.202,3.017,1.724,1.74976,100.3,bangBang,3.02,1.73,0,0.000000
224.002,timerEvent,5.202,3.017,1.724,1.74976,100.3,bangBang,3.02,1.73,0,0.000000
226.002,timerEvent,5.202,3.017,1.724,1.74976,100.3,bangBang,3.02,1.73,0,0.000000
228.001,timerEvent,5.202,3.017,1.724,1.74976,100.3,bangBang,3.02,1.73,0,0.000000
230.002,timerEvent,5.202,3.017,1.724,1.74976,100.3,bangBang,3.02,1.73,0,0.000000
232.001,timerEvent,5.232,3.017,1.734,1.73964,98.4,bangBang,3.02,1.74,0,0.000000
234.001,timerEvent,107.189,13.817,7.758,1.78107,106.3,bangBang,13.87,7.76,0,0.000000
236.002,timerEvent,5.141,3.017,1.704,1.77037,104.3,bangBang,3.02,1.71,0,0.000000
238.002,timerEvent,5.172,3.017,1.714,1.76001,102.3,bangBang,3.02,1.72,0,0.000000
240.001,timerEvent,5.202,3.017,1.724,1.74976,100.3,bangBang,3.02,1.73,0,0.000000
242.002,timerEvent,5.185,3.007,1.724,1.74397,99.2,bangBang,3.01,1.73,0,0.000000
244.002,timerEvent,107.142,13.847,7.738,1.78954,107.9,bangBang,13.90,7.74,0,0.000000
246.001,timerEvent,5.141,3.017,1.704,1.77037,104.3,bangBang,3.02,1.71,0,0.000000
248.001,timerEvent,5.124,3.007,1.704,1.76451,103.1,bangBang,3.01,1.71,0,0.000000
250.002,timerEvent,5.155,3.007,1.714,1.75418,101.2,bangBang,3.01,1.72,0,0.000000
252.001,timerEvent,5.155,3.007,1.714,1.75418,101.2,bangBang,3.01,1.72,0,0.000000
254.001,timerEvent,5.155,3.007,1.714,1.75418,101.2,bangBang,3.01,1.72,0,0.000000
256.002,timerEvent,5.185,3.007,1.724,1.74397,99.2,bangBang,3.01,1.73,0,0.000000
258.002,timerEvent,107.002,13.847,7.728,1.79187,108.4,bangBang,13.90,7.73,0,0.000000
260.001,timerEvent,5.111,3.017,1.694,1.78086,106.3,bangBang,3.02,1.70,0,0.000000
262.002,timerEvent,5.141,3.017,1.704,1.77037,104.3,bangBang,3.02,1.71,0,0.000000
264.001,timerEvent,5.172,3.017,1.714,1.76001,102.3,bangBang,3.02,1.72,0,0.000000
266.001,timerEvent,5.172,3.017,1.714,1.76001,102.3,bangBang,3.02,1.72,0,0.000000
268.001,timerEvent,5.172,3.017,1.714,1.76001,102.3,bangBang,3.02,1.72,0,0.000000
270.002,timerEvent,5.172,3.017,1.714,1.76001,102.3,bangBang,3.02,1.72,0,0.000000
272.001,timerEvent,5.185,3.007,1.724,1.74397,99.2,bangBang,3.01,1.73,0,0.000000
274.001,timerEvent,106.724,13.847,7.707,1.79654,109.3,bangBang,13.90,7.71,0,0.000000
276.002,timerEvent,5.111,3.017,1.694,1.78086,106.3,bangBang,3.02,1.70,0,0.000000
278.001,timerEvent,5.141,3.017,1.704,1.77037,104.3,bangBang,3.02,1.71,0,0.000000
280.001,timerEvent,5.155,3.007,1.714,1.75418,101.2,bangBang,3.01,1.72,0,0.000000
282.001,timerEvent,5.172,3.017,1.714,1.76001,102.3,bangBang,3.02,1.72,0,0.000000
284.001,timerEvent,5.155,3.007,1.714,1.75418,101.2,bangBang,3.01,1.72,0,0.000000
286.001,timerEvent,5.172,3.017,1.714,1.76001,102.3,bangBang,3.02,1.72,0,0.000000
288.002,timerEvent,5.172,3.017,1.714,1.76001,102.3,bangBang,3.02,1.72,0,0.000000
290.001,timerEvent,5.155,3.007,1.714,1.75418,101.2,bangBang,3.01,1.72,0,0.000000
292.001,timerEvent,5.185,3.007,1.724,1.74397,99.2,bangBang,3.01,1.73,0,0.000000
294.001,timerEvent,107.065,13.837,7.738,1.78826,107.7,bangBang,13.89,7.74,0,0.000000
296.001,timerEvent,5.111,3.017,1.694,1.78086,106.3,bangBang,3.02,1.70,0,0.000000
298.001,timerEvent,5.124,3.007,1.704,1.76451,103.1,bangBang,3.01,1.71,0,0.000000
300.001,timerEvent,5.155,3.007,1.714,1.75418,101.2,bangBang,3.01,1.72,0,0.000000
302.002,timerEvent,5.172,3.017,1.714,1.76001,102.3,bangBang,3.02,1.72,0,0.000000
304.001,timerEvent,5.172,3.017,1.714,1.76001,102.3,bangBang,3.02,1.72,0,0.000000
306.001,timerEvent,5.172,3.017,1.714,1.76001,102.3,bangBang,3.02,1.72,0,0.000000
308.001,timerEvent,5.185,3.007,1.724,1.74397,99.2,bangBang,3.01,1.73,0,0.000000
310.001,timerEvent,107.420,13.847,7.758,1.78490,107.0,bangBang,13.90,7.76,0,0.000000
312.001,timerEvent,5.141,3.017,1.704,1.77037,104.3,bangBang,3.02,1.71,0,0.000000
314.002,timerEvent,5.172,3.017,1.714,1.76001,102.3,bangBang,3.02,1.72,0,0.000000
316.001,timerEvent,5.172,3.017,1.714,1.76001,102.3,bangBang,3.02,1.72,0,0.000000
318.001,timerEvent,5.172,3.017,1.714,1.76001,102.3,bangBang,3.02,1.72,0,0.000000
320.002,timerEvent,5.155,3.007,1.714,1.75418,101.2,bangBang,3.01,1.72,0,0.000000
322.002,timerEvent,5.155,3.007,1.714,1.75418,101.2,bangBang,3.01,1.72,0,0.000000
324.001,timerEvent,5.202,3.017,1.724,1.74976,100.3,bangBang,3.02,1.73,0,0.000000
326.002,timerEvent,5.202,3.017,1.724,1.74976,100.3,bangBang,3.02,1.73,0,0.000000
328.002,timerEvent,5.185,3.007,1.724,1.74397,99.2,bangBang,3.01,1.73,0,0.000000
330.001,timerEvent,107.002,13.847,7.728,1.79187,108.4,bangBang,13.90,7.73,0,0.000000
332.001,timerEvent,5.111,3.017,1.694,1.78086,106.3,bangBang,3.02,1.70,0,0.000000
334.001,timerEvent,5.155,3.007,1.714,1.75418,101.2,bangBang,3.01,1.72,0,0.000000
336.001,timerEvent,5.155,3.007,1.714,1.75418,101.2,bangBang,3.01,1.72,0,0.000000
338.001,timerEvent,5.155,3.007,1.714,1.75418,101.2,bangBang,3.01,1.72,0,0.000000
340.002,timerEvent,5.172,3.017,1.714,1.76001,102.3,bangBang,3.02,1.72,0,0.000000
342.002,timerEvent,5.202,3.017,1.724,1.74976,100.3,bangBang,3.02,1.73,0,0.000000
344.001,timerEvent,5.202,3.017,1.724,1.74976,100.3,bangBang,3.02,1.73,0,0.000000
346.002,timerEvent,5.185,3.007,1.724,1.74397,99.2,bangBang,3.01,1.73,0,0.000000
348.001,timerEvent,107.002,13.847,7.728,1.79187,108.4,bangBang,13.90,7.73,0,0.000000
350.001,timerEvent,5.141,3.017,1.704,1.77037,104.3,bangBang,3.02,1.71,0,0.000000
352.001,timerEvent,5.172,3.017,1.714,1.76001,102.3,bangBang,3.02,1.72,0,0.000000
354.002,timerEvent,5.155,3.007,1.714,1.75418,101.2,bangBang,3.01,1.72,0,0.000000
356.001,timerEvent,5.172,3.017,1.714,1.76001,102.3,bangBang,3.02,1.72,0,0.000000
358.002,timerEvent,5.155,3.007,1.714,1.75418,101.2,bangBang,3.01,1.72,0,0.000000
360.002,timerEvent,5.202,3.017,1.724,1.74976,100.3,bangBang,3.02,1.73,0,0.000000
362.001,timerEvent,5.185,3.007,1.724,1.74397,99.2,bangBang,3.01,1.73,0,0.000000
364.001,timerEvent,107.142,13.847,7.738,1.78954,107.9,bangBang,13.90,7.74,0,0.000000
366.002,timerEvent,5.141,3.017,1.704,1.77037,104.3,bangBang,3.02,1.71,0,0.000000
368.002,timerEvent,5.141,3.017,1.704,1.77037,104.3,bangBang,3.02,1.71,0,0.000000
370.001,timerEvent,5.155,3.007,1.714,1.75418,101.2,bangBang,3.01,1.72,0,0.000000
372.001,timerEvent,5.172,3.017,1.714,1.76001,102.3,bangBang,3.02,1.72,0,0.000000
374.001,timerEvent,5.172,3.017,1.714,1.76001,102.3,bangBang,3.02,1.72,0,0.000000
376.001,timerEvent,5.172,3.017,1.714,1.76001,102.3,bangBang,3.02,1.72,0,0.000000
378.001,timerEvent,5.202,3.017,1.724,1.74976,100.3,bangBang,3.02,1.73,0,0.000000
380.001,timerEvent,5.185,3.007,1.724,1.74397,99.2,bangBang,3.01,1.73,0,0.000000
382.001,timerEvent,107.142,13.847,7.738,1.78954,107.9,bangBang,13.90,7.74,0,0.000000
384.001,timerEvent,5.111,3.017,1.694,1.78086,106.3,bangBang,3.02,1.70,0,0.000000
386.002,timerEvent,5.124,3.007,1.704,1.76451,103.1,bangBang,3.01,1.71,0,0.000000
388.002,timerEvent,5.172,3.017,1.714,1.76001,102.3,bangBang,3.02,1.72,0,0.000000
390.001,timerEvent,5.155,3.007,1.714,1.75418,101.2,bangBang,3.01,1.72,0,0.000000
392.002,timerEvent,5.155,3.007,1.714,1.75418,101.2,bangBang,3.01,1.72,0,0.000000
394.001,timerEvent,5.172,3.017,1.714,1.76001,102.3,bangBang,3.02,1.72,0,0.000000
396.001,timerEvent,5.202,3.017,1.724,1.74976,100.3,bangBang,3.02,1.73,0,0.000000
398.001,timerEvent,5.202,3.017,1.724,1.74976,100.3,bangBang,3.02,1.73,0,0.000000
400.002,timerEvent,5.185,3.007,1.724,1.74397,99.2,bangBang,3.01,1.73,0,0.000000
402.002,timerEvent,107.281,13.847,7.748,1.78722,107.5,bangBang,13.90,7.75,0,0.000000
404.001,timerEvent,5.141,3.017,1.704,1.77037,104.3,bangBang,3.02,1.71,0,0.000000
406.002,timerEvent,5.172,3.017,1.714,1.76001,102.3,bangBang,3.02,1.72,0,0.000000
408.001,timerEvent,5.155,3.007,1.714,1.75418,101.2,bangBang,3.01,1.72,0,0.000000
410.001,timerEvent,5.155,3.007,1.714,1.75418,101.2,bangBang,3.01,1.72,0,0.000000
412.002,timerEvent,5.172,3.017,1.714,1.76001,102.3,bangBang,3.02,1.72,0,0.000000
414.001,timerEvent,5.202,3.017,1.724,1.74976,100.3,bangBang,3.02,1.73,0,0.000000
416.001,timerEvent,5.202,3.017,1.724,1.74976,100.3,bangBang,3.02,1.73,0,0.000000
418.002,timerEvent,5.202,3.017,1.724,1.74976,100.3,bangBang,3.02,1.73,0,0.000000
420.001,timerEvent,5.185,3.007,1.724,1.74397,99.2,bangBang,3.01,1.73,0,0.000000
422.001,timerEvent,107.002,13.847,7.728,1.79187,108.4,bangBang,13.90,7.73,0,0.000000
424.002,timerEvent,5.141,3.017,1.704,1.77037,104.3,bangBang,3.02,1.71,0,0.000000
426.001,timerEvent,5.155,3.007,1.714,1.75418,101.2,bangBang,3.01,1.72,0,0.000000
428.001,timerEvent,5.155,3.007,1.714,1.75418,101.2,bangBang,3.01,1.72,0,0.000000
430.002,timerEvent,5.155,3.007,1.714,1.75418,101.2,bangBang,3.01,1.72,0,0.000000
432.002,timerEvent,5.172,3.017,1.714,1.76001,102.3,bangBang,3.02,1.72,0,0.000000
434.001,timerEvent,5.185,3.007,1.724,1.74397,99.2,bangBang,3.01,1.73,0,0.000000
436.001,timerEvent,106.863,13.847,7.718,1.79420,108.8,bangBang,13.90,7.72,0,0.000000
438.002,timerEvent,5.111,3.017,1.694,1.78086,106.3,bangBang,3.02,1.70,0,0.000000
440.002,timerEvent,5.124,3.007,1.704,1.76451,103.1,bangBang,3.01,1.71,0,0.000000
442.001,timerEvent,5.155,3.007,1.714,1.75418,101.2,bangBang,3.01,1.72,0,0.000000
444.001,timerEvent,5.155,3.007,1.714,1.75418,101.2,bangBang,3.01,1.72,0,0.000000
446.001,timerEvent,5.155,3.007,1.714,1.75418,101.2,bangBang,3.01,1.72,0,0.000000
448.001,timerEvent,5.155,3.007,1.714,1.75418,101.2,bangBang,3.01,1.72,0,0.000000
450.001,timerEvent,5.155,3.007,1.714,1.75418,101.2,bangBang,3.01,1.72,0,0.000000
452.002,timerEvent,5.185,3.007,1.724,1.74397,99.2,bangBang,3.01,1.73,0,0.000000
454.001,timerEvent,106.863,13.847,7.718,1.79420,108.8,bangBang,13.90,7.72,0,0.000000
456.001,timerEvent,17.361,5.556,3.125,1.77817,105.8,steady,5.57,3.13,0,0.000000
458.001,timerEvent,17.182,5.516,3.115,1.77108,104.4,steady,5.53,3.12,0,-0.007083
460.001,timerEvent,17.182,5.516,3.115,1.77108,104.4,steady,5.53,3.12,0,-0.006375
462.001,timerEvent,17.182,5.516,3.115,1.77108,104.4,steady,5.53,3.12,0,-0.005737
464.001,timerEvent,17.182,5.516,3.115,1.77108,104.4,steady,5.53,3.12,0,-0.005163
466.001,timerEvent,17.182,5.516,3.115,1.77108,104.4,steady,5.53,3.12,0,-0.004647
468.001,timerEvent,17.182,5.516,3.115,1.77108,104.4,steady,5.53,3.12,0,-0.004182
470.001,timerEvent,17.182,5.516,3.115,1.77108,104.4,steady,5.53,3.12,0,-0.003764
472.002,timerEvent,17.182,5.516,3.115,1.77108,104.4,steady,5.53,3.12,0,-0.003388
474.002,timerEvent,17.182,5.516,3.115,1.77108,104.4,steady,5.53,3.12,0,-0.003049
476.001,timerEvent,17.182,5.516,3.115,1.77108,104.4,steady,5.53,3.12,0,-0.002744
478.002,timerEvent,17.182,5.516,3.115,1.77108,104.4,steady,5.53,3.12,0,-0.002470
480.002,timerEvent,17.182,5.516,3.115,1.77108,104.4,steady,5.53,3.12,0,-0.002223
482.001,timerEvent,17.182,5.516,3.115,1.77108,104.4,steady,5.53,3.12,0,-0.002000
484.001,timerEvent,17.182,5.516,3.115,1.77108,104.4,steady,5.53,3.12,0,-0.001800
486.001,timerEvent,17.182,5.516,3.115,1.77108,104.4,steady,5.53,3.12,0,-0.001620
488.001,timerEvent,17.182,5.516,3.115,1.77108,104.4,steady,5.53,3.12,0,-0.001458
490.002,timerEvent,17.182,5.516,3.115,1.77108,104.4,steady,5.53,3.12,0,-0.001312
492.002,timerEvent,17.182,5.516,3.115,1.77108,104.4,steady,5.53,3.12,0,-0.001181
494.001,timerEvent,17.182,5.516,3.115,1.77108,104.4,steady,5.53,3.12,0,-0.001063
496.001,timerEvent,17.182,5.516,3.115,1.77108,104.4,steady,5.53,3.12,0,-0.000957
498.002,timerEvent,17.182,5.516,3.115,1.77108,104.4,steady,5.53,3.12,0,-0.000861
500.001,timerEvent,17.182,5.516,3.115,1.77108,104.4,steady,5.53,3.12,0,-0.000775
502.002,timerEvent,17.182,5.516,3.115,1.77108,104.4,steady,5.53,3.12,0,-0.000698
504.002,timerEvent,17.182,5.516,3.115,1.77108,104.4,steady,5.53,3.12,0,-0.000628
506.001,timerEvent,17.182,5.516,3.115,1.77108,104.4,steady,5.53,3.12,0,-0.000565
508.001,timerEvent,17.182,5.516,3.115,1.77108,104.4,steady,5.53,3.12,0,-0.000508
510.002,timerEvent,17.182,5.516,3.115,1.77108,104.4,steady,5.53,3.12,0,-0.000458
512.002,timerEvent,17.182,5.516,3.115,1.77108,104.4,steady,5.53,3.12,0,-0.000412
514.001,timerEvent,17.182,5.516,3.115,1.77108,104.4,steady,5.53,3.12,0,-0.000371
516.001,timerEvent,17.182,5.516,3.115,1.77108,104.4,steady,5.53,3.12,0,-0.000334
518.002,timerEvent,17.182,5.516,3.115,1.77108,104.4,steady,5.53,3.12,0,-0.000300
520.001,timerEvent,17.182,5.516,3.115,1.77108,104.4,steady,5.53,3.12,0,-0.000270
522.001,timerEvent,17.182,5.516,3.115,1.77108,104.4,steady,5.53,3.12,0,-0.000243
524.001,timerEvent,17.182,5.516,3.115,1.77108,104.4,steady,5.53,3.12,0,-0.000219
526.001,timerEvent,17.182,5.516,3.115,1.77108,104.4,steady,5.53,3.12,0,-0.000197
528.001,timerEvent,17.182,5.516,3.115,1.77108,104.4,steady,5.53,3.12,0,-0.000177
530.002,timerEvent,17.182,5.516,3.115,1.77108,104.4,steady,5.53,3.12,0,-0.000160
532.001,timerEvent,17.182,5.516,3.115,1.77108,104.4,steady,5.53,3.12,0,-0.000144
534.001,timerEvent,17.182,5.516,3.115,1.77108,104.4,steady,5.53,3.12,0,-0.000129
536.002,timerEvent,17.182,5.516,3.115,1.77108,104.4,steady,5.53,3.12,0,-0.000116
538.001,timerEvent,17.182,5.516,3.115,1.77108,104.4,steady,5.53,3.12,0,-0.000105
540.001,timerEvent,17.182,5.516,3.115,1.77108,104.4,steady,5.53,3.12,1,-0.000094
