now,event,power,voltage,current,resistance,temperature,stage,raw-voltage,raw-current,steady-state-count,filtered-delta,sample-count
742.001,timerEvent,9.996,4.056,2.465,1.64555,80.0,steady,4.06,2.47,0,-0.002155,0
744.001,timerEvent,9.996,4.056,2.465,1.64555,80.0,steady,4.06,2.47,0,-0.001940,0
746.001,timerEvent,9.996,4.056,2.465,1.64555,80.0,steady,4.06,2.47,0,-0.001746,0
748.001,timerEvent,9.996,4.056,2.465,1.64555,80.0,steady,4.06,2.47,0,-0.001571,0
750.001,timerEvent,9.996,4.056,2.465,1.64555,80.0,steady,4.06,2.47,0,-0.001414,0
752.001,timerEvent,9.996,4.056,2.465,1.64555,80.0,steady,4.06,2.47,0,-0.001273,0
754.001,timerEvent,9.996,4.056,2.465,1.64555,80.0,steady,4.06,2.47,0,-0.001145,0
756.002,timerEvent,9.996,4.056,2.465,1.64555,80.0,steady,4.06,2.47,0,-0.001031,0
758.002,timerEvent,9.996,4.056,2.465,1.64555,80.0,steady,4.06,2.47,0,-0.000928,0
760.002,timerEvent,9.996,4.056,2.465,1.64555,80.0,steady,4.06,2.47,0,-0.000835,0
762.001,timerEvent,9.996,4.056,2.465,1.64555,80.0,steady,4.06,2.47,0,-0.000751,0
764.001,timerEvent,9.996,4.056,2.465,1.64555,80.0,steady,4.06,2.47,0,-0.000676,0
766.001,timerEvent,9.996,4.056,2.465,1.64555,80.0,steady,4.06,2.47,0,-0.000609,0
768.001,timerEvent,9.996,4.056,2.465,1.64555,80.0,steady,4.06,2.47,0,-0.000548,0
770.002,timerEvent,9.996,4.056,2.465,1.64555,80.0,steady,4.06,2.47,0,-0.000493,0
772.002,timerEvent,9.996,4.056,2.465,1.64555,80.0,steady,4.06,2.47,0,-0.000444,0
774.001,timerEvent,9.996,4.056,2.465,1.64555,80.0,steady,4.06,2.47,0,-0.000399,0
776.002,timerEvent,9.996,4.056,2.465,1.64555,80.0,steady,4.06,2.47,0,-0.000359,0
778.001,timerEvent,9.996,4.056,2.465,1.64555,80.0,steady,4.06,2.47,0,-0.000323,0
780.002,timerEvent,9.996,4.056,2.465,1.64555,80.0,steady,4.06,2.47,0,-0.000291,0
782.002,timerEvent,9.996,4.056,2.465,1.64555,80.0,steady,4.06,2.47,0,-0.000262,0
784.001,timerEvent,9.996,4.056,2.465,1.64555,80.0,steady,4.06,2.47,0,-0.000236,0
786.002,timerEvent,9.996,4.056,2.465,1.64555,80.0,steady,4.06,2.47,0,-0.000212,0
788.002,timerEvent,9.996,4.056,2.465,1.64555,80.0,steady,4.06,2.47,0,-0.000191,0
790.001,timerEvent,9.996,4.056,2.465,1.64555,80.0,steady,4.06,2.47,0,-0.000172,0
792.002,timerEvent,9.996,4.056,2.465,1.64555,80.0,steady,4.06,2.47,0,-0.000155,0
794.002,timerEvent,9.996,4.056,2.465,1.64555,80.0,steady,4.06,2.47,0,-0.000139,0
796.001,timerEvent,9.996,4.056,2.465,1.64555,80.0,steady,4.06,2.47,0,-0.000125,0
798.001,timerEvent,10.036,4.056,2.475,1.63890,78.7,steady,4.06,2.48,0,-0.000778,0
800.002,timerEvent,9.971,4.046,2.465,1.64153,79.2,steady,4.05,2.47,0,-0.000438,0
802.002,timerEvent,9.996,4.056,2.465,1.64555,80.0,steady,4.06,2.47,1,0.000009,0
804.002,timerEvent,9.996,4.056,2.465,1.64555,80.0,steady,4.06,2.47,2,0.000008,0
806.002,timerEvent,9.996,4.056,2.465,1.64555,80.0,steady,4.06,2.47,3,0.000007,0
808.002,timerEvent,9.996,4.056,2.465,1.64555,80.0,steady,4.06,2.47,4,0.000006,0
810.001,timerEvent,9.996,4.056,2.465,1.64555,80.0,steady,4.06,2.47,5,0.000006,0
812.001,timerEvent,9.996,4.056,2.465,1.64555,80.0,steady,4.06,2.47,6,0.000005,0
814.001,timerEvent,9.996,4.056,2.465,1.64555,80.0,steady,4.06,2.47,7,0.000005,0
816.001,timerEvent,10.036,4.056,2.475,1.63890,78.7,steady,4.06,2.48,0,-0.000661,0
818.001,timerEvent,9.971,4.046,2.465,1.64153,79.2,steady,4.05,2.47,0,-0.000332,0
820.002,timerEvent,10.036,4.056,2.475,1.63890,78.7,steady,4.06,2.48,0,-0.000562,0
822.001,timerEvent,9.971,4.046,2.465,1.64153,79.2,steady,4.05,2.47,0,-0.000243,0
824.001,timerEvent,9.996,4.056,2.465,1.64555,80.0,steady,4.06,2.47,0,0.000184,0
826.002,timerEvent,10.036,4.056,2.475,1.63890,78.7,steady,4.06,2.48,0,-0.000499,0
828.001,timerEvent,9.971,4.046,2.465,1.64153,79.2,steady,4.05,2.47,0,-0.000187,0
830.001,timerEvent,10.036,4.056,2.475,1.63890,78.7,steady,4.06,2.48,0,-0.000431,0
832.001,timerEvent,9.971,4.046,2.465,1.64153,79.2,steady,4.05,2.47,0,-0.000125,0
834.002,timerEvent,10.036,4.056,2.475,1.63890,78.7,steady,4.06,2.48,0,-0.000375,0
836.001,timerEvent,9.971,4.046,2.465,1.64153,79.2,steady,4.05,2.47,1,-0.000075,0
838.002,timerEvent,10.036,4.056,2.475,1.63890,78.7,steady,4.06,2.48,0,-0.000330,0
840.002,timerEvent,9.971,4.046,2.465,1.64153,79.2,steady,4.05,2.47,1,-0.000035,0
842.001,timerEvent,10.036,4.056,2.475,1.63890,78.7,steady,4.06,2.48,0,-0.000294,0
844.001,timerEvent,9.971,4.046,2.465,1.64153,79.2,steady,4.05,2.47,1,-0.000002,0
846.001,timerEvent,10.036,4.056,2.475,1.63890,78.7,steady,4.06,2.48,0,-0.000264,0
848.002,timerEvent,9.971,4.046,2.465,1.64153,79.2,steady,4.05,2.47,1,0.000025,0
850.002,timerEvent,10.036,4.056,2.475,1.63890,78.7,steady,4.06,2.48,0,-0.000240,0
852.002,timerEvent,9.971,4.046,2.465,1.64153,79.2,steady,4.05,2.47,1,0.000046,0
854.001,timerEvent,10.036,4.056,2.475,1.63890,78.7,steady,4.06,2.48,0,-0.000221,0
856.001,timerEvent,9.971,4.046,2.465,1.64153,79.2,steady,4.05,2.47,1,0.000064,0
858.002,timerEvent,10.036,4.056,2.475,1.63890,78.7,steady,4.06,2.48,0,-0.000205,0
860.001,timerEvent,9.971,4.046,2.465,1.64153,79.2,steady,4.05,2.47,1,0.000078,0
862.001,timerEvent,10.036,4.056,2.475,1.63890,78.7,steady,4.06,2.48,0,-0.000192,0
864.002,timerEvent,9.971,4.046,2.465,1.64153,79.2,steady,4.05,2.47,1,0.000089,0
866.001,timerEvent,10.036,4.056,2.475,1.63890,78.7,steady,4.06,2.48,0,-0.000182,0
868.001,timerEvent,9.971,4.046,2.465,1.64153,79.2,steady,4.05,2.47,1,0.000099,0
870.002,timerEvent,10.036,4.056,2.475,1.63890,78.7,steady,4.06,2.48,0,-0.000174,0
872.002,timerEvent,9.971,4.046,2.465,1.64153,79.2,steady,4.05,2.47,0,0.000106,0
874.001,timerEvent,10.036,4.056,2.475,1.63890,78.7,steady,4.06,2.48,0,-0.000167,0
876.002,timerEvent,9.971,4.046,2.465,1.64153,79.2,steady,4.05,2.47,0,0.000112,0
878.001,timerEvent,10.036,4.056,2.475,1.63890,78.7,steady,4.06,2.48,0,-0.000161,0
880.002,timerEvent,9.971,4.046,2.465,1.64153,79.2,steady,4.05,2.47,0,0.000117,0
882.002,timerEvent,10.036,4.056,2.475,1.63890,78.7,steady,4.06,2.48,0,-0.000157,0
884.002,timerEvent,9.971,4.046,2.465,1.64153,79.2,steady,4.05,2.47,0,0.000121,0
886.001,timerEvent,10.036,4.056,2.475,1.63890,78.7,steady,4.06,2.48,0,-0.000153,0
888.002,timerEvent,9.971,4.046,2.465,1.64153,79.2,steady,4.05,2.47,0,0.000124,0
890.001,timerEvent,10.036,4.056,2.475,1.63890,78.7,steady,4.06,2.48,0,-0.000151,0
892.002,timerEvent,9.971,4.046,2.465,1.64153,79.2,steady,4.05,2.47,0,0.000127,0
894.001,timerEvent,10.036,4.056,2.475,1.63890,78.7,steady,4.06,2.48,0,-0.000148,0
896.002,timerEvent,9.971,4.046,2.465,1.64153,79.2,steady,4.05,2.47,0,0.000129,0
898.001,timerEvent,10.036,4.056,2.475,1.63890,78.7,steady,4.06,2.48,0,-0.000146,0
900.001,timerEvent,9.971,4.046,2.465,1.64153,79.2,steady,4.05,2.47,0,0.000131,0
902.001,timerEvent,10.036,4.056,2.475,1.63890,78.7,steady,4.06,2.48,0,-0.000145,0
904.001,timerEvent,9.971,4.046,2.465,1.64153,79.2,steady,4.05,2.47,0,0.000132,0
906.001,timerEvent,10.036,4.056,2.475,1.63890,78.7,steady,4.06,2.48,0,-0.000143,0
908.002,timerEvent,9.971,4.046,2.465,1.64153,79.2,steady,4.05,2.47,0,0.000133,0
910.002,timerEvent,10.036,4.056,2.475,1.63890,78.7,steady,4.06,2.48,0,-0.000142,0
912.001,timerEvent,9.971,4.046,2.465,1.64153,79.2,steady,4.05,2.47,0,0.000134,0
914.001,timerEvent,10.036,4.056,2.475,1.63890,78.7,steady,4.06,2.48,0,-0.000142,0
916.002,timerEvent,9.971,4.046,2.465,1.64153,79.2,steady,4.05,2.47,0,0.000135,0
918.000,timerEvent,10.036,4.056,2.475,1.63890,78.7,steady,4.06,2.48,0,-0.000141,0
920.002,timerEvent,9.971,4.046,2.465,1.64153,79.2,steady,4.05,2.47,0,0.000136,0
922.001,timerEvent,10.036,4.056,2.475,1.63890,78.7,steady,4.06,2.48,0,-0.000140,0
924.001,timerEvent,9.971,4.046,2.465,1.64153,79.2,steady,4.05,2.47,0,0.000136,0
926.001,timerEvent,10.036,4.056,2.475,1.63890,78.7,steady,4.06,2.48,0,-0.000140,0
928.002,timerEvent,9.971,4.046,2.465,1.64153,79.2,steady,4.05,2.47,0,0.000136,0
930.001,timerEvent,10.036,4.056,2.475,1.63890,78.7,steady,4.06,2.48,0,-0.000140,0
932.002,timerEvent,9.971,4.046,2.465,1.64153,79.2,steady,4.05,2.47,0,0.000137,0
934.001,timerEvent,10.036,4.056,2.475,1.63890,78.7,steady,4.06,2.48,0,-0.000139,0
936.002,timerEvent,9.971,4.046,2.465,1.64153,79.2,steady,4.05,2.47,0,0.000137,0
938.001,timerEvent,10.036,4.056,2.475,1.63890,78.7,steady,4.06,2.48,0,-0.000139,0
940.002,timerEvent,9.971,4.046,2.465,1.64153,79.2,steady,4.05,2.47,0,0.000137,0
942.002,timerEvent,10.036,4.056,2.475,1.63890,78.7,steady,4.06,2.48,0,-0.000139,0
944.002,timerEvent,9.971,4.046,2.465,1.64153,79.2,steady,4.05,2.47,0,0.000137,0
946.001,timerEvent,10.036,4.056,2.475,1.63890,78.7,steady,4.06,2.48,0,-0.000139,0
948.001,timerEvent,9.971,4.046,2.465,1.64153,79.2,steady,4.05,2.47,0,0.000138,0
950.001,timerEvent,10.036,4.056,2.475,1.63890,78.7,steady,4.06,2.48,0,-0.000139,0
952.001,timerEvent,9.971,4.046,2.465,1.64153,79.2,steady,4.05,2.47,0,0.000138,0
954.000,timerEvent,10.036,4.056,2.475,1.63890,78.7,steady,4.06,2.48,0,-0.000139,0
956.002,timerEvent,9.971,4.046,2.465,1.64153,79.2,steady,4.05,2.47,0,0.000138,0
958.001,timerEvent,10.061,4.066,2.475,1.64291,79.5,steady,4.07,2.48,0,0.000263,0
960.001,timerEvent,10.036,4.056,2.475,1.63890,78.7,steady,4.06,2.48,0,-0.000165,0
962.001,timerEvent,9.971,4.046,2.465,1.64153,79.2,steady,4.05,2.47,0,0.000114,0
964.001,timerEvent,10.036,4.056,2.475,1.63890,78.7,steady,4.06,2.48,0,-0.000160,0
966.001,timerEvent,9.971,4.046,2.465,1.64153,79.2,steady,4.05,2.47,0,0.000119,0
968.001,timerEvent,10.061,4.066,2.475,1.64291,79.5,steady,4.07,2.48,0,0.000245,0
970.001,timerEvent,10.036,4.056,2.475,1.63890,78.7,steady,4.06,2.48,0,-0.000180,0
972.001,timerEvent,9.971,4.046,2.465,1.64153,79.2,steady,4.05,2.47,0,0.000100,0
974.001,timerEvent,10.036,4.056,2.475,1.63890,78.7,steady,4.06,2.48,0,-0.000172,0
976.001,timerEvent,9.971,4.046,2.465,1.64153,79.2,steady,4.05,2.47,0,0.000108,0
978.001,timerEvent,10.036,4.056,2.475,1.63890,78.7,steady,4.06,2.48,0,-0.000166,0
980.001,timerEvent,9.971,4.046,2.465,1.64153,79.2,steady,4.05,2.47,0,0.000113,0
982.002,timerEvent,10.036,4.056,2.475,1.63890,78.7,steady,4.06,2.48,0,-0.000160,0
984.001,timerEvent,9.971,4.046,2.465,1.64153,79.2,steady,4.05,2.47,0,0.000118,0
986.002,timerEvent,10.036,4.056,2.475,1.63890,78.7,steady,4.06,2.48,0,-0.000156,0
988.001,timerEvent,9.971,4.046,2.465,1.64153,79.2,steady,4.05,2.47,0,0.000122,0
990.001,timerEvent,10.036,4.056,2.475,1.63890,78.7,steady,4.06,2.48,0,-0.000153,0
992.002,timerEvent,9.971,4.046,2.465,1.64153,79.2,steady,4.05,2.47,0,0.000125,0
994.002,timerEvent,10.036,4.056,2.475,1.63890,78.7,steady,4.06,2.48,0,-0.000150,0
996.002,timerEvent,9.971,4.046,2.465,1.64153,79.2,steady,4.05,2.47,0,0.000127,0
998.002,timerEvent,10.036,4.056,2.475,1.63890,78.7,steady,4.06,2.48,0,-0.000148,0
1000.000,timerEvent,9.971,4.046,2.465,1.64153,79.2,steady,4.05,2.47,0,0.000129,0
1002.002,timerEvent,10.036,4.056,2.475,1.63890,78.7,steady,4.06,2.48,0,-0.000146,0
1004.001,timerEvent,9.971,4.046,2.465,1.64153,79.2,steady,4.05,2.47,0,0.000131,0
1006.001,timerEvent,10.036,4.056,2.475,1.63890,78.7,steady,4.06,2.48,0,-0.000144,0
1008.001,timerEvent,9.971,4.046,2.465,1.64153,79.2,steady,4.05,2.47,0,0.000132,0
1010.001,timerEvent,10.036,4.056,2.475,1.63890,78.7,steady,4.06,2.48,0,-0.000143,0
1012.001,timerEvent,9.971,4.046,2.465,1.64153,79.2,steady,4.05,2.47,0,0.000134,0
1014.002,timerEvent,10.036,4.056,2.475,1.63890,78.7,steady,4.06,2.48,0,-0.000142,0
1016.002,timerEvent,9.971,4.046,2.465,1.64153,79.2,steady,4.05,2.47,0,0.000134,0
1018.001,timerEvent,10.036,4.056,2.475,1.63890,78.7,steady,4.06,2.48,0,-0.000141,0
1020.001,timerEvent,9.971,4.046,2.465,1.64153,79.2,steady,4.05,2.47,0,0.000135,0
1022.002,timerEvent,10.036,4.056,2.475,1.63890,78.7,steady,4.06,2.48,0,-0.000141,0
1024.001,timerEvent,9.971,4.046,2.465,1.64153,79.2,steady,4.05,2.47,0,0.000136,0
1026.001,timerEvent,10.036,4.056,2.475,1.63890,78.7,steady,4.06,2.48,0,-0.000140,0
1028.002,timerEvent,9.971,4.046,2.465,1.64153,79.2,steady,4.05,2.47,0,0.000136,0
1030.002,timerEvent,10.036,4.056,2.475,1.63890,78.7,steady,4.06,2.48,0,-0.000140,0
1032.002,timerEvent,9.971,4.046,2.465,1.64153,79.2,steady,4.05,2.47,0,0.000137,0
1034.002,timerEvent,10.036,4.056,2.475,1.63890,78.7,steady,4.06,2.48,0,-0.000140,0
1036.001,timerEvent,9.971,4.046,2.465,1.64153,79.2,steady,4.05,2.47,0,0.000137,0
1038.001,timerEvent,10.036,4.056,2.475,1.63890,78.7,steady,4.06,2.48,0,-0.000139,0
1040.001,timerEvent,9.971,4.046,2.465,1.64153,79.2,steady,4.05,2.47,0,0.000137,0
1042.001,timerEvent,10.036,4.056,2.475,1.63890,78.7,steady,4.06,2.48,0,-0.000139,0
1044.001,timerEvent,9.971,4.046,2.465,1.64153,79.2,steady,4.05,2.47,0,0.000137,0
1046.001,timerEvent,10.036,4.056,2.475,1.63890,78.7,steady,4.06,2.48,0,-0.000139,0
1048.002,timerEvent,9.971,4.046,2.465,1.64153,79.2,steady,4.05,2.47,0,0.000137,0
1050.000,timerEvent,10.036,4.056,2.475,1.63890,78.7,steady,4.06,2.48,0,-0.000139,0
1052.001,timerEvent,9.971,4.046,2.465,1.64153,79.2,steady,4.05,2.47,0,0.000138,0
1054.000,timerEvent,10.036,4.056,2.475,1.63890,78.7,steady,4.06,2.48,0,-0.000139,0
1056.001,timerEvent,10.012,4.046,2.475,1.63489,78.0,steady,4.05,2.48,0,-0.000526,0
1058.001,timerEvent,9.971,4.046,2.465,1.64153,79.2,steady,4.05,2.47,0,0.000190,0
1060.002,timerEvent,10.036,4.056,2.475,1.63890,78.7,steady,4.06,2.48,1,-0.000091,0
1062.001,timerEvent,9.971,4.046,2.465,1.64153,79.2,steady,4.05,2.47,0,0.000180,0
1064.001,timerEvent,10.036,4.056,2.475,1.63890,78.7,steady,4.06,2.48,0,-0.000100,0
1066.002,timerEvent,9.971,4.046,2.465,1.64153,79.2,steady,4.05,2.47,0,0.000172,0
1068.000,timerEvent,10.036,4.056,2.475,1.63890,78.7,steady,4.06,2.48,0,-0.000107,0
1070.001,timerEvent,9.971,4.046,2.465,1.64153,79.2,steady,4.05,2.47,0,0.000166,0
1072.002,timerEvent,10.036,4.056,2.475,1.63890,78.7,steady,4.06,2.48,0,-0.000113,0
1074.001,timerEvent,9.971,4.046,2.465,1.64153,79.2,steady,4.05,2.47,0,0.000161,0
1076.001,timerEvent,10.036,4.056,2.475,1.63890,78.7,steady,4.06,2.48,0,-0.000118,0
1078.002,timerEvent,9.971,4.046,2.465,1.64153,79.2,steady,4.05,2.47,0,0.000156,0
1080.001,timerEvent,10.036,4.056,2.475,1.63890,78.7,steady,4.06,2.48,0,-0.000122,0
1082.002,timerEvent,9.971,4.046,2.465,1.64153,79.2,steady,4.05,2.47,0,0.000153,0
1084.002,timerEvent,10.036,4.056,2.475,1.63890,78.7,steady,4.06,2.48,0,-0.000125,0
1086.001,timerEvent,9.971,4.046,2.465,1.64153,79.2,steady,4.05,2.47,0,0.000150,0
1088.002,timerEvent,10.036,4.056,2.475,1.63890,78.7,steady,4.06,2.48,0,-0.000127,0
1090.002,timerEvent,10.012,4.046,2.475,1.63489,78.0,steady,4.05,2.48,0,-0.000516,0
1092.001,timerEvent,10.012,4.046,2.475,1.63489,78.0,steady,4.05,2.48,0,-0.000464,0
1094.001,timerEvent,10.012,4.046,2.475,1.63489,78.0,steady,4.05,2.48,0,-0.000418,0
1096.001,timerEvent,9.971,4.046,2.465,1.64153,79.2,steady,4.05,2.47,0,0.000288,0
1098.001,timerEvent,10.036,4.056,2.475,1.63890,78.7,steady,4.06,2.48,1,-0.000004,0
