now,event,power,voltage,current,resistance,temperature,stage,raw-voltage,raw-current,steady-state-count,filtered-delta,sample-count,transition-count
86.001,timerEvent,2.491,2.004,1.243,1.61225,75.2,bangBang,2.00,1.25,0,0.000000,0,13
88.001,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,0,13
90.001,timerEvent,2.491,2.004,1.243,1.61225,75.2,bangBang,2.00,1.25,0,0.000000,0,13
92.001,timerEvent,2.524,2.014,1.253,1.60727,74.2,bangBang,2.01,1.26,0,0.000000,0,13
94.002,timerEvent,106.271,13.252,8.019,1.65260,82.9,bangBang,13.30,8.02,0,0.000000,0,14
96.001,timerEvent,2.483,2.014,1.233,1.63342,79.3,bangBang,2.01,1.24,0,0.000000,0,15
98.001,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,0,15
100.001,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,0,15
102.002,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,0,15
104.001,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,0,15
106.001,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,0,15
108.002,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,0,15
110.001,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,0,15
112.001,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,0,15
114.002,timerEvent,2.524,2.014,1.253,1.60727,74.2,bangBang,2.01,1.26,0,0.000000,0,15
116.002,timerEvent,106.271,13.252,8.019,1.65260,82.9,bangBang,13.30,8.02,0,0.000000,1,16
118.001,timerEvent,2.483,2.014,1.233,1.63342,79.3,bangBang,2.01,1.24,0,0.000000,2,17
120.002,timerEvent,2.483,2.014,1.233,1.63342,79.3,bangBang,2.01,1.24,0,0.000000,3,17
122.001,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,4,17
124.001,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,5,17
126.001,timerEvent,2.491,2.004,1.243,1.61225,75.2,bangBang,2.00,1.25,0,0.000000,6,17
128.001,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,7,17
130.001,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,8,17
132.002,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,9,17
134.002,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,10,17
136.001,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,11,17
138.001,timerEvent,2.524,2.014,1.253,1.60727,74.2,bangBang,2.01,1.26,0,0.000000,12,17
140.002,timerEvent,106.137,13.252,8.009,1.65467,83.3,bangBang,13.30,8.01,0,0.000000,13,18
142.002,timerEvent,2.483,2.014,1.233,1.63342,79.3,bangBang,2.01,1.24,0,0.000000,14,19
144.001,timerEvent,2.483,2.014,1.233,1.63342,79.3,bangBang,2.01,1.24,0,0.000000,15,19
146.001,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,16,19
148.002,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,17,19
150.001,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,18,19
152.001,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,19,19
154.002,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,20,19
156.001,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,21,19
158.001,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,22,19
160.002,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,23,19
162.001,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,24,19
164.001,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,25,19
166.002,timerEvent,2.524,2.014,1.253,1.60727,74.2,bangBang,2.01,1.26,0,0.000000,26,19
168.001,timerEvent,106.271,13.252,8.019,1.65260,82.9,bangBang,13.30,8.02,0,0.000000,27,20
170.001,timerEvent,2.483,2.014,1.233,1.63342,79.3,bangBang,2.01,1.24,0,0.000000,28,21
172.002,timerEvent,2.483,2.014,1.233,1.63342,79.3,bangBang,2.01,1.24,0,0.000000,29,21
174.001,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,30,21
176.001,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,31,21
178.001,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,32,21
180.002,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,33,21
182.001,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,34,21
184.001,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,35,21
186.002,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,36,21
188.002,timerEvent,2.524,2.014,1.253,1.60727,74.2,bangBang,2.01,1.26,0,0.000000,37,21
190.001,timerEvent,106.137,13.252,8.009,1.65467,83.3,bangBang,13.30,8.01,0,0.000000,38,22
192.001,timerEvent,2.483,2.014,1.233,1.63342,79.3,bangBang,2.01,1.24,0,0.000000,39,23
194.001,timerEvent,2.483,2.014,1.233,1.63342,79.3,bangBang,2.01,1.24,0,0.000000,40,23
196.001,timerEvent,2.483,2.014,1.233,1.63342,79.3,bangBang,2.01,1.24,0,0.000000,41,23
198.001,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,42,23
200.001,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,43,23
202.002,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,44,23
204.002,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,45,23
206.001,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,46,23
208.002,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,47,23
210.002,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,48,23
212.002,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,49,23
214.001,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,50,23
216.002,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,51,23
218.001,timerEvent,2.524,2.014,1.253,1.60727,74.2,bangBang,2.01,1.26,0,0.000000,52,23
220.001,timerEvent,106.112,13.232,8.019,1.65013,82.5,bangBang,13.28,8.02,0,0.000000,53,24
222.001,timerEvent,2.483,2.014,1.233,1.63342,79.3,bangBang,2.01,1.24,0,0.000000,54,25
224.002,timerEvent,2.483,2.014,1.233,1.63342,79.3,bangBang,2.01,1.24,0,0.000000,55,25
226.001,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,56,25
228.001,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,57,25
230.001,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,58,25
232.001,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,59,25
234.001,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,60,25
236.001,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,61,25
238.002,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,62,25
240.001,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,63,25
242.001,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,64,25
244.002,timerEvent,2.511,2.004,1.253,1.59934,72.7,bangBang,2.00,1.26,0,0.000000,65,25
246.001,timerEvent,105.554,13.213,7.989,1.65388,83.2,bangBang,13.26,7.99,0,0.000000,66,26
248.001,timerEvent,2.483,2.014,1.233,1.63342,79.3,bangBang,2.01,1.24,0,0.000000,67,27
250.001,timerEvent,2.483,2.014,1.233,1.63342,79.3,bangBang,2.01,1.24,0,0.000000,68,27
252.001,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,69,27
254.001,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,70,27
256.001,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,71,27
258.002,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,72,27
260.001,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,73,27
262.001,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,74,27
264.001,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,75,27
266.001,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,76,27
268.001,timerEvent,2.524,2.014,1.253,1.60727,74.2,bangBang,2.01,1.26,0,0.000000,77,27
270.002,timerEvent,106.537,13.252,8.039,1.64847,82.2,bangBang,13.30,8.04,0,0.000000,78,28
272.001,timerEvent,2.463,2.014,1.223,1.64681,81.8,bangBang,2.01,1.23,0,0.000000,79,29
274.001,timerEvent,2.483,2.014,1.233,1.63342,79.3,bangBang,2.01,1.24,0,0.000000,80,29
276.002,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,81,29
278.001,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,82,29
280.002,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,83,29
282.002,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,84,29
284.001,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,85,29
286.001,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,86,29
288.001,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,87,29
290.002,timerEvent,2.491,2.004,1.243,1.61225,75.2,bangBang,2.00,1.25,0,0.000000,88,29
292.001,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,89,29
294.001,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,90,29
296.001,timerEvent,2.524,2.014,1.253,1.60727,74.2,bangBang,2.01,1.26,0,0.000000,91,29
298.001,timerEvent,106.112,13.232,8.019,1.65013,82.5,bangBang,13.28,8.02,0,0.000000,92,30
300.002,timerEvent,2.463,2.014,1.223,1.64681,81.8,bangBang,2.01,1.23,0,0.000000,93,31
302.002,timerEvent,2.483,2.014,1.233,1.63342,79.3,bangBang,2.01,1.24,0,0.000000,94,31
304.001,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,95,31
306.002,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,96,31
308.001,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,97,31
310.002,timerEvent,2.491,2.004,1.243,1.61225,75.2,bangBang,2.00,1.25,0,0.000000,98,31
312.001,timerEvent,2.491,2.004,1.243,1.61225,75.2,bangBang,2.00,1.25,0,0.000000,99,31
314.001,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,100,31
316.002,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,101,31
318.002,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,102,31
320.001,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,103,31
322.001,timerEvent,2.524,2.014,1.253,1.60727,74.2,bangBang,2.01,1.26,0,0.000000,104,31
324.002,timerEvent,106.137,13.252,8.009,1.65467,83.3,bangBang,13.30,8.01,0,0.000000,105,32
326.001,timerEvent,2.483,2.014,1.233,1.63342,79.3,bangBang,2.01,1.24,0,0.000000,106,33
328.002,timerEvent,2.483,2.014,1.233,1.63342,79.3,bangBang,2.01,1.24,0,0.000000,107,33
330.001,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,108,33
332.001,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,109,33
334.001,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,110,33
336.001,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,111,33
338.001,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,112,33
340.002,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,113,33
342.001,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,114,33
344.001,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,115,33
346.001,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,116,33
348.001,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,117,33
350.002,timerEvent,2.524,2.014,1.253,1.60727,74.2,bangBang,2.01,1.26,0,0.000000,118,33
352.001,timerEvent,106.137,13.252,8.009,1.65467,83.3,bangBang,13.30,8.01,0,0.000000,119,34
354.002,timerEvent,2.483,2.014,1.233,1.63342,79.3,bangBang,2.01,1.24,0,0.000000,120,35
356.001,timerEvent,2.483,2.014,1.233,1.63342,79.3,bangBang,2.01,1.24,0,0.000000,121,35
358.001,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,122,35
360.002,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,123,35
362.002,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,124,35
364.001,timerEvent,2.491,2.004,1.243,1.61225,75.2,bangBang,2.00,1.25,0,0.000000,125,35
366.001,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,126,35
368.001,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,127,35
370.002,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,128,35
372.001,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,129,35
374.001,timerEvent,2.524,2.014,1.253,1.60727,74.2,bangBang,2.01,1.26,0,0.000000,130,35
376.001,timerEvent,106.137,13.252,8.009,1.65467,83.3,bangBang,13.30,8.01,0,0.000000,131,36
378.002,timerEvent,2.463,2.014,1.223,1.64681,81.8,bangBang,2.01,1.23,0,0.000000,132,37
380.001,timerEvent,2.483,2.014,1.233,1.63342,79.3,bangBang,2.01,1.24,0,0.000000,133,37
382.002,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,134,37
384.001,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,135,37
386.001,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,136,37
388.001,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,137,37
390.002,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,138,37
392.001,timerEvent,2.491,2.004,1.243,1.61225,75.2,bangBang,2.00,1.25,0,0.000000,139,37
394.002,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,140,37
396.002,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,141,37
398.001,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,142,37
400.002,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,143,37
402.001,timerEvent,2.524,2.014,1.253,1.60727,74.2,bangBang,2.01,1.26,0,0.000000,144,37
404.001,timerEvent,106.112,13.232,8.019,1.65013,82.5,bangBang,13.28,8.02,0,0.000000,145,38
406.001,timerEvent,2.463,2.014,1.223,1.64681,81.8,bangBang,2.01,1.23,0,0.000000,146,39
408.001,timerEvent,2.483,2.014,1.233,1.63342,79.3,bangBang,2.01,1.24,0,0.000000,147,39
410.002,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,148,39
412.002,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,149,39
414.002,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,150,39
416.001,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,151,39
418.001,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,152,39
420.001,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,153,39
422.001,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,154,39
424.002,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,155,39
426.001,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,156,39
428.001,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,157,39
430.001,timerEvent,2.524,2.014,1.253,1.60727,74.2,bangBang,2.01,1.26,0,0.000000,158,39
432.001,timerEvent,106.112,13.232,8.019,1.65013,82.5,bangBang,13.28,8.02,0,0.000000,159,40
434.001,timerEvent,2.463,2.014,1.223,1.64681,81.8,bangBang,2.01,1.23,0,0.000000,160,41
436.001,timerEvent,2.483,2.014,1.233,1.63342,79.3,bangBang,2.01,1.24,0,0.000000,161,41
438.001,timerEvent,2.483,2.014,1.233,1.63342,79.3,bangBang,2.01,1.24,0,0.000000,162,41
440.001,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,163,41
442.002,timerEvent,2.491,2.004,1.243,1.61225,75.2,bangBang,2.00,1.25,0,0.000000,164,41
444.002,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,165,41
446.001,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,166,41
448.001,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,167,41
450.002,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,168,41
452.001,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,169,41
454.002,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,170,41
456.002,timerEvent,2.524,2.014,1.253,1.60727,74.2,bangBang,2.01,1.26,0,0.000000,171,41
458.001,timerEvent,106.137,13.252,8.009,1.65467,83.3,bangBang,13.30,8.01,0,0.000000,172,42
460.002,timerEvent,2.483,2.014,1.233,1.63342,79.3,bangBang,2.01,1.24,0,0.000000,173,43
462.001,timerEvent,2.483,2.014,1.233,1.63342,79.3,bangBang,2.01,1.24,0,0.000000,174,43
464.001,timerEvent,2.491,2.004,1.243,1.61225,75.2,bangBang,2.00,1.25,0,0.000000,175,43
466.002,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,176,43
468.002,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,177,43
470.002,timerEvent,2.491,2.004,1.243,1.61225,75.2,bangBang,2.00,1.25,0,0.000000,178,43
472.001,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,179,43
474.002,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,180,43
476.001,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,181,43
478.002,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,182,43
480.001,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,183,43
482.001,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,184,43
484.001,timerEvent,2.524,2.014,1.253,1.60727,74.2,bangBang,2.01,1.26,0,0.000000,185,43
486.001,timerEvent,106.137,13.252,8.009,1.65467,83.3,bangBang,13.30,8.01,0,0.000000,186,44
488.001,timerEvent,2.483,2.014,1.233,1.63342,79.3,bangBang,2.01,1.24,0,0.000000,187,45
490.001,timerEvent,2.483,2.014,1.233,1.63342,79.3,bangBang,2.01,1.24,0,0.000000,188,45
492.001,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,189,45
494.001,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,190,45
496.002,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,191,45
498.001,timerEvent,2.503,2.014,1.243,1.62024,76.7,bangBang,2.01,1.25,0,0.000000,192,45
