now,event,power,voltage,current,resistance,temperature,stage,raw-current,raw-voltage,steady-state-count,filtered-delta
538.001,timerEvent,16.917,5.467,3.095,1.76643,104.3,steady,3.10,5.48,5,-0.000048
540.002,timerEvent,16.917,5.467,3.095,1.76643,104.3,steady,3.10,5.48,6,-0.000043
542.001,timerEvent,16.917,5.467,3.095,1.76643,104.3,steady,3.10,5.48,7,-0.000039
544.001,timerEvent,16.917,5.467,3.095,1.76643,104.3,steady,3.10,5.48,8,-0.000035
546.002,timerEvent,16.917,5.467,3.095,1.76643,104.3,steady,3.10,5.48,9,-0.000031
548.002,timerEvent,16.917,5.467,3.095,1.76643,104.3,steady,3.10,5.48,10,-0.000028
550.002,timerEvent,16.917,5.467,3.095,1.76643,104.3,steady,3.10,5.48,11,-0.000025
552.002,timerEvent,16.917,5.467,3.095,1.76643,104.3,steady,3.10,5.48,12,-0.000023
554.001,timerEvent,16.917,5.467,3.095,1.76643,104.3,steady,3.10,5.48,13,-0.000021
556.001,timerEvent,16.917,5.467,3.095,1.76643,104.3,steady,3.10,5.48,14,-0.000019
558.001,timerEvent,16.917,5.467,3.095,1.76643,104.3,steady,3.10,5.48,15,-0.000017
560.002,timerEvent,16.917,5.467,3.095,1.76643,104.3,steady,3.10,5.48,16,-0.000015
562.001,timerEvent,16.917,5.467,3.095,1.76643,104.3,steady,3.10,5.48,17,-0.000014
564.002,timerEvent,16.917,5.467,3.095,1.76643,104.3,steady,3.10,5.48,18,-0.000012
566.002,timerEvent,16.917,5.467,3.095,1.76643,104.3,steady,3.10,5.48,19,-0.000011
