now,event,power,voltage,current,resistance,temperature,steady-state-count
172.502,timerEvent,59.62,10.86,5.49,1.978,119.8,0
175.002,timerEvent,59.57,10.87,5.48,1.984,120.7,0
177.502,timerEvent,59.68,10.89,5.48,1.987,121.3,0
180.002,timerEvent,59.62,10.90,5.47,1.993,122.2,0
182.501,timerEvent,59.73,10.92,5.47,1.996,122.8,0
185.001,timerEvent,59.68,10.93,5.46,2.002,123.8,0
187.502,timerEvent,59.73,10.94,5.46,2.004,124.1,0
190.002,timerEvent,59.62,10.94,5.45,2.007,124.7,0
192.502,timerEvent,59.62,10.96,5.44,2.015,126.0,0
195.002,timerEvent,59.73,10.98,5.44,2.018,126.6,0
197.502,timerEvent,59.68,10.99,5.43,2.024,127.5,0
200.002,timerEvent,59.46,10.99,5.41,2.031,128.8,0
202.502,timerEvent,59.78,11.03,5.42,2.035,129.4,0
205.002,timerEvent,59.56,11.03,5.40,2.043,130.7,0
207.502,timerEvent,59.72,11.06,5.40,2.048,131.6,0
210.002,timerEvent,59.67,11.07,5.39,2.054,132.6,0
212.502,timerEvent,59.78,11.09,5.39,2.058,133.2,0
215.002,timerEvent,59.72,11.10,5.38,2.063,134.2,0
217.502,timerEvent,59.71,11.12,5.37,2.071,135.5,0
220.002,timerEvent,59.77,11.13,5.37,2.073,135.8,0
222.502,timerEvent,59.71,11.14,5.36,2.078,136.8,0
225.002,timerEvent,59.65,11.15,5.35,2.084,137.7,0
227.502,timerEvent,59.65,11.17,5.34,2.092,139.0,0
230.002,timerEvent,59.87,11.19,5.35,2.092,139.0,0
232.501,timerEvent,59.75,11.19,5.34,2.096,139.7,0
235.002,timerEvent,59.64,11.19,5.33,2.099,140.3,0
237.502,timerEvent,59.70,11.20,5.33,2.101,140.6,0
240.002,timerEvent,59.64,11.21,5.32,2.107,141.6,0
242.502,timerEvent,59.86,11.23,5.33,2.107,141.6,0
245.002,timerEvent,59.63,11.23,5.31,2.115,143.0,0
247.502,timerEvent,59.74,11.25,5.31,2.119,143.6,0
250.001,timerEvent,59.68,11.26,5.30,2.125,144.6,0
252.502,timerEvent,59.84,11.29,5.30,2.130,145.5,0
255.002,timerEvent,59.78,11.28,5.30,2.128,145.2,0
257.502,timerEvent,59.67,11.28,5.29,2.132,145.9,0
260.002,timerEvent,59.66,11.30,5.28,2.140,147.2,0
262.502,timerEvent,59.88,11.32,5.29,2.140,147.2,0
265.002,timerEvent,59.88,11.32,5.29,2.140,147.2,0
267.502,timerEvent,59.77,11.32,5.28,2.144,147.9,0
270.003,timerEvent,59.66,11.32,5.27,2.148,148.6,0
272.502,timerEvent,59.76,11.34,5.27,2.152,149.2,0
275.002,timerEvent,59.81,11.35,5.27,2.154,149.5,0
277.502,timerEvent,59.81,11.35,5.27,2.154,149.5,0
280.001,timerEvent,59.70,11.35,5.26,2.158,150.2,0
282.502,timerEvent,59.75,11.36,5.26,2.160,150.6,0
285.002,timerEvent,59.64,11.36,5.25,2.164,151.2,0
287.502,timerEvent,59.75,11.38,5.25,2.168,151.9,0
290.002,timerEvent,59.80,11.39,5.25,2.170,152.2,0
292.502,timerEvent,59.68,11.39,5.24,2.174,152.9,0
295.002,timerEvent,59.74,11.40,5.24,2.176,153.2,0
297.501,timerEvent,59.62,11.40,5.23,2.180,153.9,0
300.002,timerEvent,59.73,11.42,5.23,2.184,154.6,0
302.502,timerEvent,59.78,11.43,5.23,2.185,154.9,0
305.002,timerEvent,59.72,11.44,5.22,2.192,156.0,0
307.502,timerEvent,59.72,11.44,5.22,2.192,156.0,0
310.002,timerEvent,59.60,11.44,5.21,2.196,156.7,0
312.502,timerEvent,59.71,11.46,5.21,2.200,157.3,0
315.001,timerEvent,59.76,11.47,5.21,2.202,157.6,0
317.501,timerEvent,59.81,11.48,5.21,2.203,158.0,0
320.002,timerEvent,59.70,11.48,5.20,2.208,158.7,0
322.502,timerEvent,59.70,11.48,5.20,2.208,158.7,0
325.002,timerEvent,59.58,11.48,5.19,2.212,159.4,0
327.502,timerEvent,59.85,11.51,5.20,2.213,159.7,0
330.001,timerEvent,59.74,11.51,5.19,2.218,160.4,0
332.501,timerEvent,59.79,11.52,5.19,2.220,160.7,0
335.002,timerEvent,59.89,11.54,5.19,2.224,161.4,0
337.502,timerEvent,59.78,11.54,5.18,2.228,162.1,0
340.002,timerEvent,59.83,11.55,5.18,2.230,162.4,0
342.502,timerEvent,59.83,11.55,5.18,2.230,162.4,0
345.002,timerEvent,59.71,11.55,5.17,2.234,163.2,0
347.502,timerEvent,59.77,11.56,5.17,2.236,163.5,0
350.001,timerEvent,59.87,11.58,5.17,2.240,164.1,0
352.502,timerEvent,59.87,11.58,5.17,2.240,164.1,0
355.002,timerEvent,59.75,11.58,5.16,2.244,164.9,0
357.502,timerEvent,59.80,11.59,5.16,2.246,165.2,0
360.002,timerEvent,59.80,11.59,5.16,2.246,165.2,0
362.502,timerEvent,59.69,11.59,5.15,2.250,165.9,0
365.002,timerEvent,59.91,11.61,5.16,2.250,165.9,0
367.502,timerEvent,59.74,11.60,5.15,2.252,166.3,0
370.002,timerEvent,59.79,11.61,5.15,2.254,166.6,0
372.502,timerEvent,59.84,11.62,5.15,2.256,166.9,0
375.001,timerEvent,59.68,11.61,5.14,2.259,167.4,0
377.502,timerEvent,59.78,11.63,5.14,2.263,168.0,0
380.002,timerEvent,59.95,11.64,5.15,2.260,167.6,0
382.502,timerEvent,59.66,11.63,5.13,2.267,168.8,0
385.002,timerEvent,59.93,11.66,5.14,2.268,169.0,0
387.502,timerEvent,59.93,11.66,5.14,2.268,169.0,0
390.002,timerEvent,59.82,11.66,5.13,2.273,169.7,0
392.502,timerEvent,59.76,11.65,5.13,2.271,169.4,0
395.002,timerEvent,59.70,11.66,5.12,2.277,170.5,0
397.502,timerEvent,59.75,11.67,5.12,2.279,170.8,0
400.002,timerEvent,59.80,11.68,5.12,2.281,171.2,0
402.502,timerEvent,59.80,11.68,5.12,2.281,171.2,0
405.002,timerEvent,59.68,11.68,5.11,2.286,171.9,0
407.501,timerEvent,59.85,11.69,5.12,2.283,171.5,0
410.002,timerEvent,59.74,11.69,5.11,2.288,172.3,0
412.502,timerEvent,59.74,11.69,5.11,2.288,172.3,0
415.002,timerEvent,59.62,11.69,5.10,2.292,173.0,0
417.502,timerEvent,59.72,11.71,5.10,2.296,173.7,0
420.002,timerEvent,59.89,11.72,5.11,2.294,173.2,0
422.502,timerEvent,59.77,11.72,5.10,2.298,174.0,0
425.002,timerEvent,59.87,11.74,5.10,2.302,174.7,0
427.503,timerEvent,59.82,11.73,5.10,2.300,174.3,0
430.002,timerEvent,59.71,11.73,5.09,2.305,175.1,0
432.502,timerEvent,59.71,11.73,5.09,2.305,175.1,0
435.002,timerEvent,59.64,11.74,5.08,2.311,176.2,0
437.502,timerEvent,59.86,11.76,5.09,2.310,176.1,0
440.002,timerEvent,59.86,11.76,5.09,2.310,176.1,0
442.502,timerEvent,59.86,11.76,5.09,2.310,176.1,0
445.002,timerEvent,59.74,11.76,5.08,2.315,176.9,0
447.502,timerEvent,59.79,11.77,5.08,2.317,177.2,0
450.002,timerEvent,59.79,11.77,5.08,2.317,177.2,0
452.502,timerEvent,59.79,11.77,5.08,2.317,177.2,0
455.002,timerEvent,59.84,11.78,5.08,2.319,177.5,0
457.501,timerEvent,59.72,11.78,5.07,2.323,178.3,0
460.002,timerEvent,59.78,11.79,5.07,2.325,178.7,0
462.502,timerEvent,59.83,11.80,5.07,2.327,179.0,0
465.002,timerEvent,59.83,11.80,5.07,2.327,179.0,0
467.502,timerEvent,59.83,11.80,5.07,2.327,179.0,0
470.002,timerEvent,59.83,11.80,5.07,2.327,179.0,0
472.502,timerEvent,59.71,11.80,5.06,2.332,179.8,0
475.002,timerEvent,59.88,11.81,5.07,2.329,179.3,0
477.502,timerEvent,59.76,11.81,5.06,2.334,180.1,0
480.002,timerEvent,59.98,11.83,5.07,2.333,180.0,0
482.502,timerEvent,59.86,11.83,5.06,2.338,180.8,0
485.002,timerEvent,59.86,11.83,5.06,2.338,180.8,0
487.502,timerEvent,59.86,11.83,5.06,2.338,180.8,0
490.002,timerEvent,59.74,11.83,5.05,2.343,181.6,0
492.502,timerEvent,59.79,11.84,5.05,2.345,181.9,0
495.001,timerEvent,59.96,11.85,5.06,2.342,181.5,0
497.502,timerEvent,59.79,11.84,5.05,2.345,181.9,0
500.002,timerEvent,59.84,11.85,5.05,2.347,182.2,0
502.502,timerEvent,59.84,11.85,5.05,2.347,182.2,0
505.002,timerEvent,59.72,11.85,5.04,2.351,183.0,0
507.502,timerEvent,59.82,11.87,5.04,2.355,183.7,0
510.002,timerEvent,59.82,11.87,5.04,2.355,183.7,0
512.502,timerEvent,59.71,11.87,5.03,2.360,184.5,0
515.002,timerEvent,59.76,11.88,5.03,2.362,184.8,0
517.502,timerEvent,59.93,11.89,5.04,2.359,184.4,0
520.002,timerEvent,59.76,11.88,5.03,2.362,184.8,0
522.501,timerEvent,59.81,11.89,5.03,2.364,185.2,0
525.002,timerEvent,59.81,11.89,5.03,2.364,185.2,0
527.502,timerEvent,59.69,11.89,5.02,2.369,186.0,0
530.002,timerEvent,59.86,11.90,5.03,2.366,185.5,0
532.501,timerEvent,59.74,11.90,5.02,2.371,186.3,0
535.002,timerEvent,59.74,11.90,5.02,2.371,186.3,0
537.502,timerEvent,59.62,11.90,5.01,2.375,187.1,0
540.002,timerEvent,59.72,11.92,5.01,2.379,187.8,0
542.502,timerEvent,59.77,11.93,5.01,2.381,188.1,0
545.002,timerEvent,59.87,11.95,5.01,2.385,188.8,0
547.502,timerEvent,59.87,11.95,5.01,2.385,188.8,0
550.002,timerEvent,59.75,11.95,5.00,2.390,189.6,0
552.502,timerEvent,59.80,11.96,5.00,2.392,189.9,0
555.002,timerEvent,59.68,11.96,4.99,2.397,190.8,0
557.503,timerEvent,59.90,11.98,5.00,2.396,190.6,0
560.002,timerEvent,59.85,11.97,5.00,2.394,190.3,0
562.502,timerEvent,59.85,11.97,5.00,2.394,190.3,0
565.002,timerEvent,59.73,11.97,4.99,2.399,191.1,0
567.502,timerEvent,59.83,11.99,4.99,2.403,191.8,0
570.001,timerEvent,59.83,11.99,4.99,2.403,191.8,0
572.502,timerEvent,59.71,11.99,4.98,2.408,192.6,0
575.002,timerEvent,59.76,12.00,4.98,2.410,192.9,0
577.502,timerEvent,59.93,12.01,4.99,2.407,192.5,0
580.002,timerEvent,59.76,12.00,4.98,2.410,192.9,0
582.502,timerEvent,59.81,12.01,4.98,2.412,193.3,0
585.002,timerEvent,59.81,12.01,4.98,2.412,193.3,0
587.501,timerEvent,59.81,12.01,4.98,2.412,193.3,0
590.002,timerEvent,59.81,12.01,4.98,2.412,193.3,0
592.502,timerEvent,59.81,12.01,4.98,2.412,193.3,0
595.002,timerEvent,59.69,12.01,4.97,2.416,194.1,0
597.503,timerEvent,59.62,12.02,4.96,2.423,195.3,0
600.002,timerEvent,59.96,12.04,4.98,2.418,194.3,0
602.502,timerEvent,59.98,12.02,4.99,2.409,192.8,0
605.002,timerEvent,59.93,12.01,4.99,2.407,192.5,0
607.502,timerEvent,59.76,12.00,4.98,2.410,192.9,0
610.002,timerEvent,59.69,12.01,4.97,2.416,194.1,0
612.502,timerEvent,59.74,12.02,4.97,2.419,194.4,0
615.002,timerEvent,59.74,12.02,4.97,2.419,194.4,0
617.502,timerEvent,59.62,12.02,4.96,2.423,195.3,0
620.002,timerEvent,59.72,12.04,4.96,2.427,196.0,0
622.501,timerEvent,59.89,12.05,4.97,2.425,195.5,0
625.002,timerEvent,59.89,12.05,4.97,2.425,195.5,0
627.502,timerEvent,59.89,12.05,4.97,2.425,195.5,0
630.003,timerEvent,60.01,12.05,4.98,2.420,194.6,0
632.503,timerEvent,59.62,12.02,4.96,2.423,195.3,0
635.002,timerEvent,59.48,12.04,4.94,2.437,197.6,0
637.502,timerEvent,60.40,12.08,5.00,2.416,194.0,0
640.002,timerEvent,59.86,12.02,4.98,2.414,193.6,0
642.502,timerEvent,59.74,12.02,4.97,2.419,194.4,0
645.002,timerEvent,59.62,12.02,4.96,2.423,195.3,0
647.502,timerEvent,59.79,12.03,4.97,2.421,194.8,0
650.002,timerEvent,59.84,12.04,4.97,2.423,195.1,0
652.502,timerEvent,59.79,12.03,4.97,2.421,194.8,0
655.002,timerEvent,59.79,12.03,4.97,2.421,194.8,0
657.502,timerEvent,59.79,12.03,4.97,2.421,194.8,0
660.002,timerEvent,59.91,12.03,4.98,2.416,194.0,0
662.502,timerEvent,59.74,12.02,4.97,2.419,194.4,0
665.002,timerEvent,59.74,12.02,4.97,2.419,194.4,0
667.502,timerEvent,59.74,12.02,4.97,2.419,194.4,0
670.002,timerEvent,59.74,12.02,4.97,2.419,194.4,0
672.502,timerEvent,59.62,12.02,4.96,2.423,195.3,0
675.002,timerEvent,59.67,12.03,4.96,2.425,195.6,0
677.502,timerEvent,59.77,12.05,4.96,2.429,196.3,0
680.002,timerEvent,59.99,12.07,4.97,2.429,196.1,0
682.502,timerEvent,59.82,12.06,4.96,2.431,196.6,0
685.002,timerEvent,59.82,12.06,4.96,2.431,196.6,0
687.502,timerEvent,59.87,12.07,4.96,2.433,197.0,0
690.002,timerEvent,59.87,12.07,4.96,2.433,197.0,0
692.502,timerEvent,59.70,12.06,4.95,2.436,197.5,0
695.002,timerEvent,59.92,12.08,4.96,2.435,197.3,0
697.502,timerEvent,59.70,12.06,4.95,2.436,197.5,0
700.002,timerEvent,59.92,12.08,4.96,2.435,197.3,0
702.502,timerEvent,59.75,12.07,4.95,2.438,197.8,0
705.002,timerEvent,59.92,12.08,4.96,2.435,197.3,0
707.502,timerEvent,59.58,12.06,4.94,2.441,198.3,0
710.002,timerEvent,59.60,12.09,4.93,2.452,200.2,0
712.502,timerEvent,59.99,12.12,4.95,2.448,199.5,0
715.002,timerEvent,59.99,12.12,4.95,2.448,199.5,0
717.502,timerEvent,59.99,12.12,4.95,2.448,199.5,0
720.002,timerEvent,59.94,12.11,4.95,2.446,199.2,0
722.501,timerEvent,59.94,12.11,4.95,2.446,199.2,0
725.002,timerEvent,60.02,12.10,4.96,2.440,198.0,0
727.502,timerEvent,59.80,12.08,4.95,2.440,198.2,0
730.001,timerEvent,59.97,12.09,4.96,2.438,197.7,0
732.502,timerEvent,59.68,12.08,4.94,2.445,199.0,0
735.002,timerEvent,59.82,12.11,4.94,2.451,200.0,0
737.502,timerEvent,59.75,12.12,4.93,2.458,201.2,0
740.002,timerEvent,60.04,12.13,4.95,2.451,199.9,0
742.502,timerEvent,59.94,12.11,4.95,2.446,199.2,0
745.002,timerEvent,59.82,12.11,4.94,2.451,200.0,0
747.502,timerEvent,59.87,12.12,4.94,2.453,200.4,0
750.002,timerEvent,59.58,12.11,4.92,2.461,201.7,0
752.502,timerEvent,60.09,12.14,4.95,2.453,200.2,0
755.002,timerEvent,59.99,12.12,4.95,2.448,199.5,0
757.502,timerEvent,59.99,12.12,4.95,2.448,199.5,0
760.002,timerEvent,59.99,12.12,4.95,2.448,199.5,0
762.501,timerEvent,59.99,12.12,4.95,2.448,199.5,0
765.002,timerEvent,59.87,12.12,4.94,2.453,200.4,0
767.502,timerEvent,59.87,12.12,4.94,2.453,200.4,0
770.002,timerEvent,59.87,12.12,4.94,2.453,200.4,0
772.502,timerEvent,59.87,12.12,4.94,2.453,200.4,0
775.001,timerEvent,59.63,12.12,4.92,2.463,202.1,0
777.502,timerEvent,59.61,12.14,4.91,2.473,203.6,0
780.002,timerEvent,59.95,12.16,4.93,2.467,202.6,0
782.502,timerEvent,59.95,12.16,4.93,2.467,202.6,0
785.002,timerEvent,59.83,12.16,4.92,2.472,203.4,0
787.502,timerEvent,59.83,12.16,4.92,2.472,203.4,0
790.003,timerEvent,59.95,12.16,4.93,2.467,202.6,0
792.502,timerEvent,60.07,12.16,4.94,2.462,201.7,0
795.002,timerEvent,60.21,12.14,4.96,2.448,199.4,0
797.502,timerEvent,60.02,12.10,4.96,2.440,198.0,0
800.001,timerEvent,59.68,12.08,4.94,2.445,199.0,0
802.502,timerEvent,59.90,12.10,4.95,2.444,198.8,0
805.002,timerEvent,59.94,12.11,4.95,2.446,199.2,0
807.502,timerEvent,59.82,12.11,4.94,2.451,200.0,0
810.002,timerEvent,59.99,12.12,4.95,2.448,199.5,0
812.502,timerEvent,59.99,12.12,4.95,2.448,199.5,0
815.002,timerEvent,59.94,12.11,4.95,2.446,199.2,0
817.502,timerEvent,59.77,12.10,4.94,2.449,199.7,0
820.002,timerEvent,59.87,12.12,4.94,2.453,200.4,0
822.501,timerEvent,59.82,12.11,4.94,2.451,200.0,0
825.002,timerEvent,59.75,12.12,4.93,2.458,201.2,0
827.502,timerEvent,59.92,12.13,4.94,2.455,200.7,0
830.002,timerEvent,59.63,12.12,4.92,2.463,202.1,0
832.501,timerEvent,59.85,12.14,4.93,2.462,201.9,0
835.002,timerEvent,59.85,12.14,4.93,2.462,201.9,0
837.502,timerEvent,59.85,12.14,4.93,2.462,201.9,0
840.002,timerEvent,59.90,12.15,4.93,2.465,202.2,0
842.502,timerEvent,59.95,12.16,4.93,2.467,202.6,0
845.002,timerEvent,59.83,12.16,4.92,2.472,203.4,0
847.502,timerEvent,59.83,12.16,4.92,2.472,203.4,0
850.002,timerEvent,59.83,12.16,4.92,2.472,203.4,0
852.502,timerEvent,59.83,12.16,4.92,2.472,203.4,0
855.002,timerEvent,59.83,12.16,4.92,2.472,203.4,0
857.502,timerEvent,59.83,12.16,4.92,2.472,203.4,0
860.002,timerEvent,59.71,12.16,4.91,2.477,204.3,0
862.502,timerEvent,59.88,12.17,4.92,2.474,203.8,0
865.003,timerEvent,59.88,12.17,4.92,2.474,203.8,0
867.501,timerEvent,59.88,12.17,4.92,2.474,203.8,0
870.002,timerEvent,59.88,12.17,4.92,2.474,203.8,0
872.501,timerEvent,59.88,12.17,4.92,2.474,203.8,0
875.002,timerEvent,59.88,12.17,4.92,2.474,203.8,0
877.502,timerEvent,59.88,12.17,4.92,2.474,203.8,0
880.003,timerEvent,59.88,12.17,4.92,2.474,203.8,0
882.502,timerEvent,59.75,12.17,4.91,2.479,204.6,0
885.002,timerEvent,59.93,12.18,4.92,2.476,204.1,0
887.503,timerEvent,59.88,12.17,4.92,2.474,203.8,0
890.002,timerEvent,59.88,12.17,4.92,2.474,203.8,0
892.502,timerEvent,59.88,12.17,4.92,2.474,203.8,0
895.002,timerEvent,59.88,12.17,4.92,2.474,203.8,0
897.502,timerEvent,59.75,12.17,4.91,2.479,204.6,0
900.002,timerEvent,59.80,12.18,4.91,2.481,205.0,0
902.502,timerEvent,59.85,12.19,4.91,2.483,205.3,0
905.002,timerEvent,59.90,12.20,4.91,2.485,205.7,0
907.502,timerEvent,60.02,12.20,4.92,2.480,204.8,0
910.002,timerEvent,59.80,12.18,4.91,2.481,205.0,0
912.502,timerEvent,59.68,12.18,4.90,2.486,205.8,0
915.002,timerEvent,60.02,12.20,4.92,2.480,204.8,0
917.502,timerEvent,59.85,12.19,4.91,2.483,205.3,0
920.002,timerEvent,60.15,12.20,4.93,2.475,204.0,0
922.503,timerEvent,59.88,12.17,4.92,2.474,203.8,0
925.002,timerEvent,59.88,12.17,4.92,2.474,203.8,0
927.502,timerEvent,59.75,12.17,4.91,2.479,204.6,0
930.002,timerEvent,59.85,12.19,4.91,2.483,205.3,0
932.502,timerEvent,59.90,12.20,4.91,2.485,205.7,0
935.002,timerEvent,60.15,12.20,4.93,2.475,204.0,0
937.502,timerEvent,59.75,12.17,4.91,2.479,204.6,0
940.002,timerEvent,59.97,12.19,4.92,2.478,204.5,0
942.502,timerEvent,59.85,12.19,4.91,2.483,205.3,0
945.002,timerEvent,59.90,12.20,4.91,2.485,205.7,0
947.502,timerEvent,60.15,12.20,4.93,2.475,204.0,0
950.002,timerEvent,59.88,12.17,4.92,2.474,203.8,0
952.502,timerEvent,59.88,12.17,4.92,2.474,203.8,0
955.002,timerEvent,59.88,12.17,4.92,2.474,203.8,0
957.502,timerEvent,59.75,12.17,4.91,2.479,204.6,0
960.002,timerEvent,59.85,12.19,4.91,2.483,205.3,0
962.502,timerEvent,59.90,12.20,4.91,2.485,205.7,0
965.001,timerEvent,59.78,12.20,4.90,2.490,206.5,0
967.502,timerEvent,59.71,12.21,4.89,2.497,207.7,0
970.002,timerEvent,59.88,12.22,4.90,2.494,207.2,0
972.501,timerEvent,59.88,12.22,4.90,2.494,207.2,0
975.001,timerEvent,60.12,12.22,4.92,2.484,205.5,0
977.502,timerEvent,60.15,12.20,4.93,2.475,204.0,0
980.003,timerEvent,59.88,12.17,4.92,2.474,203.8,0
982.503,timerEvent,59.88,12.17,4.92,2.474,203.8,0
985.002,timerEvent,59.75,12.17,4.91,2.479,204.6,0
987.502,timerEvent,59.80,12.18,4.91,2.481,205.0,0
990.002,timerEvent,59.85,12.19,4.91,2.483,205.3,0
992.502,timerEvent,60.02,12.20,4.92,2.480,204.8,0
995.002,timerEvent,59.85,12.19,4.91,2.483,205.3,0
997.502,timerEvent,60.02,12.20,4.92,2.480,204.8,0
1000.001,timerEvent,59.80,12.18,4.91,2.481,205.0,0
1002.502,timerEvent,59.85,12.19,4.91,2.483,205.3,0
1005.001,timerEvent,60.02,12.20,4.92,2.480,204.8,0
1007.502,timerEvent,59.85,12.19,4.91,2.483,205.3,0
1010.001,timerEvent,59.90,12.20,4.91,2.485,205.7,0
1012.502,timerEvent,59.90,12.20,4.91,2.485,205.7,0
1015.002,timerEvent,59.90,12.20,4.91,2.485,205.7,0
1017.502,timerEvent,59.78,12.20,4.90,2.490,206.5,0
1020.002,timerEvent,59.95,12.21,4.91,2.487,206.0,0
1022.502,timerEvent,59.78,12.20,4.90,2.490,206.5,0
1025.002,timerEvent,59.83,12.21,4.90,2.492,206.9,0
1027.502,timerEvent,59.83,12.21,4.90,2.492,206.9,0
1030.002,timerEvent,59.83,12.21,4.90,2.492,206.9,0
1032.502,timerEvent,59.71,12.21,4.89,2.497,207.7,0
1035.002,timerEvent,59.88,12.22,4.90,2.494,207.2,0
1037.502,timerEvent,59.76,12.22,4.89,2.499,208.1,0
1040.002,timerEvent,59.93,12.23,4.90,2.496,207.6,0
1042.502,timerEvent,59.76,12.22,4.89,2.499,208.1,0
1045.001,timerEvent,59.93,12.23,4.90,2.496,207.6,0
1047.502,timerEvent,59.76,12.22,4.89,2.499,208.1,0
1050.002,timerEvent,59.80,12.23,4.89,2.501,208.4,0
1052.502,timerEvent,59.68,12.23,4.88,2.506,209.3,0
1055.002,timerEvent,59.85,12.24,4.89,2.503,208.8,0
1057.503,timerEvent,59.68,12.23,4.88,2.506,209.3,0
1060.002,timerEvent,60.03,12.25,4.90,2.500,208.3,0
1062.502,timerEvent,59.68,12.23,4.88,2.506,209.3,0
1065.002,timerEvent,59.73,12.24,4.88,2.508,209.7,0
1067.501,timerEvent,59.78,12.25,4.88,2.510,210.0,0
1070.002,timerEvent,59.71,12.26,4.87,2.517,211.2,0
1072.502,timerEvent,60.12,12.27,4.90,2.504,209.0,0
1075.002,timerEvent,60.05,12.23,4.91,2.491,206.7,0
1077.501,timerEvent,59.58,12.21,4.88,2.502,208.6,0
