0.000,preprocess,5.49,2.73,2.01,1.358,26.0,0,0.000000
0.000,timerEvent,120.63,12.86,9.38,1.371,28.5,0,0.000000
1.355,timerEvent,114.35,12.82,8.92,1.437,41.2,0,0.000000
2.712,timerEvent,118.04,13.13,8.99,1.461,45.6,0,0.000000
4.067,timerEvent,118.05,13.22,8.93,1.480,49.4,0,0.000000
6.001,timerEvent,117.93,13.31,8.86,1.502,53.6,0,0.000000
8.001,timerEvent,117.87,13.41,8.79,1.526,58.1,0,0.000000
10.001,timerEvent,118.44,13.52,8.76,1.543,61.5,0,0.000000
12.002,timerEvent,117.96,13.59,8.68,1.566,65.8,0,0.000000
14.001,timerEvent,118.56,13.69,8.66,1.581,68.7,0,0.000000
16.001,timerEvent,118.34,13.76,8.60,1.600,72.4,0,0.000000
18.002,timerEvent,118.83,13.85,8.58,1.614,75.1,0,0.000000
20.001,timerEvent,118.71,13.90,8.54,1.628,77.7,0,0.000000
22.001,timerEvent,118.38,13.96,8.48,1.646,81.2,0,0.000000
24.001,timerEvent,118.78,14.04,8.46,1.660,83.8,0,0.000000
26.001,timerEvent,118.36,14.09,8.40,1.677,87.2,0,0.000000
28.001,timerEvent,118.74,14.17,8.38,1.691,89.8,0,0.000000
30.001,timerEvent,118.54,14.23,8.33,1.708,93.1,0,0.000000
32.001,timerEvent,118.83,14.30,8.31,1.721,95.5,0,0.000000
34.001,timerEvent,118.90,14.36,8.28,1.734,98.1,0,0.000000
36.001,timerEvent,118.74,14.41,8.24,1.749,100.9,0,0.000000
38.001,timerEvent,118.80,14.47,8.21,1.762,103.5,0,0.000000
40.001,timerEvent,118.63,14.52,8.17,1.777,106.4,0,0.014749
42.001,timerEvent,118.91,14.59,8.15,1.790,108.8,0,0.014569
44.001,timerEvent,118.73,14.64,8.11,1.805,111.7,0,0.014612
46.001,timerEvent,118.70,14.69,8.08,1.818,114.2,0,0.014440
48.001,timerEvent,118.97,14.76,8.06,1.831,116.7,0,0.014315
50.001,timerEvent,118.92,14.81,8.03,1.844,119.2,0,0.014191
52.001,timerEvent,119.03,14.86,8.01,1.855,121.3,0,0.013856
54.001,timerEvent,118.60,14.90,7.96,1.872,124.5,0,0.014138
56.001,timerEvent,119.01,14.97,7.95,1.883,126.6,0,0.013841
58.001,timerEvent,118.96,15.02,7.92,1.896,129.2,0,0.013801
60.001,timerEvent,119.05,15.07,7.90,1.908,131.4,0,0.013534
62.001,timerEvent,118.92,15.11,7.87,1.920,133.7,0,0.013416
64.001,timerEvent,118.93,15.17,7.84,1.935,136.6,0,0.013574
66.001,timerEvent,119.17,15.22,7.83,1.944,138.3,0,0.013103
68.001,timerEvent,118.88,15.26,7.79,1.959,141.2,0,0.013304
70.001,timerEvent,119.19,15.32,7.78,1.969,143.2,0,0.012997
72.002,timerEvent,119.04,15.36,7.75,1.982,145.6,0,0.012975
74.001,timerEvent,119.12,15.41,7.73,1.994,147.8,0,0.012837
76.001,timerEvent,119.04,15.46,7.70,2.008,150.6,0,0.012980
