now,event,power,voltage,current,resistance,temperature,stage,raw-voltage,raw-current,steady-state-count,filtered-delta
136.001,timerEvent,5.172,3.017,1.714,1.76001,102.3,bangBang,3.02,1.72,0,0.000000
138.002,timerEvent,5.155,3.007,1.714,1.75418,101.2,bangBang,3.01,1.72,0,0.000000
140.002,timerEvent,5.155,3.007,1.714,1.75418,101.2,bangBang,3.01,1.72,0,0.000000
142.001,timerEvent,5.172,3.017,1.714,1.76001,102.3,bangBang,3.02,1.72,0,0.000000
144.001,timerEvent,5.185,3.007,1.724,1.74397,99.2,bangBang,3.01,1.73,0,0.000000
146.001,timerEvent,106.926,13.837,7.728,1.79059,108.1,bangBang,13.89,7.73,0,0.000000
148.002,timerEvent,5.111,3.017,1.694,1.78086,106.3,bangBang,3.02,1.70,0,0.000000
150.001,timerEvent,5.141,3.017,1.704,1.77037,104.3,bangBang,3.02,1.71,0,0.000000
152.001,timerEvent,5.155,3.007,1.714,1.75418,101.2,bangBang,3.01,1.72,0,0.000000
154.002,timerEvent,5.172,3.017,1.714,1.76001,102.3,bangBang,3.02,1.72,0,0.000000
156.002,timerEvent,5.172,3.017,1.714,1.76001,102.3,bangBang,3.02,1.72,0,0.000000
158.001,timerEvent,5.172,3.017,1.714,1.76001,102.3,bangBang,3.02,1.72,0,0.000000
160.002,timerEvent,5.155,3.007,1.714,1.75418,101.2,bangBang,3.01,1.72,0,0.000000
162.002,timerEvent,5.185,3.007,1.724,1.74397,99.2,bangBang,3.01,1.73,0,0.000000
164.001,timerEvent,107.142,13.847,7.738,1.78954,107.9,bangBang,13.90,7.74,0,0.000000
166.001,timerEvent,5.111,3.017,1.694,1.78086,106.3,bangBang,3.02,1.70,0,0.000000
168.002,timerEvent,5.124,3.007,1.704,1.76451,103.1,bangBang,3.01,1.71,0,0.000000
170.001,timerEvent,5.155,3.007,1.714,1.75418,101.2,bangBang,3.01,1.72,0,0.000000
172.001,timerEvent,5.172,3.017,1.714,1.76001,102.3,bangBang,3.02,1.72,0,0.000000
174.002,timerEvent,5.172,3.017,1.714,1.76001,102.3,bangBang,3.02,1.72,0,0.000000
176.001,timerEvent,5.155,3.007,1.714,1.75418,101.2,bangBang,3.01,1.72,0,0.000000
178.001,timerEvent,5.185,3.007,1.724,1.74397,99.2,bangBang,3.01,1.73,0,0.000000
180.002,timerEvent,107.420,13.847,7.758,1.78490,107.0,bangBang,13.90,7.76,0,0.000000
182.002,timerEvent,5.141,3.017,1.704,1.77037,104.3,bangBang,3.02,1.71,0,0.000000
184.002,timerEvent,5.172,3.017,1.714,1.76001,102.3,bangBang,3.02,1.72,0,0.000000
186.002,timerEvent,5.155,3.007,1.714,1.75418,101.2,bangBang,3.01,1.72,0,0.000000
188.001,timerEvent,5.155,3.007,1.714,1.75418,101.2,bangBang,3.01,1.72,0,0.000000
190.001,timerEvent,5.172,3.017,1.714,1.76001,102.3,bangBang,3.02,1.72,0,0.000000
192.002,timerEvent,5.185,3.007,1.724,1.74397,99.2,bangBang,3.01,1.73,0,0.000000
194.002,timerEvent,107.204,13.837,7.748,1.78594,107.2,bangBang,13.89,7.75,0,0.000000
196.001,timerEvent,5.141,3.017,1.704,1.77037,104.3,bangBang,3.02,1.71,0,0.000000
198.002,timerEvent,5.124,3.007,1.704,1.76451,103.1,bangBang,3.01,1.71,0,0.000000
200.002,timerEvent,5.155,3.007,1.714,1.75418,101.2,bangBang,3.01,1.72,0,0.000000
202.001,timerEvent,5.172,3.017,1.714,1.76001,102.3,bangBang,3.02,1.72,0,0.000000
204.001,timerEvent,5.155,3.007,1.714,1.75418,101.2,bangBang,3.01,1.72,0,0.000000
206.001,timerEvent,5.172,3.017,1.714,1.76001,102.3,bangBang,3.02,1.72,0,0.000000
208.001,timerEvent,5.202,3.017,1.724,1.74976,100.3,bangBang,3.02,1.73,0,0.000000
210.002,timerEvent,5.202,3.017,1.724,1.74976,100.3,bangBang,3.02,1.73,0,0.000000
212.002,timerEvent,5.185,3.007,1.724,1.74397,99.2,bangBang,3.01,1.73,0,0.000000
214.002,timerEvent,107.002,13.847,7.728,1.79187,108.4,bangBang,13.90,7.73,0,0.000000
216.001,timerEvent,5.141,3.017,1.704,1.77037,104.3,bangBang,3.02,1.71,0,0.000000
218.001,timerEvent,5.172,3.017,1.714,1.76001,102.3,bangBang,3.02,1.72,0,0.000000
220.002,timerEvent,5.155,3.007,1.714,1.75418,101.2,bangBang,3.01,1.72,0,0.000000
222.001,timerEvent,5.155,3.007,1.714,1.75418,101.2,bangBang,3.01,1.72,0,0.000000
224.001,timerEvent,5.155,3.007,1.714,1.75418,101.2,bangBang,3.01,1.72,0,0.000000
226.002,timerEvent,5.172,3.017,1.714,1.76001,102.3,bangBang,3.02,1.72,0,0.000000
228.002,timerEvent,5.202,3.017,1.724,1.74976,100.3,bangBang,3.02,1.73,0,0.000000
230.001,timerEvent,5.185,3.007,1.724,1.74397,99.2,bangBang,3.01,1.73,0,0.000000
232.002,timerEvent,107.002,13.847,7.728,1.79187,108.4,bangBang,13.90,7.73,0,0.000000
234.002,timerEvent,5.111,3.017,1.694,1.78086,106.3,bangBang,3.02,1.70,0,0.000000
236.001,timerEvent,5.172,3.017,1.714,1.76001,102.3,bangBang,3.02,1.72,0,0.000000
238.001,timerEvent,5.155,3.007,1.714,1.75418,101.2,bangBang,3.01,1.72,0,0.000000
240.001,timerEvent,5.172,3.017,1.714,1.76001,102.3,bangBang,3.02,1.72,0,0.000000
242.001,timerEvent,5.202,3.017,1.724,1.74976,100.3,bangBang,3.02,1.73,0,0.000000
244.001,timerEvent,5.202,3.017,1.724,1.74976,100.3,bangBang,3.02,1.73,0,0.000000
246.002,timerEvent,5.202,3.017,1.724,1.74976,100.3,bangBang,3.02,1.73,0,0.000000
248.001,timerEvent,5.185,3.007,1.724,1.74397,99.2,bangBang,3.01,1.73,0,0.000000
250.001,timerEvent,107.002,13.847,7.728,1.79187,108.4,bangBang,13.90,7.73,0,0.000000
252.002,timerEvent,5.141,3.017,1.704,1.77037,104.3,bangBang,3.02,1.71,0,0.000000
254.002,timerEvent,5.155,3.007,1.714,1.75418,101.2,bangBang,3.01,1.72,0,0.000000
256.001,timerEvent,5.155,3.007,1.714,1.75418,101.2,bangBang,3.01,1.72,0,0.000000
258.002,timerEvent,5.172,3.017,1.714,1.76001,102.3,bangBang,3.02,1.72,0,0.000000
260.001,timerEvent,5.172,3.017,1.714,1.76001,102.3,bangBang,3.02,1.72,0,0.000000
262.001,timerEvent,5.185,3.007,1.724,1.74397,99.2,bangBang,3.01,1.73,0,0.000000
264.002,timerEvent,106.724,13.847,7.707,1.79654,109.3,bangBang,13.90,7.71,0,0.000000
266.001,timerEvent,5.111,3.017,1.694,1.78086,106.3,bangBang,3.02,1.70,0,0.000000
268.002,timerEvent,5.124,3.007,1.704,1.76451,103.1,bangBang,3.01,1.71,0,0.000000
270.002,timerEvent,5.155,3.007,1.714,1.75418,101.2,bangBang,3.01,1.72,0,0.000000
272.002,timerEvent,5.172,3.017,1.714,1.76001,102.3,bangBang,3.02,1.72,0,0.000000
274.002,timerEvent,5.172,3.017,1.714,1.76001,102.3,bangBang,3.02,1.72,0,0.000000
276.002,timerEvent,5.155,3.007,1.714,1.75418,101.2,bangBang,3.01,1.72,0,0.000000
278.002,timerEvent,5.155,3.007,1.714,1.75418,101.2,bangBang,3.01,1.72,0,0.000000
280.001,timerEvent,5.202,3.017,1.724,1.74976,100.3,bangBang,3.02,1.73,0,0.000000
282.001,timerEvent,5.185,3.007,1.724,1.74397,99.2,bangBang,3.01,1.73,0,0.000000
284.002,timerEvent,106.863,13.847,7.718,1.79420,108.8,bangBang,13.90,7.72,0,0.000000
286.002,timerEvent,5.111,3.017,1.694,1.78086,106.3,bangBang,3.02,1.70,0,0.000000
288.001,timerEvent,5.172,3.017,1.714,1.76001,102.3,bangBang,3.02,1.72,0,0.000000
290.002,timerEvent,5.155,3.007,1.714,1.75418,101.2,bangBang,3.01,1.72,0,0.000000
292.002,timerEvent,5.172,3.017,1.714,1.76001,102.3,bangBang,3.02,1.72,0,0.000000
294.001,timerEvent,5.172,3.017,1.714,1.76001,102.3,bangBang,3.02,1.72,0,0.000000
296.001,timerEvent,5.172,3.017,1.714,1.76001,102.3,bangBang,3.02,1.72,0,0.000000
298.002,timerEvent,5.185,3.007,1.724,1.74397,99.2,bangBang,3.01,1.73,0,0.000000
300.001,timerEvent,106.926,13.837,7.728,1.79059,108.1,bangBang,13.89,7.73,0,0.000000
302.001,timerEvent,5.111,3.017,1.694,1.78086,106.3,bangBang,3.02,1.70,0,0.000000
304.002,timerEvent,5.124,3.007,1.704,1.76451,103.1,bangBang,3.01,1.71,0,0.000000
306.002,timerEvent,5.172,3.017,1.714,1.76001,102.3,bangBang,3.02,1.72,0,0.000000
308.001,timerEvent,5.172,3.017,1.714,1.76001,102.3,bangBang,3.02,1.72,0,0.000000
310.001,timerEvent,5.155,3.007,1.714,1.75418,101.2,bangBang,3.01,1.72,0,0.000000
312.002,timerEvent,5.172,3.017,1.714,1.76001,102.3,bangBang,3.02,1.72,0,0.000000
314.001,timerEvent,5.185,3.007,1.724,1.74397,99.2,bangBang,3.01,1.73,0,0.000000
316.001,timerEvent,106.724,13.847,7.707,1.79654,109.3,bangBang,13.90,7.71,0,0.000000
318.002,timerEvent,5.111,3.017,1.694,1.78086,106.3,bangBang,3.02,1.70,0,0.000000
320.002,timerEvent,5.141,3.017,1.704,1.77037,104.3,bangBang,3.02,1.71,0,0.000000
322.002,timerEvent,5.172,3.017,1.714,1.76001,102.3,bangBang,3.02,1.72,0,0.000000
324.001,timerEvent,5.155,3.007,1.714,1.75418,101.2,bangBang,3.01,1.72,0,0.000000
326.001,timerEvent,5.155,3.007,1.714,1.75418,101.2,bangBang,3.01,1.72,0,0.000000
328.001,timerEvent,5.155,3.007,1.714,1.75418,101.2,bangBang,3.01,1.72,0,0.000000
330.002,timerEvent,5.155,3.007,1.714,1.75418,101.2,bangBang,3.01,1.72,0,0.000000
332.002,timerEvent,5.155,3.007,1.714,1.75418,101.2,bangBang,3.01,1.72,0,0.000000
334.001,timerEvent,5.185,3.007,1.724,1.74397,99.2,bangBang,3.01,1.73,0,0.000000
336.002,timerEvent,107.142,13.847,7.738,1.78954,107.9,bangBang,13.90,7.74,0,0.000000
338.002,timerEvent,5.094,3.007,1.694,1.77496,105.1,bangBang,3.01,1.70,0,0.000000
340.002,timerEvent,5.141,3.017,1.704,1.77037,104.3,bangBang,3.02,1.71,0,0.000000
342.001,timerEvent,5.172,3.017,1.714,1.76001,102.3,bangBang,3.02,1.72,0,0.000000
344.002,timerEvent,5.172,3.017,1.714,1.76001,102.3,bangBang,3.02,1.72,0,0.000000
346.002,timerEvent,5.155,3.007,1.714,1.75418,101.2,bangBang,3.01,1.72,0,0.000000
348.001,timerEvent,5.155,3.007,1.714,1.75418,101.2,bangBang,3.01,1.72,0,0.000000
350.002,timerEvent,5.155,3.007,1.714,1.75418,101.2,bangBang,3.01,1.72,0,0.000000
352.001,timerEvent,5.202,3.017,1.724,1.74976,100.3,bangBang,3.02,1.73,0,0.000000
354.002,timerEvent,5.202,3.017,1.724,1.74976,100.3,bangBang,3.02,1.73,0,0.000000
356.001,timerEvent,5.185,3.007,1.724,1.74397,99.2,bangBang,3.01,1.73,0,0.000000
358.002,timerEvent,106.926,13.837,7.728,1.79059,108.1,bangBang,13.89,7.73,0,0.000000
360.002,timerEvent,5.141,3.017,1.704,1.77037,104.3,bangBang,3.02,1.71,0,0.000000
362.001,timerEvent,5.155,3.007,1.714,1.75418,101.2,bangBang,3.01,1.72,0,0.000000
364.002,timerEvent,5.155,3.007,1.714,1.75418,101.2,bangBang,3.01,1.72,0,0.000000
366.002,timerEvent,5.155,3.007,1.714,1.75418,101.2,bangBang,3.01,1.72,0,0.000000
368.001,timerEvent,5.172,3.017,1.714,1.76001,102.3,bangBang,3.02,1.72,0,0.000000
370.001,timerEvent,5.185,3.007,1.724,1.74397,99.2,bangBang,3.01,1.73,0,0.000000
372.002,timerEvent,106.648,13.837,7.707,1.79526,109.0,bangBang,13.89,7.71,0,0.000000
374.000,timerEvent,5.111,3.017,1.694,1.78086,106.3,bangBang,3.02,1.70,0,0.000000
376.001,timerEvent,5.124,3.007,1.704,1.76451,103.1,bangBang,3.01,1.71,0,0.000000
378.002,timerEvent,5.172,3.017,1.714,1.76001,102.3,bangBang,3.02,1.72,0,0.000000
380.002,timerEvent,5.172,3.017,1.714,1.76001,102.3,bangBang,3.02,1.72,0,0.000000
382.001,timerEvent,5.155,3.007,1.714,1.75418,101.2,bangBang,3.01,1.72,0,0.000000
384.001,timerEvent,5.172,3.017,1.714,1.76001,102.3,bangBang,3.02,1.72,0,0.000000
386.002,timerEvent,5.185,3.007,1.724,1.74397,99.2,bangBang,3.01,1.73,0,0.000000
388.002,timerEvent,106.926,13.837,7.728,1.79059,108.1,bangBang,13.89,7.73,0,0.000000
390.002,timerEvent,5.111,3.017,1.694,1.78086,106.3,bangBang,3.02,1.70,0,0.000000
392.002,timerEvent,5.141,3.017,1.704,1.77037,104.3,bangBang,3.02,1.71,0,0.000000
394.001,timerEvent,5.172,3.017,1.714,1.76001,102.3,bangBang,3.02,1.72,0,0.000000
396.001,timerEvent,5.172,3.017,1.714,1.76001,102.3,bangBang,3.02,1.72,0,0.000000
398.001,timerEvent,5.155,3.007,1.714,1.75418,101.2,bangBang,3.01,1.72,0,0.000000
400.002,timerEvent,5.172,3.017,1.714,1.76001,102.3,bangBang,3.02,1.72,0,0.000000
402.001,timerEvent,5.155,3.007,1.714,1.75418,101.2,bangBang,3.01,1.72,0,0.000000
404.002,timerEvent,5.202,3.017,1.724,1.74976,100.3,bangBang,3.02,1.73,0,0.000000
406.001,timerEvent,5.202,3.017,1.724,1.74976,100.3,bangBang,3.02,1.73,0,0.000000
408.001,timerEvent,5.185,3.007,1.724,1.74397,99.2,bangBang,3.01,1.73,0,0.000000
410.001,timerEvent,107.065,13.837,7.738,1.78826,107.7,bangBang,13.89,7.74,0,0.000000
412.002,timerEvent,5.141,3.017,1.704,1.77037,104.3,bangBang,3.02,1.71,0,0.000000
414.002,timerEvent,5.141,3.017,1.704,1.77037,104.3,bangBang,3.02,1.71,0,0.000000
416.001,timerEvent,5.155,3.007,1.714,1.75418,101.2,bangBang,3.01,1.72,0,0.000000
418.002,timerEvent,5.155,3.007,1.714,1.75418,101.2,bangBang,3.01,1.72,0,0.000000
420.002,timerEvent,5.155,3.007,1.714,1.75418,101.2,bangBang,3.01,1.72,0,0.000000
422.001,timerEvent,5.202,3.017,1.724,1.74976,100.3,bangBang,3.02,1.73,0,0.000000
424.002,timerEvent,5.185,3.007,1.724,1.74397,99.2,bangBang,3.01,1.73,0,0.000000
426.002,timerEvent,106.863,13.847,7.718,1.79420,108.8,bangBang,13.90,7.72,0,0.000000
428.001,timerEvent,5.111,3.017,1.694,1.78086,106.3,bangBang,3.02,1.70,0,0.000000
430.001,timerEvent,5.124,3.007,1.704,1.76451,103.1,bangBang,3.01,1.71,0,0.000000
432.002,timerEvent,5.155,3.007,1.714,1.75418,101.2,bangBang,3.01,1.72,0,0.000000
434.000,timerEvent,5.172,3.017,1.714,1.76001,102.3,bangBang,3.02,1.72,0,0.000000
436.001,timerEvent,5.172,3.017,1.714,1.76001,102.3,bangBang,3.02,1.72,0,0.000000
438.001,timerEvent,5.155,3.007,1.714,1.75418,101.2,bangBang,3.01,1.72,0,0.000000
440.001,timerEvent,5.155,3.007,1.714,1.75418,101.2,bangBang,3.01,1.72,0,0.000000
442.001,timerEvent,5.185,3.007,1.724,1.74397,99.2,bangBang,3.01,1.73,0,0.000000
444.001,timerEvent,107.343,13.837,7.758,1.78363,106.8,bangBang,13.89,7.76,0,0.000000
446.002,timerEvent,17.566,5.586,3.145,1.77636,105.4,steady,5.60,3.15,0,0.000000
448.001,timerEvent,17.417,5.556,3.135,1.77249,104.7,steady,5.57,3.14,0,-0.003866
450.001,timerEvent,17.472,5.556,3.145,1.76686,103.6,steady,5.57,3.15,0,-0.004043
452.002,timerEvent,17.386,5.546,3.135,1.76932,104.1,steady,5.56,3.14,0,-0.003393
454.001,timerEvent,17.472,5.556,3.145,1.76686,103.6,steady,5.57,3.15,0,-0.003299
456.002,timerEvent,17.386,5.546,3.135,1.76932,104.1,steady,5.56,3.14,0,-0.002724
458.001,timerEvent,17.472,5.556,3.145,1.76686,103.6,steady,5.57,3.15,0,-0.002697
460.001,timerEvent,17.386,5.546,3.135,1.76932,104.1,steady,5.56,3.14,0,-0.002182
462.001,timerEvent,17.472,5.556,3.145,1.76686,103.6,steady,5.57,3.15,0,-0.002209
464.002,timerEvent,17.386,5.546,3.135,1.76932,104.1,steady,5.56,3.14,0,-0.001743
466.002,timerEvent,17.472,5.556,3.145,1.76686,103.6,steady,5.57,3.15,0,-0.001814
468.002,timerEvent,17.386,5.546,3.135,1.76932,104.1,steady,5.56,3.14,0,-0.001387
470.001,timerEvent,17.472,5.556,3.145,1.76686,103.6,steady,5.57,3.15,0,-0.001494
472.001,timerEvent,17.386,5.546,3.135,1.76932,104.1,steady,5.56,3.14,0,-0.001099
474.002,timerEvent,17.472,5.556,3.145,1.76686,103.6,steady,5.57,3.15,0,-0.001235
476.001,timerEvent,17.386,5.546,3.135,1.76932,104.1,steady,5.56,3.14,0,-0.000865
478.002,timerEvent,17.472,5.556,3.145,1.76686,103.6,steady,5.57,3.15,0,-0.001025
480.002,timerEvent,17.386,5.546,3.135,1.76932,104.1,steady,5.56,3.14,0,-0.000676
482.001,timerEvent,17.472,5.556,3.145,1.76686,103.6,steady,5.57,3.15,0,-0.000855
484.001,timerEvent,17.386,5.546,3.135,1.76932,104.1,steady,5.56,3.14,0,-0.000523
486.002,timerEvent,17.472,5.556,3.145,1.76686,103.6,steady,5.57,3.15,0,-0.000717
488.001,timerEvent,17.386,5.546,3.135,1.76932,104.1,steady,5.56,3.14,0,-0.000399
490.001,timerEvent,17.417,5.556,3.135,1.77249,104.7,steady,5.57,3.14,1,-0.000042
492.001,timerEvent,17.472,5.556,3.145,1.76686,103.6,steady,5.57,3.15,0,-0.000601
494.002,timerEvent,17.386,5.546,3.135,1.76932,104.1,steady,5.56,3.14,0,-0.000295
496.001,timerEvent,17.472,5.556,3.145,1.76686,103.6,steady,5.57,3.15,0,-0.000511
498.002,timerEvent,17.386,5.546,3.135,1.76932,104.1,steady,5.56,3.14,0,-0.000214
500.001,timerEvent,17.472,5.556,3.145,1.76686,103.6,steady,5.57,3.15,0,-0.000439
502.001,timerEvent,17.354,5.536,3.135,1.76614,103.5,steady,5.55,3.14,0,-0.000467
504.001,timerEvent,17.386,5.546,3.135,1.76932,104.1,steady,5.56,3.14,0,-0.000102
506.001,timerEvent,17.472,5.556,3.145,1.76686,103.6,steady,5.57,3.15,0,-0.000338
508.002,timerEvent,17.386,5.546,3.135,1.76932,104.1,steady,5.56,3.14,1,-0.000058
510.001,timerEvent,17.417,5.556,3.135,1.77249,104.7,steady,5.57,3.14,0,0.000265
512.001,timerEvent,17.417,5.556,3.135,1.77249,104.7,steady,5.57,3.14,0,0.000239
514.001,timerEvent,17.417,5.556,3.135,1.77249,104.7,steady,5.57,3.14,0,0.000215
516.001,timerEvent,17.417,5.556,3.135,1.77249,104.7,steady,5.57,3.14,0,0.000193
518.001,timerEvent,17.417,5.556,3.135,1.77249,104.7,steady,5.57,3.14,0,0.000174
520.002,timerEvent,17.417,5.556,3.135,1.77249,104.7,steady,5.57,3.14,0,0.000157
522.002,timerEvent,17.417,5.556,3.135,1.77249,104.7,steady,5.57,3.14,0,0.000141
524.002,timerEvent,17.417,5.556,3.135,1.77249,104.7,steady,5.57,3.14,0,0.000127
526.001,timerEvent,17.417,5.556,3.135,1.77249,104.7,steady,5.57,3.14,0,0.000114
528.002,timerEvent,17.417,5.556,3.135,1.77249,104.7,steady,5.57,3.14,0,0.000103
530.002,timerEvent,17.417,5.556,3.135,1.77249,104.7,steady,5.57,3.14,1,0.000092
532.001,timerEvent,17.417,5.556,3.135,1.77249,104.7,steady,5.57,3.14,2,0.000083
534.001,timerEvent,17.417,5.556,3.135,1.77249,104.7,steady,5.57,3.14,3,0.000075
536.001,timerEvent,17.417,5.556,3.135,1.77249,104.7,steady,5.57,3.14,4,0.000067
538.002,timerEvent,17.417,5.556,3.135,1.77249,104.7,steady,5.57,3.14,5,0.000061
540.002,timerEvent,17.417,5.556,3.135,1.77249,104.7,steady,5.57,3.14,6,0.000055
