0.000,preprocess,5.53,2.75,2.01,1.368,26.0,,0,0.000000
0.000,timerEvent,89.66,11.18,8.02,1.394,30.9,bangBang,0,0.000000
1.353,timerEvent,91.83,11.45,8.02,1.428,37.3,bangBang,0,0.000000
2.712,timerEvent,93.03,11.60,8.02,1.446,40.9,bangBang,0,0.000000
4.069,timerEvent,93.91,11.71,8.02,1.460,43.5,bangBang,0,0.000000
6.001,timerEvent,94.96,11.84,8.02,1.476,46.6,bangBang,0,0.000000
8.002,timerEvent,96.24,12.00,8.02,1.496,50.4,bangBang,0,0.000000
10.000,timerEvent,97.12,12.11,8.02,1.510,53.0,bangBang,0,0.000000
12.002,timerEvent,98.33,12.26,8.02,1.529,56.6,bangBang,0,0.000000
14.001,timerEvent,99.13,12.36,8.02,1.541,58.9,bangBang,0,0.000000
16.001,timerEvent,100.25,12.50,8.02,1.559,62.3,bangBang,0,0.000000
18.001,timerEvent,101.13,12.61,8.02,1.572,64.9,bangBang,0,0.000000
20.002,timerEvent,101.93,12.71,8.02,1.585,67.2,bangBang,0,0.000000
22.001,timerEvent,102.98,12.84,8.02,1.601,70.3,bangBang,0,0.000000
24.001,timerEvent,103.78,12.94,8.02,1.613,72.7,bangBang,0,0.000000
26.002,timerEvent,104.82,13.07,8.02,1.630,75.8,bangBang,0,0.000000
28.002,timerEvent,105.62,13.17,8.02,1.642,78.2,bangBang,0,0.000000
30.001,timerEvent,106.67,13.30,8.02,1.658,81.2,bangBang,0,0.000000
32.001,timerEvent,107.47,13.40,8.02,1.671,83.6,bangBang,0,0.000000
34.002,timerEvent,108.35,13.51,8.02,1.685,86.2,bangBang,0,0.000000
36.001,timerEvent,108.80,13.60,8.00,1.700,89.2,bangBang,0,0.000000
38.001,timerEvent,109.01,13.66,7.98,1.712,91.4,bangBang,0,0.000000
40.002,timerEvent,108.94,13.72,7.94,1.728,94.5,bangBang,0,0.000000
42.002,timerEvent,109.06,13.77,7.92,1.739,96.5,bangBang,0,0.000000
44.001,timerEvent,108.74,13.80,7.88,1.751,98.9,bangBang,0,0.000000
46.002,timerEvent,108.80,13.86,7.85,1.766,101.7,bangBang,0,0.000000
48.002,timerEvent,3.94,2.61,1.51,1.728,94.6,bangBang,0,0.000000
50.001,timerEvent,107.82,13.77,7.83,1.759,100.3,bangBang,0,0.000000
52.002,timerEvent,3.94,2.61,1.51,1.728,94.6,bangBang,0,0.000000
54.001,timerEvent,107.41,13.77,7.80,1.765,101.6,bangBang,0,0.000000
56.001,timerEvent,3.96,2.62,1.51,1.735,95.9,bangBang,0,0.000000
58.001,timerEvent,107.44,13.81,7.78,1.775,103.5,bangBang,0,0.000000
