0.000,preprocess,5.47,2.72,2.01,1.353,26.0,,0,0.000000
0.000,timerEvent,88.94,11.09,8.02,1.383,31.7,bangBang,0,0.000000
1.355,timerEvent,91.19,11.37,8.02,1.418,38.4,bangBang,0,0.000000
2.710,timerEvent,92.39,11.52,8.02,1.436,42.0,bangBang,0,0.000000
4.067,timerEvent,93.35,11.64,8.02,1.451,44.9,bangBang,0,0.000000
6.001,timerEvent,94.48,11.78,8.02,1.469,48.2,bangBang,0,0.000000
8.001,timerEvent,95.76,11.94,8.02,1.489,52.1,bangBang,0,0.000000
10.001,timerEvent,96.72,12.06,8.02,1.504,55.0,bangBang,0,0.000000
12.001,timerEvent,97.84,12.20,8.02,1.521,58.3,bangBang,0,0.000000
14.002,timerEvent,98.73,12.31,8.02,1.535,61.0,bangBang,0,0.000000
16.001,timerEvent,99.85,12.45,8.02,1.552,64.3,bangBang,0,0.000000
18.001,timerEvent,100.65,12.55,8.02,1.565,66.7,bangBang,0,0.000000
20.001,timerEvent,101.53,12.66,8.02,1.579,69.4,bangBang,0,0.000000
22.001,timerEvent,102.58,12.79,8.02,1.595,72.5,bangBang,0,0.000000
24.001,timerEvent,103.38,12.89,8.02,1.607,74.9,bangBang,0,0.000000
26.001,timerEvent,104.50,13.03,8.02,1.625,78.2,bangBang,0,0.000000
28.001,timerEvent,105.30,13.13,8.02,1.637,80.6,bangBang,0,0.000000
30.002,timerEvent,106.35,13.26,8.02,1.653,83.8,bangBang,0,0.000000
32.001,timerEvent,107.15,13.36,8.02,1.666,86.2,bangBang,0,0.000000
34.002,timerEvent,108.03,13.47,8.02,1.680,88.8,bangBang,0,0.000000
36.001,timerEvent,108.78,13.58,8.01,1.695,91.9,bangBang,0,0.000000
38.001,timerEvent,108.98,13.64,7.99,1.707,94.1,bangBang,0,0.000000
40.002,timerEvent,108.84,13.69,7.95,1.722,97.0,bangBang,0,0.000000
42.001,timerEvent,109.04,13.75,7.93,1.734,99.3,bangBang,0,0.000000
44.001,timerEvent,108.88,13.80,7.89,1.749,102.2,bangBang,0,0.000000
46.001,timerEvent,109.08,13.86,7.87,1.761,104.5,steady,0,0.000000
48.001,timerEvent,108.98,13.90,7.84,1.773,106.8,steady,0,0.011841
50.002,timerEvent,108.95,13.95,7.81,1.786,109.3,steady,0,0.011978
52.001,timerEvent,109.06,14.00,7.79,1.797,111.4,steady,0,0.011881
54.001,timerEvent,109.11,14.06,7.76,1.812,114.3,steady,0,0.012161
