now,event,power,voltage,current,resistance,temperature,stage,raw-voltage,raw-current,steady-state-count,filtered-delta,sample-count,transition-count
150.002,timerEvent,2.483,2.014,1.233,1.63342,77.7,bangBang,2.01,1.24,0,0.000000,4,17
152.002,timerEvent,2.503,2.014,1.243,1.62024,75.2,bangBang,2.01,1.25,0,0.000000,5,17
154.001,timerEvent,2.503,2.014,1.243,1.62024,75.2,bangBang,2.01,1.25,0,0.000000,6,17
156.002,timerEvent,2.503,2.014,1.243,1.62024,75.2,bangBang,2.01,1.25,0,0.000000,7,17
158.001,timerEvent,2.503,2.014,1.243,1.62024,75.2,bangBang,2.01,1.25,0,0.000000,8,17
160.001,timerEvent,2.503,2.014,1.243,1.62024,75.2,bangBang,2.01,1.25,0,0.000000,9,17
162.001,timerEvent,2.503,2.014,1.243,1.62024,75.2,bangBang,2.01,1.25,0,0.000000,10,17
164.002,timerEvent,2.503,2.014,1.243,1.62024,75.2,bangBang,2.01,1.25,0,0.000000,11,17
166.001,timerEvent,2.503,2.014,1.243,1.62024,75.2,bangBang,2.01,1.25,0,0.000000,12,17
168.001,timerEvent,2.503,2.014,1.243,1.62024,75.2,bangBang,2.01,1.25,0,0.000000,13,17
170.002,timerEvent,2.503,2.014,1.243,1.62024,75.2,bangBang,2.01,1.25,0,0.000000,14,17
172.001,timerEvent,2.524,2.014,1.253,1.60727,72.7,bangBang,2.01,1.26,0,0.000000,15,17
174.002,timerEvent,106.112,13.232,8.019,1.65013,80.9,bangBang,13.28,8.02,0,0.000000,16,18
176.002,timerEvent,2.483,2.014,1.233,1.63342,77.7,bangBang,2.01,1.24,0,0.000000,17,19
178.000,timerEvent,2.483,2.014,1.233,1.63342,77.7,bangBang,2.01,1.24,0,0.000000,18,19
180.001,timerEvent,2.503,2.014,1.243,1.62024,75.2,bangBang,2.01,1.25,0,0.000000,19,19
182.001,timerEvent,2.503,2.014,1.243,1.62024,75.2,bangBang,2.01,1.25,0,0.000000,20,19
184.002,timerEvent,2.503,2.014,1.243,1.62024,75.2,bangBang,2.01,1.25,0,0.000000,21,19
186.001,timerEvent,2.503,2.014,1.243,1.62024,75.2,bangBang,2.01,1.25,0,0.000000,22,19
188.002,timerEvent,2.491,2.004,1.243,1.61225,73.7,bangBang,2.00,1.25,0,0.000000,23,19
190.002,timerEvent,105.950,13.262,7.989,1.66008,82.8,bangBang,13.31,7.99,0,0.000000,24,20
192.002,timerEvent,2.463,2.014,1.223,1.64681,80.3,bangBang,2.01,1.23,0,0.000000,25,21
194.001,timerEvent,2.483,2.014,1.233,1.63342,77.7,bangBang,2.01,1.24,0,0.000000,26,21
196.002,timerEvent,2.483,2.014,1.233,1.63342,77.7,bangBang,2.01,1.24,0,0.000000,27,21
198.001,timerEvent,2.483,2.014,1.233,1.63342,77.7,bangBang,2.01,1.24,0,0.000000,28,21
200.001,timerEvent,2.483,2.014,1.233,1.63342,77.7,bangBang,2.01,1.24,0,0.000000,29,21
202.002,timerEvent,2.483,2.014,1.233,1.63342,77.7,bangBang,2.01,1.24,0,0.000000,30,21
204.002,timerEvent,2.503,2.014,1.243,1.62024,75.2,bangBang,2.01,1.25,0,0.000000,31,21
206.001,timerEvent,2.503,2.014,1.243,1.62024,75.2,bangBang,2.01,1.25,0,0.000000,32,21
208.001,timerEvent,2.503,2.014,1.243,1.62024,75.2,bangBang,2.01,1.25,0,0.000000,33,21
210.002,timerEvent,2.503,2.014,1.243,1.62024,75.2,bangBang,2.01,1.25,0,0.000000,34,21
212.001,timerEvent,2.503,2.014,1.243,1.62024,75.2,bangBang,2.01,1.25,0,0.000000,35,21
214.002,timerEvent,2.503,2.014,1.243,1.62024,75.2,bangBang,2.01,1.25,0,0.000000,36,21
216.002,timerEvent,2.503,2.014,1.243,1.62024,75.2,bangBang,2.01,1.25,0,0.000000,37,21
218.001,timerEvent,2.503,2.014,1.243,1.62024,75.2,bangBang,2.01,1.25,0,0.000000,38,21
220.001,timerEvent,2.503,2.014,1.243,1.62024,75.2,bangBang,2.01,1.25,0,0.000000,39,21
222.001,timerEvent,2.491,2.004,1.243,1.61225,73.7,bangBang,2.00,1.25,0,0.000000,40,21
224.000,timerEvent,106.483,13.262,8.029,1.65177,81.2,bangBang,13.31,8.03,0,0.000000,41,22
226.001,timerEvent,2.463,2.014,1.223,1.64681,80.3,bangBang,2.01,1.23,0,0.000000,42,23
228.002,timerEvent,2.483,2.014,1.233,1.63342,77.7,bangBang,2.01,1.24,0,0.000000,43,23
230.000,timerEvent,2.483,2.014,1.233,1.63342,77.7,bangBang,2.01,1.24,0,0.000000,44,23
232.001,timerEvent,2.483,2.014,1.233,1.63342,77.7,bangBang,2.01,1.24,0,0.000000,45,23
234.002,timerEvent,2.503,2.014,1.243,1.62024,75.2,bangBang,2.01,1.25,0,0.000000,46,23
236.002,timerEvent,2.503,2.014,1.243,1.62024,75.2,bangBang,2.01,1.25,0,0.000000,47,23
238.001,timerEvent,2.503,2.014,1.243,1.62024,75.2,bangBang,2.01,1.25,0,0.000000,48,23
240.001,timerEvent,2.503,2.014,1.243,1.62024,75.2,bangBang,2.01,1.25,0,0.000000,49,23
242.002,timerEvent,2.503,2.014,1.243,1.62024,75.2,bangBang,2.01,1.25,0,0.000000,50,23
244.001,timerEvent,2.503,2.014,1.243,1.62024,75.2,bangBang,2.01,1.25,0,0.000000,51,23
246.001,timerEvent,2.503,2.014,1.243,1.62024,75.2,bangBang,2.01,1.25,0,0.000000,52,23
248.002,timerEvent,2.503,2.014,1.243,1.62024,75.2,bangBang,2.01,1.25,0,0.000000,53,23
250.001,timerEvent,2.503,2.014,1.243,1.62024,75.2,bangBang,2.01,1.25,0,0.000000,54,23
252.002,timerEvent,2.503,2.014,1.243,1.62024,75.2,bangBang,2.01,1.25,0,0.000000,55,23
254.002,timerEvent,2.503,2.014,1.243,1.62024,75.2,bangBang,2.01,1.25,0,0.000000,56,23
256.001,timerEvent,2.524,2.014,1.253,1.60727,72.7,bangBang,2.01,1.26,0,0.000000,57,23
258.001,timerEvent,106.112,13.232,8.019,1.65013,80.9,bangBang,13.28,8.02,0,0.000000,58,24
260.002,timerEvent,2.483,2.014,1.233,1.63342,77.7,bangBang,2.01,1.24,0,0.000000,59,25
262.002,timerEvent,2.483,2.014,1.233,1.63342,77.7,bangBang,2.01,1.24,0,0.000000,60,25
264.001,timerEvent,2.503,2.014,1.243,1.62024,75.2,bangBang,2.01,1.25,0,0.000000,61,25
266.001,timerEvent,2.503,2.014,1.243,1.62024,75.2,bangBang,2.01,1.25,0,0.000000,62,25
268.002,timerEvent,2.503,2.014,1.243,1.62024,75.2,bangBang,2.01,1.25,0,0.000000,63,25
270.001,timerEvent,2.491,2.004,1.243,1.61225,73.7,bangBang,2.00,1.25,0,0.000000,64,25
272.002,timerEvent,106.083,13.262,7.999,1.65799,82.4,bangBang,13.31,8.00,0,0.000000,65,26
274.002,timerEvent,2.463,2.014,1.223,1.64681,80.3,bangBang,2.01,1.23,0,0.000000,66,27
276.001,timerEvent,2.483,2.014,1.233,1.63342,77.7,bangBang,2.01,1.24,0,0.000000,67,27
278.001,timerEvent,2.483,2.014,1.233,1.63342,77.7,bangBang,2.01,1.24,0,0.000000,68,27
280.002,timerEvent,2.483,2.014,1.233,1.63342,77.7,bangBang,2.01,1.24,0,0.000000,69,27
282.001,timerEvent,2.483,2.014,1.233,1.63342,77.7,bangBang,2.01,1.24,0,0.000000,70,27
284.001,timerEvent,2.483,2.014,1.233,1.63342,77.7,bangBang,2.01,1.24,0,0.000000,71,27
286.002,timerEvent,2.483,2.014,1.233,1.63342,77.7,bangBang,2.01,1.24,0,0.000000,72,27
288.001,timerEvent,2.483,2.014,1.233,1.63342,77.7,bangBang,2.01,1.24,0,0.000000,73,27
290.001,timerEvent,2.503,2.014,1.243,1.62024,75.2,bangBang,2.01,1.25,0,0.000000,74,27
292.002,timerEvent,2.503,2.014,1.243,1.62024,75.2,bangBang,2.01,1.25,0,0.000000,75,27
294.002,timerEvent,2.503,2.014,1.243,1.62024,75.2,bangBang,2.01,1.25,0,0.000000,76,27
296.001,timerEvent,2.503,2.014,1.243,1.62024,75.2,bangBang,2.01,1.25,0,0.000000,77,27
298.002,timerEvent,2.503,2.014,1.243,1.62024,75.2,bangBang,2.01,1.25,0,0.000000,78,27
300.002,timerEvent,2.503,2.014,1.243,1.62024,75.2,bangBang,2.01,1.25,0,0.000000,79,27
302.002,timerEvent,2.503,2.014,1.243,1.62024,75.2,bangBang,2.01,1.25,0,0.000000,80,27
304.002,timerEvent,2.503,2.014,1.243,1.62024,75.2,bangBang,2.01,1.25,0,0.000000,81,27
306.002,timerEvent,2.503,2.014,1.243,1.62024,75.2,bangBang,2.01,1.25,0,0.000000,82,27
308.002,timerEvent,2.503,2.014,1.243,1.62024,75.2,bangBang,2.01,1.25,0,0.000000,83,27
310.001,timerEvent,2.503,2.014,1.243,1.62024,75.2,bangBang,2.01,1.25,0,0.000000,84,27
312.002,timerEvent,2.503,2.014,1.243,1.62024,75.2,bangBang,2.01,1.25,0,0.000000,85,27
314.002,timerEvent,2.524,2.014,1.253,1.60727,72.7,bangBang,2.01,1.26,0,0.000000,86,27
316.001,timerEvent,106.137,13.252,8.009,1.65467,81.8,bangBang,13.30,8.01,0,0.000000,87,28
318.002,timerEvent,2.483,2.014,1.233,1.63342,77.7,bangBang,2.01,1.24,0,0.000000,88,29
320.001,timerEvent,2.483,2.014,1.233,1.63342,77.7,bangBang,2.01,1.24,0,0.000000,89,29
322.001,timerEvent,2.503,2.014,1.243,1.62024,75.2,bangBang,2.01,1.25,0,0.000000,90,29
324.001,timerEvent,2.491,2.004,1.243,1.61225,73.7,bangBang,2.00,1.25,0,0.000000,91,29
326.001,timerEvent,105.950,13.262,7.989,1.66008,82.8,bangBang,13.31,7.99,0,0.000000,92,30
328.001,timerEvent,2.463,2.014,1.223,1.64681,80.3,bangBang,2.01,1.23,0,0.000000,93,31
330.002,timerEvent,2.463,2.014,1.223,1.64681,80.3,bangBang,2.01,1.23,0,0.000000,94,31
332.002,timerEvent,2.483,2.014,1.233,1.63342,77.7,bangBang,2.01,1.24,0,0.000000,95,31
334.001,timerEvent,2.483,2.014,1.233,1.63342,77.7,bangBang,2.01,1.24,0,0.000000,96,31
336.002,timerEvent,2.483,2.014,1.233,1.63342,77.7,bangBang,2.01,1.24,0,0.000000,97,31
338.002,timerEvent,2.483,2.014,1.233,1.63342,77.7,bangBang,2.01,1.24,0,0.000000,98,31
340.001,timerEvent,2.483,2.014,1.233,1.63342,77.7,bangBang,2.01,1.24,0,0.000000,99,31
342.001,timerEvent,2.483,2.014,1.233,1.63342,77.7,bangBang,2.01,1.24,0,0.000000,100,31
344.002,timerEvent,2.483,2.014,1.233,1.63342,77.7,bangBang,2.01,1.24,0,0.000000,101,31
346.001,timerEvent,2.503,2.014,1.243,1.62024,75.2,bangBang,2.01,1.25,0,0.000000,102,31
348.001,timerEvent,2.491,2.004,1.243,1.61225,73.7,bangBang,2.00,1.25,0,0.000000,103,31
350.002,timerEvent,105.950,13.262,7.989,1.66008,82.8,bangBang,13.31,7.99,0,0.000000,104,32
352.002,timerEvent,2.463,2.014,1.223,1.64681,80.3,bangBang,2.01,1.23,0,0.000000,105,33
354.001,timerEvent,2.463,2.014,1.223,1.64681,80.3,bangBang,2.01,1.23,0,0.000000,106,33
356.001,timerEvent,2.483,2.014,1.233,1.63342,77.7,bangBang,2.01,1.24,0,0.000000,107,33
358.002,timerEvent,2.471,2.004,1.233,1.62536,76.2,bangBang,2.00,1.24,0,0.000000,108,33
360.001,timerEvent,2.483,2.014,1.233,1.63342,77.7,bangBang,2.01,1.24,0,0.000000,109,33
362.002,timerEvent,2.471,2.004,1.233,1.62536,76.2,bangBang,2.00,1.24,0,0.000000,110,33
364.002,timerEvent,2.483,2.014,1.233,1.63342,77.7,bangBang,2.01,1.24,0,0.000000,111,33
366.002,timerEvent,2.483,2.014,1.233,1.63342,77.7,bangBang,2.01,1.24,0,0.000000,112,33
368.001,timerEvent,2.483,2.014,1.233,1.63342,77.7,bangBang,2.01,1.24,0,0.000000,113,33
370.002,timerEvent,2.483,2.014,1.233,1.63342,77.7,bangBang,2.01,1.24,0,0.000000,114,33
372.001,timerEvent,2.503,2.014,1.243,1.62024,75.2,bangBang,2.01,1.25,0,0.000000,115,33
374.001,timerEvent,2.503,2.014,1.243,1.62024,75.2,bangBang,2.01,1.25,0,0.000000,116,33
376.002,timerEvent,2.503,2.014,1.243,1.62024,75.2,bangBang,2.01,1.25,0,0.000000,117,33
378.002,timerEvent,2.503,2.014,1.243,1.62024,75.2,bangBang,2.01,1.25,0,0.000000,118,33
380.001,timerEvent,2.503,2.014,1.243,1.62024,75.2,bangBang,2.01,1.25,0,0.000000,119,33
382.002,timerEvent,2.503,2.014,1.243,1.62024,75.2,bangBang,2.01,1.25,0,0.000000,120,33
384.002,timerEvent,2.503,2.014,1.243,1.62024,75.2,bangBang,2.01,1.25,0,0.000000,121,33
386.001,timerEvent,2.503,2.014,1.243,1.62024,75.2,bangBang,2.01,1.25,0,0.000000,122,33
388.001,timerEvent,2.503,2.014,1.243,1.62024,75.2,bangBang,2.01,1.25,0,0.000000,123,33
390.002,timerEvent,2.503,2.014,1.243,1.62024,75.2,bangBang,2.01,1.25,0,0.000000,124,33
392.001,timerEvent,2.503,2.014,1.243,1.62024,75.2,bangBang,2.01,1.25,0,0.000000,125,33
394.001,timerEvent,2.503,2.014,1.243,1.62024,75.2,bangBang,2.01,1.25,0,0.000000,126,33
396.002,timerEvent,2.503,2.014,1.243,1.62024,75.2,bangBang,2.01,1.25,0,0.000000,127,33
398.002,timerEvent,2.503,2.014,1.243,1.62024,75.2,bangBang,2.01,1.25,0,0.000000,128,33
400.001,timerEvent,2.511,2.004,1.253,1.59934,71.2,bangBang,2.00,1.26,0,0.000000,129,33
402.002,timerEvent,106.351,13.213,8.049,1.64149,79.2,bangBang,13.26,8.05,0,0.000000,130,34
404.001,timerEvent,2.483,2.014,1.233,1.63342,77.7,bangBang,2.01,1.24,0,0.000000,131,35
406.001,timerEvent,2.483,2.014,1.233,1.63342,77.7,bangBang,2.01,1.24,0,0.000000,132,35
408.001,timerEvent,2.503,2.014,1.243,1.62024,75.2,bangBang,2.01,1.25,0,0.000000,133,35
410.001,timerEvent,2.503,2.014,1.243,1.62024,75.2,bangBang,2.01,1.25,0,0.000000,134,35
412.001,timerEvent,2.503,2.014,1.243,1.62024,75.2,bangBang,2.01,1.25,0,0.000000,135,35
414.002,timerEvent,2.503,2.014,1.243,1.62024,75.2,bangBang,2.01,1.25,0,0.000000,136,35
416.001,timerEvent,2.503,2.014,1.243,1.62024,75.2,bangBang,2.01,1.25,0,0.000000,137,35
418.001,timerEvent,2.503,2.014,1.243,1.62024,75.2,bangBang,2.01,1.25,0,0.000000,138,35
420.002,timerEvent,2.503,2.014,1.243,1.62024,75.2,bangBang,2.01,1.25,0,0.000000,139,35
422.002,timerEvent,2.491,2.004,1.243,1.61225,73.7,bangBang,2.00,1.25,0,0.000000,140,35
424.001,timerEvent,106.191,13.242,8.019,1.65137,81.1,bangBang,13.29,8.02,0,0.000000,141,36
426.002,timerEvent,2.483,2.014,1.233,1.63342,77.7,bangBang,2.01,1.24,0,0.000000,142,37
428.002,timerEvent,2.483,2.014,1.233,1.63342,77.7,bangBang,2.01,1.24,0,0.000000,143,37
430.001,timerEvent,2.483,2.014,1.233,1.63342,77.7,bangBang,2.01,1.24,0,0.000000,144,37
432.001,timerEvent,2.483,2.014,1.233,1.63342,77.7,bangBang,2.01,1.24,0,0.000000,145,37
434.002,timerEvent,2.503,2.014,1.243,1.62024,75.2,bangBang,2.01,1.25,0,0.000000,146,37
436.001,timerEvent,2.503,2.014,1.243,1.62024,75.2,bangBang,2.01,1.25,0,0.000000,147,37
438.002,timerEvent,2.491,2.004,1.243,1.61225,73.7,bangBang,2.00,1.25,0,0.000000,148,37
440.002,timerEvent,105.817,13.262,7.979,1.66217,83.2,bangBang,13.31,7.98,0,0.000000,149,38
442.001,timerEvent,2.375,1.974,1.203,1.64113,79.2,bangBang,1.97,1.21,0,0.000000,150,39
444.001,timerEvent,2.483,2.014,1.233,1.63342,77.7,bangBang,2.01,1.24,0,0.000000,151,39
446.002,timerEvent,2.483,2.014,1.233,1.63342,77.7,bangBang,2.01,1.24,0,0.000000,152,39
448.002,timerEvent,2.483,2.014,1.233,1.63342,77.7,bangBang,2.01,1.24,0,0.000000,153,39
450.001,timerEvent,2.483,2.014,1.233,1.63342,77.7,bangBang,2.01,1.24,0,0.000000,154,39
452.002,timerEvent,2.483,2.014,1.233,1.63342,77.7,bangBang,2.01,1.24,0,0.000000,155,39
454.001,timerEvent,2.483,2.014,1.233,1.63342,77.7,bangBang,2.01,1.24,0,0.000000,156,39
456.001,timerEvent,2.483,2.014,1.233,1.63342,77.7,bangBang,2.01,1.24,0,0.000000,157,39
458.001,timerEvent,2.483,2.014,1.233,1.63342,77.7,bangBang,2.01,1.24,0,0.000000,158,39
460.002,timerEvent,2.491,2.004,1.243,1.61225,73.7,bangBang,2.00,1.25,0,0.000000,159,39
462.002,timerEvent,106.137,13.252,8.009,1.65467,81.8,bangBang,13.30,8.01,0,0.000000,160,40
464.001,timerEvent,2.463,2.014,1.223,1.64681,80.3,bangBang,2.01,1.23,0,0.000000,161,41
466.001,timerEvent,2.483,2.014,1.233,1.63342,77.7,bangBang,2.01,1.24,0,0.000000,162,41
468.000,timerEvent,2.483,2.014,1.233,1.63342,77.7,bangBang,2.01,1.24,0,0.000000,163,41
470.001,timerEvent,2.483,2.014,1.233,1.63342,77.7,bangBang,2.01,1.24,0,0.000000,164,41
472.002,timerEvent,2.471,2.004,1.233,1.62536,76.2,bangBang,2.00,1.24,0,0.000000,165,41
474.002,timerEvent,2.483,2.014,1.233,1.63342,77.7,bangBang,2.01,1.24,0,0.000000,166,41
476.001,timerEvent,2.483,2.014,1.233,1.63342,77.7,bangBang,2.01,1.24,0,0.000000,167,41
478.002,timerEvent,2.483,2.014,1.233,1.63342,77.7,bangBang,2.01,1.24,0,0.000000,168,41
480.002,timerEvent,2.483,2.014,1.233,1.63342,77.7,bangBang,2.01,1.24,0,0.000000,169,41
482.001,timerEvent,2.503,2.014,1.243,1.62024,75.2,bangBang,2.01,1.25,0,0.000000,170,41
484.002,timerEvent,2.503,2.014,1.243,1.62024,75.2,bangBang,2.01,1.25,0,0.000000,171,41
486.002,timerEvent,2.503,2.014,1.243,1.62024,75.2,bangBang,2.01,1.25,0,0.000000,172,41
488.000,timerEvent,2.503,2.014,1.243,1.62024,75.2,bangBang,2.01,1.25,0,0.000000,173,41
490.001,timerEvent,2.503,2.014,1.243,1.62024,75.2,bangBang,2.01,1.25,0,0.000000,174,41
492.002,timerEvent,2.503,2.014,1.243,1.62024,75.2,bangBang,2.01,1.25,0,0.000000,175,41
494.000,timerEvent,2.503,2.014,1.243,1.62024,75.2,bangBang,2.01,1.25,0,0.000000,176,41
496.001,timerEvent,2.503,2.014,1.243,1.62024,75.2,bangBang,2.01,1.25,0,0.000000,177,41
498.002,timerEvent,2.503,2.014,1.243,1.62024,75.2,bangBang,2.01,1.25,0,0.000000,178,41
