0.000,preprocess,5.77,2.87,2.01,1.428,26.0,,0,0.000000
0.000,timerEvent,90.39,11.27,8.02,1.405,21.9,bangBang,0,0.000000
1.353,timerEvent,92.23,11.50,8.02,1.434,27.1,bangBang,0,0.000000
2.713,timerEvent,93.27,11.63,8.02,1.450,30.1,bangBang,0,0.000000
4.069,timerEvent,94.23,11.75,8.02,1.465,32.8,bangBang,0,0.000000
6.001,timerEvent,95.28,11.88,8.02,1.481,35.7,bangBang,0,0.000000
8.002,timerEvent,96.32,12.01,8.02,1.498,38.7,bangBang,0,0.000000
10.001,timerEvent,97.44,12.15,8.02,1.515,41.9,bangBang,0,0.000000
12.001,timerEvent,98.41,12.27,8.02,1.530,44.6,bangBang,0,0.000000
14.001,timerEvent,99.53,12.41,8.02,1.547,47.8,bangBang,0,0.000000
16.001,timerEvent,100.41,12.52,8.02,1.561,50.3,bangBang,0,0.000000
18.001,timerEvent,101.29,12.63,8.02,1.575,52.8,bangBang,0,0.000000
20.002,timerEvent,102.25,12.75,8.02,1.590,55.5,bangBang,0,0.000000
22.001,timerEvent,103.14,12.86,8.02,1.603,58.0,bangBang,0,0.000000
24.001,timerEvent,104.10,12.98,8.02,1.618,60.8,bangBang,0,0.000000
26.001,timerEvent,104.98,13.09,8.02,1.632,63.3,bangBang,0,0.000000
28.001,timerEvent,106.02,13.22,8.02,1.648,66.2,bangBang,0,0.000000
30.001,timerEvent,106.83,13.32,8.02,1.661,68.5,bangBang,0,0.000000
32.001,timerEvent,107.63,13.42,8.02,1.673,70.8,bangBang,0,0.000000
34.001,timerEvent,108.59,13.54,8.02,1.688,73.5,bangBang,0,0.000000
36.001,timerEvent,108.88,13.61,8.00,1.701,75.9,bangBang,0,0.000000
38.002,timerEvent,108.73,13.66,7.96,1.716,78.6,bangBang,0,0.000000
40.001,timerEvent,108.94,13.72,7.94,1.728,80.7,bangBang,0,0.000000
42.001,timerEvent,108.78,13.77,7.90,1.743,83.5,bangBang,0,0.000000
44.001,timerEvent,109.12,13.83,7.89,1.753,85.3,bangBang,0,0.000000
46.002,timerEvent,109.02,13.87,7.86,1.765,87.4,bangBang,0,0.000000
48.002,timerEvent,108.99,13.92,7.83,1.778,89.8,bangBang,0,0.000000
50.001,timerEvent,109.04,13.98,7.80,1.792,92.5,bangBang,0,0.000000
52.001,timerEvent,109.01,14.03,7.77,1.806,94.9,bangBang,0,0.000000
54.001,timerEvent,109.26,14.08,7.76,1.814,96.5,bangBang,0,0.000000
56.001,timerEvent,108.71,14.10,7.71,1.829,99.1,bangBang,0,0.000000
58.001,timerEvent,109.11,14.17,7.70,1.840,101.2,bangBang,0,0.000000
60.001,timerEvent,1.82,1.80,1.01,1.782,90.6,bangBang,0,0.000000
62.001,timerEvent,107.24,14.00,7.66,1.828,98.9,bangBang,0,0.000000
64.001,timerEvent,108.32,14.16,7.65,1.851,103.2,bangBang,0,0.000000
66.001,timerEvent,1.83,1.81,1.01,1.792,92.4,bangBang,0,0.000000
68.001,timerEvent,106.63,14.03,7.60,1.846,102.3,bangBang,0,0.000000
70.001,timerEvent,1.84,1.82,1.01,1.802,94.2,bangBang,0,0.000000
72.001,timerEvent,106.72,14.06,7.59,1.852,103.4,bangBang,0,0.000000
74.000,timerEvent,1.85,1.83,1.01,1.812,96.0,bangBang,0,0.000000
76.001,timerEvent,106.88,14.10,7.58,1.860,104.9,bangBang,0,0.000000
