now,temperature,device-temperature,back-prediction,forward-prediction,last-update-delay,now-temperature,period,power,predict-temperature,resistance,set-power,then-temperature,tuned-prediction
307.501,206.8,167.2,166.455647850009,168.29975465333,0.544,181,1.5,154.012,167.377701251669,3.2405,155,182.2,166.276002290295
309.001,209.6,167.7,169.138688791649,170.923348857103,0.544,182.2,1.5,154.024,170.031018824376,3.26058,155,183.4,168.904322394531
310.501,212.3,168.6,171.729632806987,173.456257057315,0.544,183.4,1.5,154.033,172.592944932151,3.28079,155,184.6,171.442255160092
312.001,214.8,169.7,173.999035650724,175.710091505321,0.544,184.6,1.5,154.129,174.854563578023,3.2992,155,185.8,173.688335808041
313.501,217.3,170.6,176.496766026933,178.123455316812,0.544,185.8,1.5,154.087,177.310110671873,3.31768,155,187,176.116932148955
315.001,219.9,171.8,179.190737060095,180.699044774018,0.544,187,1.5,154.179,179.944890917057,3.33628,155,188.2,178.718795596034
316.501,222.3,172.9,181.369265024801,182.862797965031,0.544,188.2,1.5,154.177,182.116031494916,3.35398,155,189.4,180.87564867607
318.001,224.6,173.3,183.555709650098,185.00474624785,0.544,189.4,1.5,154.219,184.280227948974,3.37079,155,190.6,183.021243637
319.501,226.9,174.6,185.844224661848,187.216890901695,0.544,190.6,1.5,154.259,186.530557781772,3.38767,155,191.8,185.247833870902
321.001,229.2,175.7,188.157747648929,189.448337949043,0.544,191.8,1.5,154.161,188.803042798986,3.40467,155,193,187.495797382032
322.501,231.4,176.9,190.250775536873,191.498271667317,0.544,193,1.5,154.221,190.874523602095,3.42121,155,194.2,189.549955554485
324.001,233.5,178.1,192.215781316897,193.429617350188,0.544,194.2,1.5,154.347,192.822699333543,3.43629,155,195.4,191.483053661118
325.501,235.6,179.2,194.309005534803,195.451544882061,0.544,195.4,1.5,154.313,194.880275208432,3.45199,155,196.6,193.519421576309
327.001,237.7,180.6,196.414819471692,197.483096640263,0.544,196.6,1.5,154.3,196.948958055977,3.46725,155,197.8,195.56657250283
328.501,239.6,181.1,198.093661784556,199.162935975753,0.544,197.8,1.5,154.356,198.628298880154,3.481,1,199,197.237934363935
330.001,228.6,182.2,203.253394125389,202.777021286063,0.544,199,1.5,1.2,203.015207705726,3.40067,155,200.2,201.368030710194
331.501,236.8,183.4,213.217504090801,208.960809112119,0.544,200.2,1.5,152.204,211.08915660146,3.46049,155,201.4,208.828434466576
333.001,240.5,184.4,201.222999106346,201.603295138262,0.544,201.4,1.5,153.782,201.413147122304,3.48795,1,202.6,199.904310934212
334.501,227.9,185.6,201.531054269176,201.566749809465,0.544,202.6,1.5,1.19,201.54890203932,3.39527,155,203.8,199.986779082835
336.001,237.9,186.6,215.37745305337,210.50203001133,0.544,203.8,1.5,151.567,212.93974153235,3.46899,155,205,210.576651096834
337.501,241.9,187.4,203.012533584726,203.230175390047,0.544,205,1.5,153.75,203.121354487387,3.49774,1,206.2,201.579734186123
339.001,228.7,187.9,201.860620217969,202.057692812066,0.544,206.2,1.5,1.188,201.959156515017,3.40102,155,207.4,200.419775471773
340.501,239.4,189.1,217.330638546558,212.176094983737,0.544,207.4,1.5,151.355,214.753366765148,3.47991,1,208.6,212.340134625366
342.001,228.7,189.9,208.998503568415,208.175731507746,0.544,208.6,1.5,1.188,208.58711753808,3.40102,155,209.8,206.862025377334
343.501,238.9,190.7,214.40326010217,209.5028886255,0.544,209.8,1.5,151.516,211.953074363835,3.47622,1,211,209.590303649202
345.001,227.9,191.2,208.889390680864,208.160370083136,0.544,211,1.5,1.19,208.524880382,3.39527,155,212.2,206.814388019163
346.5,238.5,192,213.740661835597,208.74376598556,0.544,212.2,1.5,151.384,211.242213910578,3.47319,1,213.4,208.867697256469
348.001,227.9,192.4,209.732300040063,208.855249934199,0.544,213.4,1.5,1.19,209.293774987131,3.39527,155,214.6,207.557324974098
349.501,238.5,192.9,213.582982620819,208.591680606447,0.544,214.6,1.5,151.384,211.087331613633,3.47319,1,215,208.714328925338
351.001,227.9,193.1,209.822025450982,208.941798102058,0.544,215,1.5,1.19,209.38191177652,3.39527,155,215,207.644595955136
352.501,238.3,193.8,213.143368320946,208.227799284765,0.544,215,1.5,151.453,210.685583802856,3.47161,1,215,208.325871728766
354.001,227.9,194.1,209.963273528833,209.021501221591,0.544,215,1.5,1.19,209.492387375212,3.39527,155,215,207.745188583979
355.501,238.4,194.7,213.408331603345,208.453678518314,0.544,215,1.5,151.43,210.931005060829,3.47214,1,215,208.564270554387
357.001,227.9,195,209.864601603106,208.954812949961,0.544,215,1.5,1.19,209.409707276533,3.39527,155,215,207.667753294946
358.501,238.4,195.3,213.387246793516,208.433341438376,0.544,215,1.5,151.43,210.910294115946,3.47214,1,215,208.543762258706
360.001,227.9,195.3,209.876599653887,208.966386093413,0.544,215,1.5,1.19,209.42149287365,3.39527,155,215,207.679423151446
361.501,238.6,195.8,213.768976613091,208.741387353122,0.544,215,1.5,151.361,211.255181983107,3.47372,1,215,208.875918547806
363.001,227.9,196.3,209.768290025076,208.918454688272,0.544,215,1.5,1.19,209.343372356674,3.39527,155,215,207.610868028629
364.501,238.6,196.8,213.677481742016,208.653138563055,0.544,215,1.5,151.361,211.165310152536,3.47372,1,215,208.786925060607
366,228.7,197.2,211.325335324312,210.18884638398,0.544,215,1.5,1.188,210.757090854146,3.40102,1,215,208.974721645011
367.501,224.1,197.6,218.879262344353,213.097380802844,0.544,215,1.5,1.188,215.988321573599,3.367,1,215,213.474182378283
369,222.5,197.7,220.464875163081,213.758874887296,0.544,215,1.5,1.192,217.111875025189,3.3557,1,214.52,214.451959355459
370.501,221,197.8,219.069958178065,212.385130548536,0.544,214.5,1.5,1.196,215.7275443633,3.34448,1,213.08,213.076403352171
372.001,218.7,197.8,215.918782195584,209.5778864396,0.544,213.1,1.5,1.202,212.748334317592,3.32779,1,211.64,210.162020130538
373.501,217.2,197.8,215.267138068981,208.718263064222,0.544,211.6,1.5,1.206,211.992700566601,3.31675,1,210.21,209.377771684149
375.001,216.5,197.6,215.416057964195,208.630654703845,0.544,210.2,1.5,1.208,212.02335633402,3.31126,1,208.77,209.372142316981
376.501,215,197.2,213.06544600353,206.594933198648,0.544,208.8,1.5,1.212,209.830189601089,3.30033,1,207.33,207.236490543682
378.001,213.5,197.1,211.564317959896,205.147081279111,0.544,207.3,1.5,1.216,208.355699619504,3.28947,1,205.9,205.776582816041
379.501,212,196.9,210.063189916263,203.699112640181,0.544,205.9,1.5,1.22,206.881151278222,3.27869,1,204.46,204.316703415414
381.001,210.6,196.4,208.768272931247,202.421059654505,0.544,204.5,1.5,1.224,205.594666292876,3.26797,1,203.02,203.038590330993
382.501,209.8,196,208.604770709225,202.089871647317,0.544,203,1.5,1.226,205.347321178271,3.26264,1,201.58,202.766744256917
384.001,208.4,195.6,206.566580865796,200.296992101471,0.544,201.6,1.5,1.23,203.431786483634,3.25203,1,200.14,200.897489788811
385.501,207,195,205.165452822162,198.945149291147,0.544,200.1,1.5,1.234,202.055301056654,3.24149,1,198.71,199.534959545138
387.001,206.3,194.6,205.208161658759,198.783976084824,0.544,198.7,1.5,1.236,201.996068871792,3.23625,1,197.27,199.444855400842
388.501,204.8,194,202.857549698094,196.747127249461,0.544,197.3,1.5,1.24,199.802338473778,3.22581,1,195.83,197.309486560916
390.001,204.1,193.8,203.006469593308,196.659515275602,0.544,195.8,1.5,1.242,199.832992434455,3.22061,1,194.39,197.303858100271
391.501,202.7,193,200.862068691261,194.792541683192,0.544,194.4,1.5,1.246,197.827305187227,3.21027,1,192.96,195.350270041441
393.001,202,192.4,200.904777527857,194.631349853991,0.544,193,1.5,1.248,197.768063690924,3.20513,1,191.52,195.260170980266
394.501,201.3,191.8,200.204213506041,193.955249817907,0.544,191.5,1.5,1.25,197.079731661974,3.2,1,190.08,194.578954488765
396.001,199.9,191.2,198.059812603994,192.08802109361,0.544,190.1,1.5,1.254,195.073916848802,3.18979,1,188.64,192.625438492305
397.501,199.2,190.7,198.10252144059,191.926817645709,0.544,188.6,1.5,1.256,195.01466954315,3.18471,1,187.21,192.535342760359
399.001,197.9,190,196.164331597161,190.229542894986,0.544,187.2,1.5,1.26,193.196937246073,3.1746,1,185.77,190.76358884454
400.501,197.2,189.1,196.100829375139,189.994733961276,0.544,185.8,1.5,1.262,193.047781668207,3.16957,1,184.33,190.589030006479
402.001,196.5,188.4,195.400265353322,189.318485827476,0.544,184.3,1.5,1.264,192.359375590399,3.16456,1,182.89,189.907856765993
403.501,195.1,188,193.255864451276,187.450839262462,0.544,182.9,1.5,1.268,190.353351856869,3.15457,1,181.46,187.954465077425
405.001,194.5,187.4,193.50478434649,187.459778610892,0.544,181.5,1.5,1.27,190.482281478691,3.14961,1,180.02,188.046076155939
406.501,193.8,186.7,192.698009266055,186.709843173845,0.544,180,1.5,1.272,189.70392621995,3.14465,1,178.58,187.280465037906
408.001,192.4,186.1,190.553608364008,184.841971991279,0.544,178.6,1.5,1.276,187.697790177643,3.1348,1,177.14,185.327143704479
409.501,191.8,185.8,190.802528259222,184.850921752712,0.544,177.1,1.5,1.278,187.826725005967,3.12989,1,175.71,185.418751478193
411.001,191.1,184.4,189.995753178787,184.100899654968,0.544,175.7,1.5,1.28,187.048326416878,3.125,1,174.27,184.65316799465
412.501,189.8,183.8,188.057563335358,182.403012840258,0.544,174.3,1.5,1.284,185.230288087808,3.11526,1,172.83,182.88160548345
414.001,189.1,183.6,187.994061113337,182.168144328769,0.544,172.8,1.5,1.286,185.081102721053,3.11042,1,171.4,182.707065534359
415.501,188.5,182.7,187.499708150138,181.661871734175,0.544,171.4,1.5,1.288,184.580789942156,3.10559,1,169.96,182.207652518045
417.001,187.8,182,186.692933069703,180.911747491849,0.544,170,1.5,1.29,183.802340280776,3.10078,1,168.52,181.442102977669
418.501,186.5,181,184.754743226274,179.213628014516,0.544,168.5,1.5,1.294,181.984185620395,3.09119,1,167.08,179.67061918135
420.001,185.9,180.6,184.89745206287,179.148962147801,0.544,167.1,1.5,1.296,182.023207105335,3.08642,1,165.64,179.677767086308
421.501,185.2,179.7,184.090676982435,178.398760259465,0.544,165.6,1.5,1.298,181.24471862095,3.08166,1,164.21,178.912244419677
423.001,184.6,179.1,183.596324019237,177.89241168247,0.544,164.2,1.5,1.3,180.744367850853,3.07692,1,162.77,178.412857700147
424.501,183.3,178.7,181.55192311719,176.120433919454,0.544,162.8,1.5,1.304,178.836178518322,3.06748,1,161.33,176.556999527773
426.001,182.6,178,181.488420895168,175.885521653377,0.544,161.3,1.5,1.306,178.686971274272,3.06279,1,159.89,176.382474920211
427.501,182,177.4,180.994067931969,175.379124389217,0.544,159.9,1.5,1.308,178.186596160593,3.0581,1,158.46,175.883105826207
429.001,181.4,176.9,180.393503910152,174.799066495113,0.544,158.5,1.5,1.31,177.596285202632,3.05344,1,157.02,175.299292674997
430.501,180.1,176.1,178.349103008105,173.02687009766,0.544,157,1.5,1.314,175.687986552883,3.04414,1,155.58,173.443515323692
432.001,179.5,175.4,178.491811844702,172.962205928687,0.544,155.6,1.5,1.316,175.727008886694,3.03951,1,154.14,173.450662606714
433.501,178.8,174.8,177.685036764267,172.211823073357,0.544,154.1,1.5,1.318,174.948429918812,3.0349,1,152.71,172.685206585708
435.001,178.2,174.4,177.190683801068,171.705357376449,0.544,152.7,1.5,1.32,174.448020588758,3.0303,1,151.27,172.185863389447
436.501,177.6,173.7,176.590119779251,171.125220020751,0.544,151.3,1.5,1.322,173.857669900001,3.02572,1,149.83,171.602080543507
438.001,177,172.9,175.989555757434,170.5450704533,0.544,149.8,1.5,1.324,173.267313105367,3.02115,1,148.4,171.018302500301
439.501,176.3,172.1,175.182780676999,169.794620671275,0.544,148.4,1.5,1.326,172.488700674137,3.01659,1,146.96,170.252872705792
441.001,175.1,171.3,173.450801892188,168.266059098225,0.544,147,1.5,1.33,170.858430495207,3.00752,1,145.52,168.663318613155
442.501,174.5,170.6,173.487299670167,168.127724528039,0.544,145.5,1.5,1.332,170.807512099103,3.003,1,144.08,168.586025852472
444.001,173.9,170.1,172.88673564835,167.54751328649,0.544,144.1,1.5,1.334,170.21712446742,2.9985,1,142.65,168.002272699144
445.501,173.3,169.4,172.286171626533,166.967290378044,0.544,142.6,1.5,1.336,169.626731002288,2.99401,1,141.21,167.418524378177
447.001,172.7,168.8,171.685607604716,166.387055889051,0.544,141.2,1.5,1.338,169.036331746883,2.98954,1,139.77,166.834780894401
448.501,172,168,170.878832524281,165.636495709419,0.544,139.8,1.5,1.34,168.25766411685,2.98507,1,138.33,166.069396465758
450,171.4,167.3,170.384479561082,165.129915259039,0.544,138.3,1.5,1.342,167.757197410061,2.98063,1,136.9,165.570100023479
451.501,170.8,166.4,169.783915539265,164.549644663354,0.544,136.9,1.5,1.344,167.16678010131,2.97619,1,135.46,164.98637188874
453.001,169.6,165.9,167.945725695836,162.947114217412,0.544,135.5,1.5,1.348,165.446419956624,2.96736,1,134.02,163.312503523269
454.501,169,165.4,167.982223473815,162.808765850497,0.544,134,1.5,1.35,165.395494662156,2.96296,1,132.58,163.235216648277
456.001,168.4,164.8,167.381659451998,162.228450847789,0.544,132.6,1.5,1.352,164.805055149894,2.95858,1,131.15,162.651507972275
457.501,167.8,164.1,166.781095430181,161.648124949664,0.544,131.1,1.5,1.354,164.214610189923,2.95421,1,129.71,162.067804173152
459.001,167.3,163.3,166.386742466982,161.23812948869,0.544,129.7,1.5,1.356,163.812435977836,2.94985,1,128.27,161.665739146385
460.501,166.7,162.7,165.679967386547,160.584092681191,0.544,128.3,1.5,1.358,163.132030033869,2.94551,1,126.83,160.997613169271
462.001,166.1,162,165.07940336473,160.003736352221,0.544,126.8,1.5,1.36,162.541569858476,2.94118,1,125.39,160.413923215222
463.501,164.9,161.4,163.241213521301,158.400963598385,0.544,125.4,1.5,1.364,160.821088559843,2.93255,1,123.96,158.740164548979
465.001,164.3,160.9,163.27771129928,158.26260416906,0.544,124,1.5,1.366,160.77015773417,2.92826,1,122.52,158.662882746739
466.501,163.7,160.1,162.677147277463,157.682205972938,0.544,122.5,1.5,1.368,160.1796766252,2.92398,1,121.08,158.07921240488
468.001,163.1,159.7,162.076583255646,157.101797506576,0.544,121.1,1.5,1.37,159.589190381111,2.91971,1,119.65,157.495546978397
469.501,162.6,159,161.682230292447,156.691745532426,0.544,119.6,1.5,1.372,159.186987912436,2.91545,1,118.21,157.093508405954
471.001,162,158.2,160.975455212012,156.037615462848,0.544,118.2,1.5,1.374,158.50653533743,2.91121,1,116.77,156.425426429798
472.501,161.4,157.7,160.374891190195,155.457178316264,0.544,116.8,1.5,1.376,157.91603475323,2.90698,1,115.33,155.841774957766
474.001,160.8,157,159.774327168378,154.876731194585,0.544,115.3,1.5,1.378,157.325529181482,2.90276,1,113.89,155.258128420104
475.501,160.3,156.8,159.379974205179,154.466652764544,0.544,113.9,1.5,1.38,156.923313484862,2.89855,1,112.46,154.856102869752
477.001,159.7,156.3,158.673199124745,153.81247903818,0.544,112.5,1.5,1.382,156.242839081462,2.89436,1,111.02,154.18804255303
478.501,159.1,155.7,158.072635102928,153.232004062868,0.544,111,1.5,1.384,155.652319582898,2.89017,1,109.58,153.604410023785
480.001,158.6,155,157.678282139729,152.821906570305,0.544,109.6,1.5,1.386,155.250094355017,2.886,1,108.15,153.202394130947
481.501,158,154.8,156.971507059294,152.16770138866,0.544,108.1,1.5,1.388,154.569604223977,2.88184,1,106.71,152.534349877436
483,156.9,154,155.339528274483,150.734941450363,0.544,106.7,1.5,1.392,153.037234862423,2.87356,1,105.27,151.04238827107
484.501,156.3,153.3,155.269814993843,150.522847054927,0.544,105.3,1.5,1.394,152.896331024385,2.86944,1,103.83,150.880697044684
486.001,155.7,153,154.669250972027,149.942318158488,0.544,103.8,1.5,1.396,152.305784565257,2.86533,1,102.39,150.297092652661
487.501,155.2,152.3,154.274898008828,149.532183764981,0.544,102.4,1.5,1.398,151.903540886904,2.86123,1,100.96,149.895096157878
489.001,154.6,151.8,153.568122928393,148.877917695765,0.544,101,1.5,1.4,151.223020312079,2.85714,1,25.47,149.227084168931
490.5,154.1,151.1,153.173769965194,148.46777170572,0.544,25.5,1.5,1.402,150.820770835457,2.85307,1,26.88,148.825093973972
492.001,153.5,150.7,152.466994884759,147.813486502816,0.544,26.9,1.5,1.404,150.140240693787,2.849,1,28.28,148.157092463464
493.501,153,150,152.07264192156,147.403329080521,0.544,28.3,1.5,1.406,149.73798550104,2.84495,1,29.69,147.755108580024
495.001,152.4,150,151.365866841125,146.749025015456,0.544,29.7,1.5,1.408,149.057445928291,2.84091,1,31.09,147.087117567416
496.501,151.9,149.3,150.971513877926,146.338856323428,0.544,31.1,1.5,1.41,148.655185100677,2.83688,1,32.5,146.68514000722
498,151.3,148.8,150.264738797492,145.684533664815,0.544,32.5,1.5,1.412,147.974636231153,2.83286,1,33.91,146.017159512023
499.501,150.8,148.1,149.870385834293,145.274353863829,0.544,33.9,1.5,1.414,147.572369849061,2.82885,1,35.31,145.615188286827
501,150.2,147.3,149.163610753858,144.620012877402,0.544,35.3,1.5,1.416,146.89181181563,2.82486,1,36.72,144.9472183286
502.501,149.7,146.8,148.769257790659,144.209822126517,0.544,36.7,1.5,1.418,146.489539958588,2.82087,1,38.13,144.545253450192
504,149.1,146.3,148.062482710224,143.555463075181,0.544,38.1,1.5,1.42,145.808972892703,2.8169,1,39.53,143.877294048547
505.501,148.6,146,147.668129747025,143.145261531762,0.544,39.5,1.5,1.422,145.406695639394,2.81294,1,40.94,143.475335528742
507.001,148.1,145.4,147.167565725208,142.661320851971,0.544,40.9,1.5,1.424,144.91444328859,2.80899,1,42.34,142.988971146381
508.501,147.5,145,146.460790644773,142.006935987278,0.544,42.3,1.5,1.426,144.233863316026,2.80505,1,43.75,142.321027135311
510.001,147,144.3,146.066437681574,141.596719022699,0.544,43.8,1.5,1.428,143.831578352137,2.80112,1,45.16,141.919077885803
511.501,146.5,143.8,145.565873659758,141.112759796025,0.544,45.2,1.5,1.43,143.339316727891,2.7972,1,46.56,141.43272472913
513.001,145.9,143.1,144.859098579323,140.458349659905,0.544,46.6,1.5,1.432,142.658724119614,2.7933,1,47.97,140.764796150394
514.5,145.4,142.8,144.464745616124,140.048117598565,0.544,48,1.5,1.434,142.256431607344,2.7894,1,49.38,140.362856196347
516.001,144.9,142.6,143.964181594307,139.564140215817,0.544,49.4,1.5,1.436,141.764160905062,2.78552,1,50.78,139.876514295841
517.501,144.3,142,143.257406513872,138.909705341946,0.544,50.8,1.5,1.438,141.083555927909,2.78164,1,52.19,139.208601191358
519.001,143.8,141.2,142.863053550673,138.499458503317,0.544,52.2,1.5,1.44,140.681256026995,2.77778,1,53.59,138.806670558028
520.501,143.3,141,142.362489528856,138.015463349373,0.544,53.6,1.5,1.442,140.188976439115,2.77393,1,55,138.320339944285
522.001,142.8,140.3,141.861925507039,137.531462719603,0.544,55,1.5,1.444,139.696694113321,2.77008,1,56.41,137.834012864167
523.501,142.3,139.7,141.361361485223,137.047456650855,0.544,56.4,1.5,1.446,139.204409068039,2.76625,1,57.81,137.347689320676
525.001,141.7,139.3,140.654586404788,136.392982694713,0.544,57.8,1.5,1.448,138.52378454975,2.76243,1,59.22,136.679801452266
526.501,141.2,139,140.260233441589,135.982712511421,0.544,59.2,1.5,1.45,138.121472976505,2.75862,1,60.63,136.277886019581
528.001,140.7,138.4,139.759669419772,135.498689284597,0.544,60.6,1.5,1.452,137.629179352185,2.75482,1,62.03,135.791573812818
529.501,140.2,137.9,139.259105397955,135.014660771669,0.544,62,1.5,1.454,137.136883084812,2.75103,1,63.44,135.305265155333
531.001,139.7,137.3,138.758541376138,134.530627008596,0.544,63.4,1.5,1.456,136.644584192367,2.74725,1,64.84,134.818960050149
532.501,139.1,136.9,138.051766295703,133.876115324513,0.544,64.8,1.5,1.458,135.963940810108,2.74348,1,66.25,134.151097529612
534.001,138.6,136.3,137.657413332504,133.465822607358,0.544,66.3,1.5,1.46,135.561617969931,2.73973,1,67.66,133.749197364938
535.501,138.1,136,137.156849310688,132.981772284524,0.544,67.7,1.5,1.462,135.069310797606,2.73598,1,69.06,133.262903646757
537.001,137.6,135.4,136.656285288871,132.497716860746,0.544,69.1,1.5,1.464,134.577001074809,2.73224,1,70.47,132.776613493604
538.501,137.1,135,136.155721267054,132.013656371123,0.544,70.5,1.5,1.466,134.084688819088,2.72851,1,71.88,132.290326908521
540.001,136.6,134.8,135.655157245237,131.52959085059,0.544,71.9,1.5,1.468,133.592374047913,2.7248,1,73.28,131.804043894551
541.501,136.1,134,135.15459322342,131.045520333924,0.544,73.3,1.5,1.47,133.100056778672,2.72109,1,74.69,131.317764454741
543.001,135.6,133.8,134.654029201603,130.561444855742,0.544,74.7,1.5,1.472,132.607737028673,2.71739,1,76.09,130.831488592144
544.501,135.6,133.2,135.18487994278,130.930075709498,0.544,76.1,1.5,1.472,133.057477826139,2.71739,1,77.5,131.253279979886
546.001,135.1,132.8,134.153465179786,130.0773644505,0.544,77.5,1.5,1.474,132.115414815143,2.7137,1,78.91,130.345216309813
547.501,134.6,132.2,133.652901157969,129.593279152498,0.544,78.9,1.5,1.476,131.623090155234,2.71003,1,80.31,129.858947610808
549.001,134.1,131.8,133.152337136153,129.10918899588,0.544,80.3,1.5,1.478,131.130763066016,2.70636,1,81.72,129.372682498189
550.501,133.6,131.6,132.651773114336,128.625094014631,0.544,81.7,1.5,1.48,130.638433564483,2.7027,1,83.13,128.886420975023
552.001,133.1,131,132.151209092519,128.140994242585,0.544,83.1,1.5,1.482,130.146101667552,2.69906,1,84.53,128.400163044379
553.501,132.6,130.6,131.650645070702,127.65688971342,0.544,84.5,1.5,1.484,129.653767392061,2.69542,1,85.94,127.91390870933
555.001,132.1,130,131.150081048885,127.172780460663,0.544,85.9,1.5,1.486,129.161430754774,2.69179,1,87.34,127.427657972952
556.501,131.6,129.6,130.649517027068,126.688666517687,0.544,87.3,1.5,1.488,128.669091772377,2.68817,1,88.75,126.941410838326
558.001,131.1,129,130.148953005251,126.204547917716,0.544,88.8,1.5,1.49,128.176750461484,2.68456,1,90.16,126.455167308536
559.501,130.6,128.8,129.648388983434,125.720424693824,0.544,90.2,1.5,1.492,127.684406838629,2.68097,1,91.56,125.968927386669
561.001,130.1,128.4,129.147824961618,125.236296878937,0.544,91.6,1.5,1.494,127.192060920277,2.67738,1,92.97,125.482691075817
562.501,129.7,128,128.853471998419,124.922671283545,0.544,93,1.5,1.496,126.888071640982,2.6738,1,94.38,125.177994132385
564,129.2,127.8,128.246696917984,124.364767147587,0.544,94.4,1.5,1.498,126.305732032785,2.67023,1,95.78,124.607378812065
565.501,128.7,127,127.746132896167,123.880626650933,0.544,95.8,1.5,1.5,125.81337977355,2.66667,1,97.19,124.121152629246
567.001,128.2,126.4,127.24556887435,123.396481687065,0.544,97.2,1.5,1.502,125.321025280707,2.66312,1,98.59,123.634930069223
568.501,128.2,126,127.776419615527,123.765172783698,0.544,98.6,1.5,1.502,125.770796199613,2.66312,1,100,124.056675220091
570.001,127.7,125.9,126.745004852533,122.912332288207,0.544,100,1.5,1.504,124.82866857037,2.65957,1,100.47,123.148711135105
571.501,127.2,125.2,126.244440830716,122.42817848644,0.544,100.5,1.5,1.506,124.336309658578,2.65604,1,100.94,122.662495830004
573.001,126.8,124.9,125.950087867517,122.114536701918,0.544,100.9,1.5,1.508,124.032312284718,2.65252,1,101.41,122.357812058955
574.501,126.3,124.3,125.343312787083,121.556602444965,0.544,101.4,1.5,1.51,123.449957616024,2.64901,1,101.88,121.787221426196
576.001,125.8,124,124.842748765266,121.072436483667,0.544,101.9,1.5,1.512,122.957592624466,2.6455,1,102.34,121.301016299654
577.501,125.3,123.8,124.342184743449,120.588266240082,0.544,102.3,1.5,1.514,122.465225491766,2.64201,1,102.81,120.814814813993
579.001,124.9,123.6,124.04783178025,120.274614213573,0.544,102.8,1.5,1.516,122.161222996912,2.63852,1,103.28,120.510139708912
580.501,124.9,123.1,124.472471462809,120.569554740505,0.544,103.3,1.5,1.516,122.521013101657,2.63852,1,103.75,120.847484582219
582.001,124.4,122.8,123.441056699815,119.716660902415,0.544,103.8,1.5,1.518,121.578858801115,2.63505,1,104.22,119.939565317851
583.501,123.9,122.7,122.940492677998,119.232478834243,0.544,104.2,1.5,1.52,121.086485756121,2.63158,1,104.69,119.453374044043
585.001,123.4,122.1,122.439928656181,118.748292602402,0.544,104.7,1.5,1.522,120.594110629292,2.62812,1,105.16,118.967186423032
586.501,123,121.8,122.145575692982,118.434630617112,0.544,105.2,1.5,1.524,120.290103155047,2.62467,1,105.63,118.662520012277
588.001,122.5,121.3,121.538800612548,117.876658780024,0.544,105.6,1.5,1.526,119.707729696286,2.62123,1,106.09,118.091961916079
589.501,122,121,121.038236590731,117.392461052989,0.544,106.1,1.5,1.528,119.21534882186,2.6178,1,106.56,117.605784540367
591.001,121.6,120.7,120.743883627532,117.078791908001,0.544,106.6,1.5,1.53,118.911337767766,2.61438,1,107.03,117.3011245543
592.501,121.1,120.3,120.137108547097,116.520806752927,0.544,107,1.5,1.532,118.328957650012,2.61097,1,107.5,116.730578499229
594.001,121.1,119.9,120.667959288274,116.889549890651,0.544,107.5,1.5,1.532,118.778754589463,2.61097,1,107.97,117.152278730578
595.501,120.6,119.3,119.63654452528,116.036597769939,0.544,108,1.5,1.534,117.836571147609,2.60756,1,108.44,116.244411393557
597.001,120.2,119,119.342191562081,115.722921614644,0.544,108.4,1.5,1.536,117.532556588362,2.60417,1,108.91,115.939757847696
598.501,119.7,118.6,118.735416481646,115.164923420262,0.544,108.9,1.5,1.538,116.950169950954,2.60078,1,109.38,115.369223862847
600.001,119.3,118.2,118.441063518447,114.851242836217,0.544,109.4,1.5,1.54,116.646153177332,2.5974,1,109.84,115.064574465501
601.501,118.8,118,117.834288438013,114.2932364047,0.544,109.8,1.5,1.542,116.063762421356,2.59403,1,110.31,114.494048255795
603.001,118.8,117.4,118.36513917919,114.661995249886,0.544,110.3,1.5,1.542,116.513567214538,2.59403,1,110.78,114.915733817134
604.501,118.3,117,117.333724416196,113.809009441297,0.544,110.8,1.5,1.544,115.571366928747,2.59067,1,111.25,114.007898076524
606.001,117.9,116.7,117.039371452997,113.495322088481,0.544,111.3,1.5,1.546,115.267346770739,2.58732,1,111.72,113.703255144995
607.501,117.4,116.3,116.432596372562,112.937303068241,0.544,111.7,1.5,1.548,114.684949720401,2.58398,1,112.19,113.132741053523
609.001,117,115.8,116.138243409363,112.623611440423,0.544,112.2,1.5,1.55,114.380927424893,2.58065,1,112.66,112.828102287018
610.501,116.5,115.7,115.531468328928,112.065584469872,0.544,112.7,1.5,1.552,113.7985263994,2.57732,1,113.13,112.257596001642
612.001,116.5,115.3,116.062319070106,112.434358477847,0.544,113.1,1.5,1.552,114.248338773976,2.57732,1,113.59,112.679266834595
613.501,116.1,115,115.237115365729,111.751888626398,0.544,113.6,1.5,1.554,113.494501996064,2.574,1,114.06,111.952961406647
615.001,115.6,114.4,114.630340285295,111.193853816248,0.544,114.1,1.5,1.556,112.912097050771,2.57069,1,114.53,111.382462939523
616.501,115.2,114.1,114.335987322096,110.880153816011,0.544,114.5,1.5,1.558,112.608070569053,2.56739,1,115,111.077832522537
618.001,114.7,113.8,113.729212241661,110.322111276131,0.544,115,1.5,1.56,112.025661758896,2.5641,1,115.47,110.507341885851
619.501,114.7,113.6,114.260062982838,110.690896777847,0.544,115.5,1.5,1.56,112.475479880343,2.5641,1,115.94,110.929001151038
621.001,114.3,113.1,113.434859278462,110.008407177573,0.544,115.9,1.5,1.562,111.721633228018,2.56082,1,116.41,110.202715653387
622.501,113.8,113,112.828084198027,109.450357016999,0.544,116.4,1.5,1.564,111.139220607513,2.55754,1,116.88,109.63223285935
